

Ente;Liste/Gruppi;Voti;
AGRATE BRIANZA;PARTITO DEMOCRATICO;3523;;
AGRATE BRIANZA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1410;;
AGRATE BRIANZA;FORZA ITALIA;1213;;
AGRATE BRIANZA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;940;;
AGRATE BRIANZA;L'ALTRA EUROPA CON TSIPRAS;309;;
AGRATE BRIANZA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;309;;
AGRATE BRIANZA;NUOVO CENTRO DESTRA - UDC;251;;
AGRATE BRIANZA;VERDI EUROPEI-GREEN ITALIA;74;;
AGRATE BRIANZA;ITALIA DEI VALORI;66;;
AGRATE BRIANZA;SCELTA EUROPEA;54;;
AGRATE BRIANZA;IO CAMBIO - MAIE;14;;
AICURZIO;PARTITO DEMOCRATICO;527;;
AICURZIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;189;;
AICURZIO;FORZA ITALIA;157;;
AICURZIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;150;;
AICURZIO;L'ALTRA EUROPA CON TSIPRAS;54;;
AICURZIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;43;;
AICURZIO;NUOVO CENTRO DESTRA - UDC;41;;
AICURZIO;ITALIA DEI VALORI;11;;
AICURZIO;SCELTA EUROPEA;11;;
AICURZIO;VERDI EUROPEI-GREEN ITALIA;9;;
AICURZIO;IO CAMBIO - MAIE;0;;
ALBIATE;PARTITO DEMOCRATICO;1322;;
ALBIATE;FORZA ITALIA;530;;
ALBIATE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;529;;
ALBIATE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;524;;
ALBIATE;NUOVO CENTRO DESTRA - UDC;131;;
ALBIATE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;78;;
ALBIATE;L'ALTRA EUROPA CON TSIPRAS;77;;
ALBIATE;VERDI EUROPEI-GREEN ITALIA;56;;
ALBIATE;ITALIA DEI VALORI;25;;
ALBIATE;SCELTA EUROPEA;18;;
ALBIATE;IO CAMBIO - MAIE;7;;
ARCORE;PARTITO DEMOCRATICO;3816;;
ARCORE;FORZA ITALIA;1595;;
ARCORE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1337;;
ARCORE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;883;;
ARCORE;L'ALTRA EUROPA CON TSIPRAS;364;;
ARCORE;NUOVO CENTRO DESTRA - UDC;341;;
ARCORE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;181;;
ARCORE;VERDI EUROPEI-GREEN ITALIA;63;;
ARCORE;ITALIA DEI VALORI;47;;
ARCORE;SCELTA EUROPEA;42;;
ARCORE;IO CAMBIO - MAIE;10;;
BARLASSINA;PARTITO DEMOCRATICO;1312;;
BARLASSINA;FORZA ITALIA;650;;
BARLASSINA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;615;;
BARLASSINA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;550;;
BARLASSINA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;141;;
BARLASSINA;NUOVO CENTRO DESTRA - UDC;129;;
BARLASSINA;L'ALTRA EUROPA CON TSIPRAS;92;;
BARLASSINA;VERDI EUROPEI-GREEN ITALIA;29;;
BARLASSINA;SCELTA EUROPEA;29;;
BARLASSINA;ITALIA DEI VALORI;26;;
BARLASSINA;IO CAMBIO - MAIE;7;;
BELLUSCO;PARTITO DEMOCRATICO;1771;;
BELLUSCO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;648;;
BELLUSCO;FORZA ITALIA;569;;
BELLUSCO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;525;;
BELLUSCO;L'ALTRA EUROPA CON TSIPRAS;154;;
BELLUSCO;NUOVO CENTRO DESTRA - UDC;120;;
BELLUSCO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;83;;
BELLUSCO;VERDI EUROPEI-GREEN ITALIA;43;;
BELLUSCO;SCELTA EUROPEA;23;;
BELLUSCO;ITALIA DEI VALORI;18;;
BELLUSCO;IO CAMBIO - MAIE;11;;
BERNAREGGIO;PARTITO DEMOCRATICO;2392;;
BERNAREGGIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1012;;
BERNAREGGIO;FORZA ITALIA;824;;
BERNAREGGIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;644;;
BERNAREGGIO;L'ALTRA EUROPA CON TSIPRAS;202;;
BERNAREGGIO;NUOVO CENTRO DESTRA - UDC;171;;
BERNAREGGIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;133;;
BERNAREGGIO;VERDI EUROPEI-GREEN ITALIA;52;;
BERNAREGGIO;SCELTA EUROPEA;33;;
BERNAREGGIO;ITALIA DEI VALORI;31;;
BERNAREGGIO;IO CAMBIO - MAIE;8;;
BESANA IN BRIANZA;PARTITO DEMOCRATICO;3473;;
BESANA IN BRIANZA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1396;;
BESANA IN BRIANZA;FORZA ITALIA;1377;;
BESANA IN BRIANZA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1250;;
BESANA IN BRIANZA;NUOVO CENTRO DESTRA - UDC;361;;
BESANA IN BRIANZA;L'ALTRA EUROPA CON TSIPRAS;316;;
BESANA IN BRIANZA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;223;;
BESANA IN BRIANZA;VERDI EUROPEI-GREEN ITALIA;72;;
BESANA IN BRIANZA;SCELTA EUROPEA;63;;
BESANA IN BRIANZA;ITALIA DEI VALORI;38;;
BESANA IN BRIANZA;IO CAMBIO - MAIE;14;;
BIASSONO;PARTITO DEMOCRATICO;2382;;
BIASSONO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1070;;
BIASSONO;FORZA ITALIA;995;;
BIASSONO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;902;;
BIASSONO;NUOVO CENTRO DESTRA - UDC;356;;
BIASSONO;L'ALTRA EUROPA CON TSIPRAS;176;;
BIASSONO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;135;;
BIASSONO;VERDI EUROPEI-GREEN ITALIA;54;;
BIASSONO;SCELTA EUROPEA;38;;
BIASSONO;ITALIA DEI VALORI;23;;
BIASSONO;IO CAMBIO - MAIE;7;;
BOVISIO-MASCIAGO;PARTITO DEMOCRATICO;3191;;
BOVISIO-MASCIAGO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1785;;
BOVISIO-MASCIAGO;FORZA ITALIA;1412;;
BOVISIO-MASCIAGO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1035;;
BOVISIO-MASCIAGO;NUOVO CENTRO DESTRA - UDC;346;;
BOVISIO-MASCIAGO;L'ALTRA EUROPA CON TSIPRAS;296;;
BOVISIO-MASCIAGO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;263;;
BOVISIO-MASCIAGO;VERDI EUROPEI-GREEN ITALIA;99;;
BOVISIO-MASCIAGO;ITALIA DEI VALORI;47;;
BOVISIO-MASCIAGO;SCELTA EUROPEA;44;;
BOVISIO-MASCIAGO;IO CAMBIO - MAIE;13;;
BRIOSCO;PARTITO DEMOCRATICO;1310;;
BRIOSCO;FORZA ITALIA;625;;
BRIOSCO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;608;;
BRIOSCO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;512;;
BRIOSCO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;177;;
BRIOSCO;NUOVO CENTRO DESTRA - UDC;118;;
BRIOSCO;L'ALTRA EUROPA CON TSIPRAS;62;;
BRIOSCO;ITALIA DEI VALORI;36;;
BRIOSCO;VERDI EUROPEI-GREEN ITALIA;28;;
BRIOSCO;SCELTA EUROPEA;19;;
BRIOSCO;IO CAMBIO - MAIE;4;;
BRUGHERIO;PARTITO DEMOCRATICO;7073;;
BRUGHERIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2892;;
BRUGHERIO;FORZA ITALIA;2744;;
BRUGHERIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1663;;
BRUGHERIO;NUOVO CENTRO DESTRA - UDC;798;;
BRUGHERIO;L'ALTRA EUROPA CON TSIPRAS;685;;
BRUGHERIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;324;;
BRUGHERIO;VERDI EUROPEI-GREEN ITALIA;132;;
BRUGHERIO;ITALIA DEI VALORI;71;;
BRUGHERIO;SCELTA EUROPEA;62;;
BRUGHERIO;IO CAMBIO - MAIE;44;;
BURAGO DI MOLGORA;PARTITO DEMOCRATICO;1085;;
BURAGO DI MOLGORA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;412;;
BURAGO DI MOLGORA;FORZA ITALIA;391;;
BURAGO DI MOLGORA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;259;;
BURAGO DI MOLGORA;L'ALTRA EUROPA CON TSIPRAS;99;;
BURAGO DI MOLGORA;NUOVO CENTRO DESTRA - UDC;92;;
BURAGO DI MOLGORA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;71;;
BURAGO DI MOLGORA;VERDI EUROPEI-GREEN ITALIA;20;;
BURAGO DI MOLGORA;SCELTA EUROPEA;19;;
BURAGO DI MOLGORA;ITALIA DEI VALORI;15;;
BURAGO DI MOLGORA;IO CAMBIO - MAIE;6;;
BUSNAGO;PARTITO DEMOCRATICO;1293;;
BUSNAGO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;701;;
BUSNAGO;FORZA ITALIA;580;;
BUSNAGO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;381;;
BUSNAGO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;94;;
BUSNAGO;L'ALTRA EUROPA CON TSIPRAS;92;;
BUSNAGO;NUOVO CENTRO DESTRA - UDC;67;;
BUSNAGO;VERDI EUROPEI-GREEN ITALIA;39;;
BUSNAGO;ITALIA DEI VALORI;31;;
BUSNAGO;SCELTA EUROPEA;19;;
BUSNAGO;IO CAMBIO - MAIE;17;;
CAMPARADA;PARTITO DEMOCRATICO;466;;
CAMPARADA;FORZA ITALIA;219;;
CAMPARADA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;181;;
CAMPARADA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;180;;
CAMPARADA;NUOVO CENTRO DESTRA - UDC;41;;
CAMPARADA;L'ALTRA EUROPA CON TSIPRAS;33;;
CAMPARADA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;28;;
CAMPARADA;VERDI EUROPEI-GREEN ITALIA;15;;
CAMPARADA;ITALIA DEI VALORI;5;;
CAMPARADA;SCELTA EUROPEA;4;;
CAMPARADA;IO CAMBIO - MAIE;2;;
CAPONAGO;PARTITO DEMOCRATICO;1080;;
CAPONAGO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;541;;
CAPONAGO;FORZA ITALIA;442;;
CAPONAGO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;370;;
CAPONAGO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;81;;
CAPONAGO;NUOVO CENTRO DESTRA - UDC;79;;
CAPONAGO;L'ALTRA EUROPA CON TSIPRAS;66;;
CAPONAGO;VERDI EUROPEI-GREEN ITALIA;32;;
CAPONAGO;ITALIA DEI VALORI;15;;
CAPONAGO;SCELTA EUROPEA;12;;
CAPONAGO;IO CAMBIO - MAIE;10;;
CARATE BRIANZA;PARTITO DEMOCRATICO;3509;;
CARATE BRIANZA;FORZA ITALIA;1479;;
CARATE BRIANZA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1212;;
CARATE BRIANZA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1080;;
CARATE BRIANZA;NUOVO CENTRO DESTRA - UDC;591;;
CARATE BRIANZA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;226;;
CARATE BRIANZA;L'ALTRA EUROPA CON TSIPRAS;184;;
CARATE BRIANZA;VERDI EUROPEI-GREEN ITALIA;64;;
CARATE BRIANZA;SCELTA EUROPEA;41;;
CARATE BRIANZA;ITALIA DEI VALORI;31;;
CARATE BRIANZA;IO CAMBIO - MAIE;14;;
CARNATE;PARTITO DEMOCRATICO;1754;;
CARNATE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;565;;
CARNATE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;444;;
CARNATE;FORZA ITALIA;436;;
CARNATE;L'ALTRA EUROPA CON TSIPRAS;180;;
CARNATE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;105;;
CARNATE;NUOVO CENTRO DESTRA - UDC;95;;
CARNATE;VERDI EUROPEI-GREEN ITALIA;35;;
CARNATE;ITALIA DEI VALORI;21;;
CARNATE;SCELTA EUROPEA;13;;
CARNATE;IO CAMBIO - MAIE;4;;
CAVENAGO DI BRIANZA;PARTITO DEMOCRATICO;1650;;
CAVENAGO DI BRIANZA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;711;;
CAVENAGO DI BRIANZA;FORZA ITALIA;525;;
CAVENAGO DI BRIANZA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;366;;
CAVENAGO DI BRIANZA;L'ALTRA EUROPA CON TSIPRAS;116;;
CAVENAGO DI BRIANZA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;107;;
CAVENAGO DI BRIANZA;NUOVO CENTRO DESTRA - UDC;82;;
CAVENAGO DI BRIANZA;VERDI EUROPEI-GREEN ITALIA;51;;
CAVENAGO DI BRIANZA;ITALIA DEI VALORI;29;;
CAVENAGO DI BRIANZA;SCELTA EUROPEA;20;;
CAVENAGO DI BRIANZA;IO CAMBIO - MAIE;4;;
CERIANO LAGHETTO;PARTITO DEMOCRATICO;1493;;
CERIANO LAGHETTO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;761;;
CERIANO LAGHETTO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;660;;
CERIANO LAGHETTO;FORZA ITALIA;494;;
CERIANO LAGHETTO;L'ALTRA EUROPA CON TSIPRAS;117;;
CERIANO LAGHETTO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;76;;
CERIANO LAGHETTO;NUOVO CENTRO DESTRA - UDC;64;;
CERIANO LAGHETTO;VERDI EUROPEI-GREEN ITALIA;41;;
CERIANO LAGHETTO;SCELTA EUROPEA;32;;
CERIANO LAGHETTO;ITALIA DEI VALORI;24;;
CERIANO LAGHETTO;IO CAMBIO - MAIE;7;;
CESANO MADERNO;PARTITO DEMOCRATICO;6330;;
CESANO MADERNO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;3352;;
CESANO MADERNO;FORZA ITALIA;3062;;
CESANO MADERNO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2265;;
CESANO MADERNO;NUOVO CENTRO DESTRA - UDC;543;;
CESANO MADERNO;L'ALTRA EUROPA CON TSIPRAS;451;;
CESANO MADERNO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;447;;
CESANO MADERNO;VERDI EUROPEI-GREEN ITALIA;131;;
CESANO MADERNO;SCELTA EUROPEA;90;;
CESANO MADERNO;ITALIA DEI VALORI;83;;
CESANO MADERNO;IO CAMBIO - MAIE;22;;
COGLIATE;PARTITO DEMOCRATICO;1551;;
COGLIATE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;783;;
COGLIATE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;691;;
COGLIATE;FORZA ITALIA;600;;
COGLIATE;L'ALTRA EUROPA CON TSIPRAS;84;;
COGLIATE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;76;;
COGLIATE;NUOVO CENTRO DESTRA - UDC;73;;
COGLIATE;SCELTA EUROPEA;27;;
COGLIATE;VERDI EUROPEI-GREEN ITALIA;26;;
COGLIATE;ITALIA DEI VALORI;20;;
COGLIATE;IO CAMBIO - MAIE;9;;
CONCOREZZO;PARTITO DEMOCRATICO;3457;;
CONCOREZZO;FORZA ITALIA;1335;;
CONCOREZZO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1194;;
CONCOREZZO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1154;;
CONCOREZZO;NUOVO CENTRO DESTRA - UDC;710;;
CONCOREZZO;L'ALTRA EUROPA CON TSIPRAS;298;;
CONCOREZZO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;194;;
CONCOREZZO;VERDI EUROPEI-GREEN ITALIA;74;;
CONCOREZZO;SCELTA EUROPEA;66;;
CONCOREZZO;ITALIA DEI VALORI;38;;
CONCOREZZO;IO CAMBIO - MAIE;21;;
CORNATE D'ADDA;PARTITO DEMOCRATICO;2183;;
CORNATE D'ADDA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;919;;
CORNATE D'ADDA;FORZA ITALIA;905;;
CORNATE D'ADDA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;786;;
CORNATE D'ADDA;NUOVO CENTRO DESTRA - UDC;183;;
CORNATE D'ADDA;L'ALTRA EUROPA CON TSIPRAS;176;;
CORNATE D'ADDA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;99;;
CORNATE D'ADDA;VERDI EUROPEI-GREEN ITALIA;55;;
CORNATE D'ADDA;SCELTA EUROPEA;45;;
CORNATE D'ADDA;ITALIA DEI VALORI;42;;
CORNATE D'ADDA;IO CAMBIO - MAIE;6;;
CORREZZANA;PARTITO DEMOCRATICO;506;;
CORREZZANA;FORZA ITALIA;331;;
CORREZZANA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;282;;
CORREZZANA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;211;;
CORREZZANA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;57;;
CORREZZANA;NUOVO CENTRO DESTRA - UDC;50;;
CORREZZANA;L'ALTRA EUROPA CON TSIPRAS;29;;
CORREZZANA;VERDI EUROPEI-GREEN ITALIA;19;;
CORREZZANA;ITALIA DEI VALORI;18;;
CORREZZANA;SCELTA EUROPEA;9;;
CORREZZANA;IO CAMBIO - MAIE;2;;
DESIO;PARTITO DEMOCRATICO;7712;;
DESIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;3743;;
DESIO;FORZA ITALIA;3196;;
DESIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2286;;
DESIO;NUOVO CENTRO DESTRA - UDC;650;;
DESIO;L'ALTRA EUROPA CON TSIPRAS;619;;
DESIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;415;;
DESIO;VERDI EUROPEI-GREEN ITALIA;182;;
DESIO;SCELTA EUROPEA;100;;
DESIO;ITALIA DEI VALORI;78;;
DESIO;IO CAMBIO - MAIE;22;;
GIUSSANO;PARTITO DEMOCRATICO;4216;;
GIUSSANO;FORZA ITALIA;2777;;
GIUSSANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2306;;
GIUSSANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2140;;
GIUSSANO;NUOVO CENTRO DESTRA - UDC;748;;
GIUSSANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;496;;
GIUSSANO;L'ALTRA EUROPA CON TSIPRAS;237;;
GIUSSANO;VERDI EUROPEI-GREEN ITALIA;101;;
GIUSSANO;SCELTA EUROPEA;94;;
GIUSSANO;ITALIA DEI VALORI;52;;
GIUSSANO;IO CAMBIO - MAIE;18;;
LAZZATE;PARTITO DEMOCRATICO;1335;;
LAZZATE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;900;;
LAZZATE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;680;;
LAZZATE;FORZA ITALIA;465;;
LAZZATE;NUOVO CENTRO DESTRA - UDC;69;;
LAZZATE;L'ALTRA EUROPA CON TSIPRAS;65;;
LAZZATE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;56;;
LAZZATE;VERDI EUROPEI-GREEN ITALIA;27;;
LAZZATE;SCELTA EUROPEA;25;;
LAZZATE;ITALIA DEI VALORI;19;;
LAZZATE;IO CAMBIO - MAIE;7;;
LENTATE SUL SEVESO;PARTITO DEMOCRATICO;3095;;
LENTATE SUL SEVESO;FORZA ITALIA;1319;;
LENTATE SUL SEVESO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1302;;
LENTATE SUL SEVESO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1119;;
LENTATE SUL SEVESO;NUOVO CENTRO DESTRA - UDC;308;;
LENTATE SUL SEVESO;L'ALTRA EUROPA CON TSIPRAS;198;;
LENTATE SUL SEVESO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;164;;
LENTATE SUL SEVESO;VERDI EUROPEI-GREEN ITALIA;65;;
LENTATE SUL SEVESO;ITALIA DEI VALORI;45;;
LENTATE SUL SEVESO;SCELTA EUROPEA;30;;
