

Ente;Liste/Gruppi;Voti;
ABBATEGGIO;PARTITO DEMOCRATICO;113;;
ABBATEGGIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;55;;
ABBATEGGIO;FORZA ITALIA;51;;
ABBATEGGIO;L'ALTRA EUROPA CON TSIPRAS;15;;
ABBATEGGIO;NUOVO CENTRO DESTRA - UDC;9;;
ABBATEGGIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;7;;
ABBATEGGIO;SCELTA EUROPEA;3;;
ABBATEGGIO;ITALIA DEI VALORI;1;;
ABBATEGGIO;VERDI EUROPEI-GREEN ITALIA;1;;
ABBATEGGIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
ABBATEGGIO;IO CAMBIO - MAIE;0;;
ALANNO;PARTITO DEMOCRATICO;744;;
ALANNO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;518;;
ALANNO;FORZA ITALIA;405;;
ALANNO;NUOVO CENTRO DESTRA - UDC;72;;
ALANNO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;46;;
ALANNO;L'ALTRA EUROPA CON TSIPRAS;39;;
ALANNO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;17;;
ALANNO;VERDI EUROPEI-GREEN ITALIA;12;;
ALANNO;ITALIA DEI VALORI;12;;
ALANNO;SCELTA EUROPEA;10;;
ALANNO;IO CAMBIO - MAIE;2;;
BOLOGNANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;219;;
BOLOGNANO;PARTITO DEMOCRATICO;191;;
BOLOGNANO;FORZA ITALIA;169;;
BOLOGNANO;ITALIA DEI VALORI;26;;
BOLOGNANO;L'ALTRA EUROPA CON TSIPRAS;24;;
BOLOGNANO;NUOVO CENTRO DESTRA - UDC;23;;
BOLOGNANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;23;;
BOLOGNANO;VERDI EUROPEI-GREEN ITALIA;6;;
BOLOGNANO;SCELTA EUROPEA;6;;
BOLOGNANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;3;;
BOLOGNANO;IO CAMBIO - MAIE;2;;
BRITTOLI;FORZA ITALIA;67;;
BRITTOLI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;36;;
BRITTOLI;PARTITO DEMOCRATICO;34;;
BRITTOLI;NUOVO CENTRO DESTRA - UDC;7;;
BRITTOLI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;3;;
BRITTOLI;ITALIA DEI VALORI;2;;
BRITTOLI;L'ALTRA EUROPA CON TSIPRAS;2;;
BRITTOLI;VERDI EUROPEI-GREEN ITALIA;1;;
BRITTOLI;SCELTA EUROPEA;1;;
BRITTOLI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
BRITTOLI;IO CAMBIO - MAIE;0;;
BUSSI SUL TIRINO;PARTITO DEMOCRATICO;552;;
BUSSI SUL TIRINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;320;;
BUSSI SUL TIRINO;FORZA ITALIA;222;;
BUSSI SUL TIRINO;L'ALTRA EUROPA CON TSIPRAS;114;;
BUSSI SUL TIRINO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;69;;
BUSSI SUL TIRINO;NUOVO CENTRO DESTRA - UDC;60;;
BUSSI SUL TIRINO;ITALIA DEI VALORI;21;;
BUSSI SUL TIRINO;SCELTA EUROPEA;10;;
BUSSI SUL TIRINO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;10;;
BUSSI SUL TIRINO;VERDI EUROPEI-GREEN ITALIA;4;;
BUSSI SUL TIRINO;IO CAMBIO - MAIE;3;;
CAPPELLE SUL TAVO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;780;;
CAPPELLE SUL TAVO;PARTITO DEMOCRATICO;658;;
CAPPELLE SUL TAVO;FORZA ITALIA;386;;
CAPPELLE SUL TAVO;NUOVO CENTRO DESTRA - UDC;78;;
CAPPELLE SUL TAVO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;63;;
CAPPELLE SUL TAVO;L'ALTRA EUROPA CON TSIPRAS;56;;
CAPPELLE SUL TAVO;SCELTA EUROPEA;37;;
CAPPELLE SUL TAVO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;27;;
CAPPELLE SUL TAVO;ITALIA DEI VALORI;21;;
CAPPELLE SUL TAVO;VERDI EUROPEI-GREEN ITALIA;12;;
CAPPELLE SUL TAVO;IO CAMBIO - MAIE;2;;
CARAMANICO TERME;PARTITO DEMOCRATICO;380;;
CARAMANICO TERME;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;296;;
CARAMANICO TERME;FORZA ITALIA;248;;
CARAMANICO TERME;L'ALTRA EUROPA CON TSIPRAS;91;;
CARAMANICO TERME;NUOVO CENTRO DESTRA - UDC;65;;
CARAMANICO TERME;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;53;;
CARAMANICO TERME;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;29;;
CARAMANICO TERME;ITALIA DEI VALORI;12;;
CARAMANICO TERME;SCELTA EUROPEA;10;;
CARAMANICO TERME;VERDI EUROPEI-GREEN ITALIA;8;;
CARAMANICO TERME;IO CAMBIO - MAIE;1;;
CARPINETO DELLA NORA;PARTITO DEMOCRATICO;135;;
CARPINETO DELLA NORA;FORZA ITALIA;95;;
CARPINETO DELLA NORA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;94;;
CARPINETO DELLA NORA;NUOVO CENTRO DESTRA - UDC;11;;
CARPINETO DELLA NORA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;7;;
CARPINETO DELLA NORA;ITALIA DEI VALORI;6;;
CARPINETO DELLA NORA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;5;;
CARPINETO DELLA NORA;SCELTA EUROPEA;4;;
CARPINETO DELLA NORA;L'ALTRA EUROPA CON TSIPRAS;3;;
CARPINETO DELLA NORA;VERDI EUROPEI-GREEN ITALIA;2;;
