

Ente;Liste/Gruppi;Voti;
ALAGNA VALSESIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;51;;
ALAGNA VALSESIA;PARTITO DEMOCRATICO;44;;
ALAGNA VALSESIA;FORZA ITALIA;27;;
ALAGNA VALSESIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;19;;
ALAGNA VALSESIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;19;;
ALAGNA VALSESIA;L'ALTRA EUROPA CON TSIPRAS;9;;
ALAGNA VALSESIA;NUOVO CENTRO DESTRA - UDC;5;;
ALAGNA VALSESIA;ITALIA DEI VALORI;2;;
ALAGNA VALSESIA;SCELTA EUROPEA;2;;
ALAGNA VALSESIA;VERDI EUROPEI-GREEN ITALIA;1;;
ALAGNA VALSESIA;IO CAMBIO - MAIE;0;;
ALBANO VERCELLESE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;37;;
ALBANO VERCELLESE;PARTITO DEMOCRATICO;36;;
ALBANO VERCELLESE;FORZA ITALIA;34;;
ALBANO VERCELLESE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;22;;
ALBANO VERCELLESE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;8;;
ALBANO VERCELLESE;L'ALTRA EUROPA CON TSIPRAS;6;;
ALBANO VERCELLESE;NUOVO CENTRO DESTRA - UDC;5;;
ALBANO VERCELLESE;SCELTA EUROPEA;2;;
ALBANO VERCELLESE;VERDI EUROPEI-GREEN ITALIA;1;;
ALBANO VERCELLESE;ITALIA DEI VALORI;0;;
ALBANO VERCELLESE;IO CAMBIO - MAIE;0;;
ALICE CASTELLO;PARTITO DEMOCRATICO;555;;
ALICE CASTELLO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;287;;
ALICE CASTELLO;FORZA ITALIA;213;;
ALICE CASTELLO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;170;;
ALICE CASTELLO;NUOVO CENTRO DESTRA - UDC;69;;
ALICE CASTELLO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;53;;
ALICE CASTELLO;L'ALTRA EUROPA CON TSIPRAS;49;;
ALICE CASTELLO;ITALIA DEI VALORI;15;;
ALICE CASTELLO;SCELTA EUROPEA;13;;
ALICE CASTELLO;VERDI EUROPEI-GREEN ITALIA;6;;
ALICE CASTELLO;IO CAMBIO - MAIE;6;;
ARBORIO;FORZA ITALIA;146;;
ARBORIO;PARTITO DEMOCRATICO;111;;
ARBORIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;78;;
ARBORIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;52;;
ARBORIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;18;;
ARBORIO;NUOVO CENTRO DESTRA - UDC;9;;
ARBORIO;L'ALTRA EUROPA CON TSIPRAS;7;;
ARBORIO;IO CAMBIO - MAIE;3;;
ARBORIO;VERDI EUROPEI-GREEN ITALIA;3;;
ARBORIO;SCELTA EUROPEA;1;;
ARBORIO;ITALIA DEI VALORI;0;;
ASIGLIANO VERCELLESE;PARTITO DEMOCRATICO;246;;
ASIGLIANO VERCELLESE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;186;;
ASIGLIANO VERCELLESE;FORZA ITALIA;184;;
ASIGLIANO VERCELLESE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;120;;
ASIGLIANO VERCELLESE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;38;;
ASIGLIANO VERCELLESE;NUOVO CENTRO DESTRA - UDC;30;;
ASIGLIANO VERCELLESE;L'ALTRA EUROPA CON TSIPRAS;20;;
ASIGLIANO VERCELLESE;ITALIA DEI VALORI;8;;
ASIGLIANO VERCELLESE;VERDI EUROPEI-GREEN ITALIA;6;;
ASIGLIANO VERCELLESE;SCELTA EUROPEA;4;;
ASIGLIANO VERCELLESE;IO CAMBIO - MAIE;2;;
BALMUCCIA;PARTITO DEMOCRATICO;20;;
BALMUCCIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;11;;
BALMUCCIA;FORZA ITALIA;9;;
BALMUCCIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;7;;
BALMUCCIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;4;;
BALMUCCIA;NUOVO CENTRO DESTRA - UDC;1;;
BALMUCCIA;L'ALTRA EUROPA CON TSIPRAS;1;;
BALMUCCIA;IO CAMBIO - MAIE;0;;
BALMUCCIA;ITALIA DEI VALORI;0;;
