

Ente;Liste/Gruppi;Voti;
AGIRA;PARTITO DEMOCRATICO;1320;;
AGIRA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;559;;
AGIRA;FORZA ITALIA;471;;
AGIRA;NUOVO CENTRO DESTRA - UDC;230;;
AGIRA;L'ALTRA EUROPA CON TSIPRAS;77;;
AGIRA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;65;;
AGIRA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;17;;
AGIRA;VERDI EUROPEI-GREEN ITALIA;10;;
AGIRA;ITALIA DEI VALORI;7;;
AGIRA;IO CAMBIO - MAIE;5;;
AGIRA;SCELTA EUROPEA;4;;
AIDONE;PARTITO DEMOCRATICO;890;;
AIDONE;FORZA ITALIA;687;;
AIDONE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;521;;
AIDONE;NUOVO CENTRO DESTRA - UDC;211;;
AIDONE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;159;;
AIDONE;SCELTA EUROPEA;91;;
AIDONE;L'ALTRA EUROPA CON TSIPRAS;67;;
AIDONE;VERDI EUROPEI-GREEN ITALIA;26;;
AIDONE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;19;;
AIDONE;IO CAMBIO - MAIE;15;;
AIDONE;ITALIA DEI VALORI;13;;
ASSORO;PARTITO DEMOCRATICO;955;;
ASSORO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;400;;
ASSORO;NUOVO CENTRO DESTRA - UDC;274;;
ASSORO;FORZA ITALIA;165;;
ASSORO;L'ALTRA EUROPA CON TSIPRAS;86;;
ASSORO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;24;;
ASSORO;VERDI EUROPEI-GREEN ITALIA;22;;
ASSORO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;14;;
ASSORO;ITALIA DEI VALORI;5;;
ASSORO;SCELTA EUROPEA;3;;
ASSORO;IO CAMBIO - MAIE;1;;
BARRAFRANCA;PARTITO DEMOCRATICO;1511;;
BARRAFRANCA;FORZA ITALIA;1162;;
BARRAFRANCA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1033;;
BARRAFRANCA;NUOVO CENTRO DESTRA - UDC;185;;
BARRAFRANCA;L'ALTRA EUROPA CON TSIPRAS;68;;
BARRAFRANCA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;59;;
BARRAFRANCA;SCELTA EUROPEA;41;;
BARRAFRANCA;VERDI EUROPEI-GREEN ITALIA;11;;
BARRAFRANCA;ITALIA DEI VALORI;11;;
BARRAFRANCA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;11;;
BARRAFRANCA;IO CAMBIO - MAIE;4;;
CALASCIBETTA;PARTITO DEMOCRATICO;621;;
CALASCIBETTA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;381;;
CALASCIBETTA;FORZA ITALIA;239;;
CALASCIBETTA;NUOVO CENTRO DESTRA - UDC;228;;
