

Ente;Liste/Gruppi;Voti;
ALASSIO;PARTITO DEMOCRATICO;1699;;
ALASSIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1173;;
ALASSIO;FORZA ITALIA;1136;;
ALASSIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;364;;
ALASSIO;NUOVO CENTRO DESTRA - UDC;225;;
ALASSIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;170;;
ALASSIO;L'ALTRA EUROPA CON TSIPRAS;153;;
ALASSIO;VERDI EUROPEI-GREEN ITALIA;39;;
ALASSIO;SCELTA EUROPEA;26;;
ALASSIO;ITALIA DEI VALORI;17;;
ALASSIO;IO CAMBIO - MAIE;4;;
ALBENGA;PARTITO DEMOCRATICO;4782;;
ALBENGA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;3459;;
ALBENGA;FORZA ITALIA;2557;;
ALBENGA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1281;;
ALBENGA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;400;;
ALBENGA;NUOVO CENTRO DESTRA - UDC;377;;
ALBENGA;L'ALTRA EUROPA CON TSIPRAS;366;;
ALBENGA;VERDI EUROPEI-GREEN ITALIA;131;;
ALBENGA;SCELTA EUROPEA;78;;
ALBENGA;ITALIA DEI VALORI;67;;
ALBENGA;IO CAMBIO - MAIE;24;;
ALBISSOLA MARINA;PARTITO DEMOCRATICO;1665;;
ALBISSOLA MARINA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;686;;
ALBISSOLA MARINA;FORZA ITALIA;490;;
ALBISSOLA MARINA;L'ALTRA EUROPA CON TSIPRAS;151;;
ALBISSOLA MARINA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;126;;
ALBISSOLA MARINA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;96;;
ALBISSOLA MARINA;NUOVO CENTRO DESTRA - UDC;82;;
ALBISSOLA MARINA;SCELTA EUROPEA;39;;
ALBISSOLA MARINA;VERDI EUROPEI-GREEN ITALIA;30;;
ALBISSOLA MARINA;ITALIA DEI VALORI;19;;
ALBISSOLA MARINA;IO CAMBIO - MAIE;5;;
ALBISOLA SUPERIORE;PARTITO DEMOCRATICO;2698;;
ALBISOLA SUPERIORE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1465;;
ALBISOLA SUPERIORE;FORZA ITALIA;853;;
ALBISOLA SUPERIORE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;367;;
ALBISOLA SUPERIORE;L'ALTRA EUROPA CON TSIPRAS;242;;
ALBISOLA SUPERIORE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;164;;
ALBISOLA SUPERIORE;NUOVO CENTRO DESTRA - UDC;164;;
ALBISOLA SUPERIORE;VERDI EUROPEI-GREEN ITALIA;60;;
ALBISOLA SUPERIORE;SCELTA EUROPEA;53;;
ALBISOLA SUPERIORE;ITALIA DEI VALORI;30;;
ALBISOLA SUPERIORE;IO CAMBIO - MAIE;6;;
ALTARE;PARTITO DEMOCRATICO;530;;
