

Ente;Liste/Gruppi;Voti;
ALBINEA;PARTITO DEMOCRATICO;3150;;
ALBINEA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;827;;
ALBINEA;FORZA ITALIA;489;;
ALBINEA;L'ALTRA EUROPA CON TSIPRAS;236;;
ALBINEA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;178;;
ALBINEA;NUOVO CENTRO DESTRA - UDC;129;;
ALBINEA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;106;;
ALBINEA;VERDI EUROPEI-GREEN ITALIA;61;;
ALBINEA;SCELTA EUROPEA;29;;
ALBINEA;ITALIA DEI VALORI;12;;
ALBINEA;SVP;9;;
ALBINEA;IO CAMBIO - MAIE;5;;
BAGNOLO IN PIANO;PARTITO DEMOCRATICO;3094;;
BAGNOLO IN PIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1051;;
BAGNOLO IN PIANO;FORZA ITALIA;421;;
BAGNOLO IN PIANO;L'ALTRA EUROPA CON TSIPRAS;213;;
BAGNOLO IN PIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;132;;
BAGNOLO IN PIANO;NUOVO CENTRO DESTRA - UDC;110;;
BAGNOLO IN PIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;80;;
BAGNOLO IN PIANO;VERDI EUROPEI-GREEN ITALIA;43;;
BAGNOLO IN PIANO;SCELTA EUROPEA;15;;
BAGNOLO IN PIANO;ITALIA DEI VALORI;14;;
BAGNOLO IN PIANO;IO CAMBIO - MAIE;10;;
BAGNOLO IN PIANO;SVP;6;;
BAISO;PARTITO DEMOCRATICO;1003;;
BAISO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;412;;
BAISO;FORZA ITALIA;203;;
BAISO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;91;;
BAISO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;41;;
BAISO;NUOVO CENTRO DESTRA - UDC;39;;
BAISO;L'ALTRA EUROPA CON TSIPRAS;34;;
BAISO;SCELTA EUROPEA;10;;
BAISO;VERDI EUROPEI-GREEN ITALIA;10;;
BAISO;ITALIA DEI VALORI;6;;
BAISO;SVP;4;;
BAISO;IO CAMBIO - MAIE;3;;
BIBBIANO;PARTITO DEMOCRATICO;3009;;
BIBBIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1109;;
BIBBIANO;FORZA ITALIA;449;;
BIBBIANO;L'ALTRA EUROPA CON TSIPRAS;196;;
BIBBIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;169;;
BIBBIANO;NUOVO CENTRO DESTRA - UDC;84;;
BIBBIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;78;;
BIBBIANO;VERDI EUROPEI-GREEN ITALIA;59;;
BIBBIANO;ITALIA DEI VALORI;18;;
BIBBIANO;SCELTA EUROPEA;15;;
BIBBIANO;SVP;10;;
BIBBIANO;IO CAMBIO - MAIE;8;;
BORETTO;PARTITO DEMOCRATICO;1349;;
