

Ente;Liste/Gruppi;Voti;
AFRICO;FORZA ITALIA;348;;
AFRICO;PARTITO DEMOCRATICO;249;;
AFRICO;NUOVO CENTRO DESTRA - UDC;226;;
AFRICO;L'ALTRA EUROPA CON TSIPRAS;90;;
AFRICO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;58;;
AFRICO;SCELTA EUROPEA;24;;
AFRICO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;7;;
AFRICO;ITALIA DEI VALORI;3;;
AFRICO;VERDI EUROPEI-GREEN ITALIA;2;;
AFRICO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2;;
AFRICO;IO CAMBIO - MAIE;0;;
AGNANA CALABRA;PARTITO DEMOCRATICO;102;;
AGNANA CALABRA;FORZA ITALIA;91;;
AGNANA CALABRA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;69;;
AGNANA CALABRA;L'ALTRA EUROPA CON TSIPRAS;20;;
AGNANA CALABRA;SCELTA EUROPEA;15;;
AGNANA CALABRA;NUOVO CENTRO DESTRA - UDC;11;;
AGNANA CALABRA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;5;;
AGNANA CALABRA;ITALIA DEI VALORI;4;;
AGNANA CALABRA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;3;;
AGNANA CALABRA;VERDI EUROPEI-GREEN ITALIA;2;;
AGNANA CALABRA;IO CAMBIO - MAIE;1;;
ANOIA;FORZA ITALIA;239;;
ANOIA;PARTITO DEMOCRATICO;186;;
ANOIA;SCELTA EUROPEA;67;;
ANOIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;66;;
ANOIA;NUOVO CENTRO DESTRA - UDC;38;;
ANOIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;18;;
ANOIA;L'ALTRA EUROPA CON TSIPRAS;16;;
ANOIA;IO CAMBIO - MAIE;15;;
ANOIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;7;;
ANOIA;VERDI EUROPEI-GREEN ITALIA;4;;
ANOIA;ITALIA DEI VALORI;3;;
ANTONIMINA;PARTITO DEMOCRATICO;125;;
ANTONIMINA;FORZA ITALIA;99;;
ANTONIMINA;NUOVO CENTRO DESTRA - UDC;92;;
ANTONIMINA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;20;;
ANTONIMINA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;11;;
ANTONIMINA;L'ALTRA EUROPA CON TSIPRAS;9;;
ANTONIMINA;SCELTA EUROPEA;4;;
ANTONIMINA;ITALIA DEI VALORI;3;;
ANTONIMINA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
ANTONIMINA;IO CAMBIO - MAIE;0;;
ANTONIMINA;VERDI EUROPEI-GREEN ITALIA;0;;
ARDORE;PARTITO DEMOCRATICO;510;;
ARDORE;FORZA ITALIA;463;;
ARDORE;NUOVO CENTRO DESTRA - UDC;424;;
ARDORE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;161;;
ARDORE;L'ALTRA EUROPA CON TSIPRAS;79;;
ARDORE;SCELTA EUROPEA;22;;
ARDORE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;18;;
ARDORE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;9;;
ARDORE;ITALIA DEI VALORI;9;;
ARDORE;IO CAMBIO - MAIE;2;;
ARDORE;VERDI EUROPEI-GREEN ITALIA;2;;
BAGALADI;PARTITO DEMOCRATICO;275;;
BAGALADI;L'ALTRA EUROPA CON TSIPRAS;118;;
BAGALADI;FORZA ITALIA;103;;
BAGALADI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;50;;
BAGALADI;NUOVO CENTRO DESTRA - UDC;42;;
BAGALADI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;14;;
BAGALADI;SCELTA EUROPEA;10;;
BAGALADI;ITALIA DEI VALORI;8;;
BAGALADI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;5;;
BAGALADI;VERDI EUROPEI-GREEN ITALIA;3;;
BAGALADI;IO CAMBIO - MAIE;2;;
BAGNARA CALABRA;PARTITO DEMOCRATICO;1356;;
BAGNARA CALABRA;FORZA ITALIA;1095;;
BAGNARA CALABRA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;403;;
BAGNARA CALABRA;NUOVO CENTRO DESTRA - UDC;314;;
BAGNARA CALABRA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;232;;
BAGNARA CALABRA;L'ALTRA EUROPA CON TSIPRAS;96;;
BAGNARA CALABRA;VERDI EUROPEI-GREEN ITALIA;11;;
BAGNARA CALABRA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;10;;
BAGNARA CALABRA;ITALIA DEI VALORI;8;;
BAGNARA CALABRA;IO CAMBIO - MAIE;2;;
BAGNARA CALABRA;SCELTA EUROPEA;2;;
BENESTARE;PARTITO DEMOCRATICO;387;;
BENESTARE;FORZA ITALIA;350;;
BENESTARE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;194;;
BENESTARE;NUOVO CENTRO DESTRA - UDC;184;;
BENESTARE;L'ALTRA EUROPA CON TSIPRAS;80;;
BENESTARE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;37;;
BENESTARE;SCELTA EUROPEA;19;;
BENESTARE;ITALIA DEI VALORI;16;;
BENESTARE;VERDI EUROPEI-GREEN ITALIA;10;;
BENESTARE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;9;;
BENESTARE;IO CAMBIO - MAIE;7;;
BIANCO;PARTITO DEMOCRATICO;528;;
BIANCO;FORZA ITALIA;352;;
BIANCO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;177;;
BIANCO;NUOVO CENTRO DESTRA - UDC;116;;
BIANCO;L'ALTRA EUROPA CON TSIPRAS;52;;
BIANCO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;28;;
BIANCO;SCELTA EUROPEA;12;;
BIANCO;VERDI EUROPEI-GREEN ITALIA;3;;
BIANCO;ITALIA DEI VALORI;2;;
BIANCO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2;;
BIANCO;IO CAMBIO - MAIE;1;;
