

Ente;Liste/Gruppi;Voti;
AVETRANA;PARTITO DEMOCRATICO;657;;
AVETRANA;FORZA ITALIA;551;;
AVETRANA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;271;;
AVETRANA;L'ALTRA EUROPA CON TSIPRAS;100;;
AVETRANA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;98;;
AVETRANA;NUOVO CENTRO DESTRA - UDC;81;;
AVETRANA;VERDI EUROPEI-GREEN ITALIA;34;;
AVETRANA;ITALIA DEI VALORI;6;;
AVETRANA;SCELTA EUROPEA;6;;
AVETRANA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;5;;
AVETRANA;IO CAMBIO - MAIE;4;;
CAROSINO;PARTITO DEMOCRATICO;1472;;
CAROSINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;936;;
CAROSINO;FORZA ITALIA;689;;
CAROSINO;NUOVO CENTRO DESTRA - UDC;289;;
CAROSINO;L'ALTRA EUROPA CON TSIPRAS;261;;
CAROSINO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;170;;
CAROSINO;ITALIA DEI VALORI;147;;
CAROSINO;VERDI EUROPEI-GREEN ITALIA;83;;
CAROSINO;SCELTA EUROPEA;63;;
CAROSINO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;33;;
CAROSINO;IO CAMBIO - MAIE;13;;
CASTELLANETA;FORZA ITALIA;2547;;
CASTELLANETA;PARTITO DEMOCRATICO;1820;;
CASTELLANETA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1675;;
CASTELLANETA;NUOVO CENTRO DESTRA - UDC;339;;
CASTELLANETA;L'ALTRA EUROPA CON TSIPRAS;230;;
CASTELLANETA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;223;;
CASTELLANETA;SCELTA EUROPEA;70;;
CASTELLANETA;VERDI EUROPEI-GREEN ITALIA;41;;
CASTELLANETA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;31;;
CASTELLANETA;IO CAMBIO - MAIE;13;;
CASTELLANETA;ITALIA DEI VALORI;13;;
CRISPIANO;PARTITO DEMOCRATICO;1549;;
CRISPIANO;FORZA ITALIA;1194;;
CRISPIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1102;;
CRISPIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;325;;
CRISPIANO;NUOVO CENTRO DESTRA - UDC;319;;
CRISPIANO;L'ALTRA EUROPA CON TSIPRAS;128;;
CRISPIANO;VERDI EUROPEI-GREEN ITALIA;93;;
CRISPIANO;SCELTA EUROPEA;55;;
CRISPIANO;ITALIA DEI VALORI;23;;
CRISPIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;18;;
CRISPIANO;IO CAMBIO - MAIE;5;;
FAGGIANO;PARTITO DEMOCRATICO;716;;
FAGGIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;690;;
FAGGIANO;FORZA ITALIA;484;;
FAGGIANO;NUOVO CENTRO DESTRA - UDC;99;;
FAGGIANO;L'ALTRA EUROPA CON TSIPRAS;95;;
FAGGIANO;SCELTA EUROPEA;50;;
FAGGIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;49;;
FAGGIANO;ITALIA DEI VALORI;33;;
FAGGIANO;VERDI EUROPEI-GREEN ITALIA;20;;
FAGGIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;17;;
FAGGIANO;IO CAMBIO - MAIE;5;;
FRAGAGNANO;FORZA ITALIA;704;;
FRAGAGNANO;PARTITO DEMOCRATICO;686;;
FRAGAGNANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;483;;
