

Ente;Liste/Gruppi;Voti;
AGLIE';PARTITO DEMOCRATICO;524;;
AGLIE';FORZA ITALIA;313;;
AGLIE';MOVIMENTO 5 STELLE BEPPEGRILLO.IT;275;;
AGLIE';LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;153;;
AGLIE';FRATELLI D'ITALIA - ALLEANZA NAZIONALE;78;;
AGLIE';NUOVO CENTRO DESTRA - UDC;47;;
AGLIE';L'ALTRA EUROPA CON TSIPRAS;37;;
AGLIE';VERDI EUROPEI-GREEN ITALIA;20;;
AGLIE';ITALIA DEI VALORI;14;;
AGLIE';SCELTA EUROPEA;10;;
AGLIE';IO CAMBIO - MAIE;3;;
AIRASCA;PARTITO DEMOCRATICO;808;;
AIRASCA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;609;;
AIRASCA;FORZA ITALIA;250;;
AIRASCA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;92;;
AIRASCA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;69;;
AIRASCA;L'ALTRA EUROPA CON TSIPRAS;58;;
AIRASCA;NUOVO CENTRO DESTRA - UDC;55;;
AIRASCA;ITALIA DEI VALORI;20;;
AIRASCA;VERDI EUROPEI-GREEN ITALIA;18;;
AIRASCA;SCELTA EUROPEA;17;;
AIRASCA;IO CAMBIO - MAIE;3;;
ALA DI STURA;PARTITO DEMOCRATICO;106;;
ALA DI STURA;FORZA ITALIA;53;;
ALA DI STURA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;49;;
ALA DI STURA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;17;;
ALA DI STURA;NUOVO CENTRO DESTRA - UDC;14;;
ALA DI STURA;L'ALTRA EUROPA CON TSIPRAS;11;;
ALA DI STURA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;10;;
ALA DI STURA;VERDI EUROPEI-GREEN ITALIA;3;;
ALA DI STURA;ITALIA DEI VALORI;2;;
ALA DI STURA;SCELTA EUROPEA;1;;
ALA DI STURA;IO CAMBIO - MAIE;0;;
ALBIANO D'IVREA;PARTITO DEMOCRATICO;372;;
ALBIANO D'IVREA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;159;;
ALBIANO D'IVREA;FORZA ITALIA;152;;
ALBIANO D'IVREA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;57;;
ALBIANO D'IVREA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;40;;
ALBIANO D'IVREA;NUOVO CENTRO DESTRA - UDC;28;;
ALBIANO D'IVREA;L'ALTRA EUROPA CON TSIPRAS;26;;
ALBIANO D'IVREA;VERDI EUROPEI-GREEN ITALIA;8;;
ALBIANO D'IVREA;ITALIA DEI VALORI;3;;
ALBIANO D'IVREA;IO CAMBIO - MAIE;2;;
ALBIANO D'IVREA;SCELTA EUROPEA;2;;
ALICE SUPERIORE;PARTITO DEMOCRATICO;178;;
ALICE SUPERIORE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;64;;
ALICE SUPERIORE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;45;;
ALICE SUPERIORE;FORZA ITALIA;44;;
ALICE SUPERIORE;L'ALTRA EUROPA CON TSIPRAS;19;;
