

Ente;Liste/Gruppi;Voti;
ABBADIA SAN SALVATORE;PARTITO DEMOCRATICO;2371;;
ABBADIA SAN SALVATORE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;626;;
ABBADIA SAN SALVATORE;FORZA ITALIA;382;;
ABBADIA SAN SALVATORE;L'ALTRA EUROPA CON TSIPRAS;172;;
ABBADIA SAN SALVATORE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;90;;
ABBADIA SAN SALVATORE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;86;;
ABBADIA SAN SALVATORE;NUOVO CENTRO DESTRA - UDC;40;;
ABBADIA SAN SALVATORE;VERDI EUROPEI-GREEN ITALIA;29;;
ABBADIA SAN SALVATORE;ITALIA DEI VALORI;28;;
ABBADIA SAN SALVATORE;SCELTA EUROPEA;9;;
ABBADIA SAN SALVATORE;IO CAMBIO - MAIE;5;;
ASCIANO;PARTITO DEMOCRATICO;2317;;
ASCIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;585;;
ASCIANO;FORZA ITALIA;435;;
ASCIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;127;;
ASCIANO;L'ALTRA EUROPA CON TSIPRAS;117;;
ASCIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;105;;
ASCIANO;NUOVO CENTRO DESTRA - UDC;102;;
ASCIANO;VERDI EUROPEI-GREEN ITALIA;25;;
ASCIANO;ITALIA DEI VALORI;20;;
ASCIANO;SCELTA EUROPEA;9;;
ASCIANO;IO CAMBIO - MAIE;5;;
BUONCONVENTO;PARTITO DEMOCRATICO;1063;;
BUONCONVENTO;FORZA ITALIA;253;;
BUONCONVENTO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;251;;
BUONCONVENTO;L'ALTRA EUROPA CON TSIPRAS;75;;
BUONCONVENTO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;63;;
BUONCONVENTO;NUOVO CENTRO DESTRA - UDC;31;;
BUONCONVENTO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;27;;
BUONCONVENTO;SCELTA EUROPEA;7;;
BUONCONVENTO;ITALIA DEI VALORI;5;;
BUONCONVENTO;VERDI EUROPEI-GREEN ITALIA;3;;
BUONCONVENTO;IO CAMBIO - MAIE;2;;
CASOLE D'ELSA;PARTITO DEMOCRATICO;1184;;
CASOLE D'ELSA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;384;;
CASOLE D'ELSA;FORZA ITALIA;307;;
CASOLE D'ELSA;L'ALTRA EUROPA CON TSIPRAS;92;;
CASOLE D'ELSA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;85;;
CASOLE D'ELSA;NUOVO CENTRO DESTRA - UDC;62;;
CASOLE D'ELSA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;46;;
CASOLE D'ELSA;VERDI EUROPEI-GREEN ITALIA;15;;
CASOLE D'ELSA;ITALIA DEI VALORI;13;;
CASOLE D'ELSA;SCELTA EUROPEA;10;;
CASOLE D'ELSA;IO CAMBIO - MAIE;4;;
CASTELLINA IN CHIANTI;PARTITO DEMOCRATICO;957;;
CASTELLINA IN CHIANTI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;187;;
CASTELLINA IN CHIANTI;FORZA ITALIA;113;;
CASTELLINA IN CHIANTI;NUOVO CENTRO DESTRA - UDC;56;;
CASTELLINA IN CHIANTI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;51;;
CASTELLINA IN CHIANTI;L'ALTRA EUROPA CON TSIPRAS;50;;
CASTELLINA IN CHIANTI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;32;;
CASTELLINA IN CHIANTI;VERDI EUROPEI-GREEN ITALIA;18;;
CASTELLINA IN CHIANTI;ITALIA DEI VALORI;10;;
CASTELLINA IN CHIANTI;SCELTA EUROPEA;8;;
CASTELLINA IN CHIANTI;IO CAMBIO - MAIE;2;;
CASTELNUOVO BERARDENGA;PARTITO DEMOCRATICO;2743;;
CASTELNUOVO BERARDENGA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;785;;
CASTELNUOVO BERARDENGA;FORZA ITALIA;439;;
CASTELNUOVO BERARDENGA;L'ALTRA EUROPA CON TSIPRAS;303;;
CASTELNUOVO BERARDENGA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;174;;
CASTELNUOVO BERARDENGA;NUOVO CENTRO DESTRA - UDC;131;;
CASTELNUOVO BERARDENGA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;129;;
CASTELNUOVO BERARDENGA;VERDI EUROPEI-GREEN ITALIA;45;;
CASTELNUOVO BERARDENGA;ITALIA DEI VALORI;21;;
CASTELNUOVO BERARDENGA;SCELTA EUROPEA;18;;
CASTELNUOVO BERARDENGA;IO CAMBIO - MAIE;7;;
CASTIGLIONE D'ORCIA;PARTITO DEMOCRATICO;947;;
CASTIGLIONE D'ORCIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;187;;
CASTIGLIONE D'ORCIA;FORZA ITALIA;139;;
CASTIGLIONE D'ORCIA;L'ALTRA EUROPA CON TSIPRAS;43;;
CASTIGLIONE D'ORCIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;34;;
CASTIGLIONE D'ORCIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;24;;
CASTIGLIONE D'ORCIA;NUOVO CENTRO DESTRA - UDC;17;;
CASTIGLIONE D'ORCIA;VERDI EUROPEI-GREEN ITALIA;13;;
CASTIGLIONE D'ORCIA;IO CAMBIO - MAIE;5;;
CASTIGLIONE D'ORCIA;ITALIA DEI VALORI;5;;
CASTIGLIONE D'ORCIA;SCELTA EUROPEA;3;;
CETONA;PARTITO DEMOCRATICO;1037;;
CETONA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;174;;
CETONA;FORZA ITALIA;155;;
CETONA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;56;;
CETONA;L'ALTRA EUROPA CON TSIPRAS;49;;
CETONA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;43;;
CETONA;NUOVO CENTRO DESTRA - UDC;34;;
CETONA;VERDI EUROPEI-GREEN ITALIA;15;;
CETONA;SCELTA EUROPEA;5;;
CETONA;ITALIA DEI VALORI;5;;
CETONA;IO CAMBIO - MAIE;4;;
CHIANCIANO TERME;PARTITO DEMOCRATICO;2118;;
CHIANCIANO TERME;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;754;;
CHIANCIANO TERME;FORZA ITALIA;479;;
CHIANCIANO TERME;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;151;;
CHIANCIANO TERME;L'ALTRA EUROPA CON TSIPRAS;147;;
CHIANCIANO TERME;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;80;;
CHIANCIANO TERME;NUOVO CENTRO DESTRA - UDC;67;;
CHIANCIANO TERME;VERDI EUROPEI-GREEN ITALIA;40;;
CHIANCIANO TERME;SCELTA EUROPEA;17;;
CHIANCIANO TERME;ITALIA DEI VALORI;15;;
CHIANCIANO TERME;IO CAMBIO - MAIE;11;;
CHIUSDINO;PARTITO DEMOCRATICO;650;;
CHIUSDINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;126;;
CHIUSDINO;FORZA ITALIA;94;;
CHIUSDINO;L'ALTRA EUROPA CON TSIPRAS;46;;
CHIUSDINO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;24;;
CHIUSDINO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;21;;
CHIUSDINO;NUOVO CENTRO DESTRA - UDC;10;;
CHIUSDINO;VERDI EUROPEI-GREEN ITALIA;9;;
CHIUSDINO;ITALIA DEI VALORI;3;;
CHIUSDINO;SCELTA EUROPEA;2;;
CHIUSDINO;IO CAMBIO - MAIE;0;;
CHIUSI;PARTITO DEMOCRATICO;3079;;
