

Ente;Liste/Gruppi;Voti;
ABETONE;PARTITO DEMOCRATICO;174;;
ABETONE;FORZA ITALIA;83;;
ABETONE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;75;;
ABETONE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;26;;
ABETONE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;17;;
ABETONE;L'ALTRA EUROPA CON TSIPRAS;5;;
ABETONE;VERDI EUROPEI-GREEN ITALIA;2;;
ABETONE;NUOVO CENTRO DESTRA - UDC;2;;
ABETONE;IO CAMBIO - MAIE;1;;
ABETONE;ITALIA DEI VALORI;1;;
ABETONE;SCELTA EUROPEA;0;;
AGLIANA;PARTITO DEMOCRATICO;5100;;
AGLIANA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1561;;
AGLIANA;FORZA ITALIA;1028;;
AGLIANA;L'ALTRA EUROPA CON TSIPRAS;517;;
AGLIANA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;343;;
AGLIANA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;212;;
AGLIANA;NUOVO CENTRO DESTRA - UDC;162;;
AGLIANA;VERDI EUROPEI-GREEN ITALIA;60;;
AGLIANA;SCELTA EUROPEA;36;;
AGLIANA;ITALIA DEI VALORI;27;;
AGLIANA;IO CAMBIO - MAIE;25;;
BUGGIANO;PARTITO DEMOCRATICO;2465;;
BUGGIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;939;;
BUGGIANO;FORZA ITALIA;704;;
BUGGIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;221;;
BUGGIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;192;;
BUGGIANO;L'ALTRA EUROPA CON TSIPRAS;186;;
BUGGIANO;NUOVO CENTRO DESTRA - UDC;84;;
BUGGIANO;VERDI EUROPEI-GREEN ITALIA;45;;
BUGGIANO;ITALIA DEI VALORI;39;;
BUGGIANO;SCELTA EUROPEA;28;;
BUGGIANO;IO CAMBIO - MAIE;14;;
CHIESINA UZZANESE;PARTITO DEMOCRATICO;1190;;
CHIESINA UZZANESE;FORZA ITALIA;504;;
CHIESINA UZZANESE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;417;;
CHIESINA UZZANESE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;143;;
CHIESINA UZZANESE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;118;;
CHIESINA UZZANESE;NUOVO CENTRO DESTRA - UDC;74;;
CHIESINA UZZANESE;L'ALTRA EUROPA CON TSIPRAS;51;;
CHIESINA UZZANESE;ITALIA DEI VALORI;15;;
CHIESINA UZZANESE;VERDI EUROPEI-GREEN ITALIA;11;;
CHIESINA UZZANESE;SCELTA EUROPEA;8;;
CHIESINA UZZANESE;IO CAMBIO - MAIE;3;;
CUTIGLIANO;PARTITO DEMOCRATICO;536;;
CUTIGLIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;149;;
CUTIGLIANO;FORZA ITALIA;85;;
CUTIGLIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;52;;
CUTIGLIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;50;;
CUTIGLIANO;L'ALTRA EUROPA CON TSIPRAS;37;;
CUTIGLIANO;NUOVO CENTRO DESTRA - UDC;24;;
CUTIGLIANO;IO CAMBIO - MAIE;6;;
CUTIGLIANO;SCELTA EUROPEA;5;;
CUTIGLIANO;ITALIA DEI VALORI;5;;
CUTIGLIANO;VERDI EUROPEI-GREEN ITALIA;1;;
LAMPORECCHIO;PARTITO DEMOCRATICO;2609;;
LAMPORECCHIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;656;;
LAMPORECCHIO;FORZA ITALIA;388;;
LAMPORECCHIO;L'ALTRA EUROPA CON TSIPRAS;172;;
LAMPORECCHIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;70;;
LAMPORECCHIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;65;;
LAMPORECCHIO;NUOVO CENTRO DESTRA - UDC;56;;
LAMPORECCHIO;VERDI EUROPEI-GREEN ITALIA;28;;
LAMPORECCHIO;SCELTA EUROPEA;21;;
LAMPORECCHIO;ITALIA DEI VALORI;17;;
LAMPORECCHIO;IO CAMBIO - MAIE;8;;
LARCIANO;PARTITO DEMOCRATICO;2290;;
LARCIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;522;;
LARCIANO;FORZA ITALIA;408;;
LARCIANO;L'ALTRA EUROPA CON TSIPRAS;143;;
LARCIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;110;;
LARCIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;74;;
LARCIANO;NUOVO CENTRO DESTRA - UDC;53;;
LARCIANO;VERDI EUROPEI-GREEN ITALIA;31;;
LARCIANO;ITALIA DEI VALORI;25;;
LARCIANO;IO CAMBIO - MAIE;13;;
LARCIANO;SCELTA EUROPEA;10;;
MARLIANA;PARTITO DEMOCRATICO;815;;
MARLIANA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;273;;
MARLIANA;FORZA ITALIA;210;;
MARLIANA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;65;;
MARLIANA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;53;;
MARLIANA;L'ALTRA EUROPA CON TSIPRAS;51;;
MARLIANA;NUOVO CENTRO DESTRA - UDC;23;;
MARLIANA;VERDI EUROPEI-GREEN ITALIA;12;;
MARLIANA;ITALIA DEI VALORI;5;;
MARLIANA;SCELTA EUROPEA;3;;
MARLIANA;IO CAMBIO - MAIE;2;;
MASSA E COZZILE;PARTITO DEMOCRATICO;2213;;
MASSA E COZZILE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;806;;
MASSA E COZZILE;FORZA ITALIA;598;;
MASSA E COZZILE;L'ALTRA EUROPA CON TSIPRAS;171;;
MASSA E COZZILE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;170;;
MASSA E COZZILE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;157;;
MASSA E COZZILE;NUOVO CENTRO DESTRA - UDC;76;;
MASSA E COZZILE;VERDI EUROPEI-GREEN ITALIA;38;;
MASSA E COZZILE;SCELTA EUROPEA;34;;
MASSA E COZZILE;ITALIA DEI VALORI;30;;
MASSA E COZZILE;IO CAMBIO - MAIE;9;;
MONSUMMANO TERME;PARTITO DEMOCRATICO;5946;;
MONSUMMANO TERME;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1984;;
MONSUMMANO TERME;FORZA ITALIA;1824;;
MONSUMMANO TERME;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;365;;
MONSUMMANO TERME;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;344;;
MONSUMMANO TERME;L'ALTRA EUROPA CON TSIPRAS;253;;
MONSUMMANO TERME;NUOVO CENTRO DESTRA - UDC;180;;
MONSUMMANO TERME;ITALIA DEI VALORI;103;;
MONSUMMANO TERME;VERDI EUROPEI-GREEN ITALIA;91;;
MONSUMMANO TERME;SCELTA EUROPEA;44;;
MONSUMMANO TERME;IO CAMBIO - MAIE;12;;
MONTALE;PARTITO DEMOCRATICO;3633;;
MONTALE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;965;;
MONTALE;FORZA ITALIA;699;;
MONTALE;L'ALTRA EUROPA CON TSIPRAS;236;;
MONTALE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;195;;
MONTALE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;156;;
MONTALE;NUOVO CENTRO DESTRA - UDC;123;;
MONTALE;VERDI EUROPEI-GREEN ITALIA;38;;
MONTALE;SCELTA EUROPEA;33;;
MONTALE;ITALIA DEI VALORI;23;;
MONTALE;IO CAMBIO - MAIE;10;;
MONTECATINI-TERME;PARTITO DEMOCRATICO;4454;;
MONTECATINI-TERME;FORZA ITALIA;2266;;
MONTECATINI-TERME;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1676;;
MONTECATINI-TERME;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;489;;
MONTECATINI-TERME;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;486;;
MONTECATINI-TERME;L'ALTRA EUROPA CON TSIPRAS;319;;
MONTECATINI-TERME;NUOVO CENTRO DESTRA - UDC;252;;
MONTECATINI-TERME;VERDI EUROPEI-GREEN ITALIA;66;;
MONTECATINI-TERME;SCELTA EUROPEA;63;;
MONTECATINI-TERME;ITALIA DEI VALORI;39;;
MONTECATINI-TERME;IO CAMBIO - MAIE;12;;
PESCIA;PARTITO DEMOCRATICO;5047;;
PESCIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1753;;
PESCIA;FORZA ITALIA;1473;;
PESCIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;418;;
PESCIA;L'ALTRA EUROPA CON TSIPRAS;397;;
PESCIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;378;;
PESCIA;NUOVO CENTRO DESTRA - UDC;263;;
PESCIA;VERDI EUROPEI-GREEN ITALIA;82;;
PESCIA;ITALIA DEI VALORI;70;;
PESCIA;SCELTA EUROPEA;63;;
PESCIA;IO CAMBIO - MAIE;14;;
PIEVE A NIEVOLE;PARTITO DEMOCRATICO;2575;;
PIEVE A NIEVOLE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;869;;
PIEVE A NIEVOLE;FORZA ITALIA;756;;
PIEVE A NIEVOLE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;174;;
PIEVE A NIEVOLE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;124;;
PIEVE A NIEVOLE;L'ALTRA EUROPA CON TSIPRAS;112;;
PIEVE A NIEVOLE;NUOVO CENTRO DESTRA - UDC;95;;
PIEVE A NIEVOLE;VERDI EUROPEI-GREEN ITALIA;33;;
PIEVE A NIEVOLE;ITALIA DEI VALORI;21;;
PIEVE A NIEVOLE;SCELTA EUROPEA;18;;
PIEVE A NIEVOLE;IO CAMBIO - MAIE;12;;
PISTOIA;PARTITO DEMOCRATICO;25991;;
PISTOIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;6571;;
PISTOIA;FORZA ITALIA;4631;;
PISTOIA;L'ALTRA EUROPA CON TSIPRAS;2392;;
PISTOIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1177;;
PISTOIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1103;;
PISTOIA;NUOVO CENTRO DESTRA - UDC;881;;
PISTOIA;VERDI EUROPEI-GREEN ITALIA;356;;
PISTOIA;SCELTA EUROPEA;205;;
PISTOIA;ITALIA DEI VALORI;158;;
PISTOIA;IO CAMBIO - MAIE;53;;
PITEGLIO;PARTITO DEMOCRATICO;543;;
PITEGLIO;FORZA ITALIA;165;;
PITEGLIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;140;;
PITEGLIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;48;;
PITEGLIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;46;;
PITEGLIO;L'ALTRA EUROPA CON TSIPRAS;44;;
PITEGLIO;NUOVO CENTRO DESTRA - UDC;30;;
PITEGLIO;VERDI EUROPEI-GREEN ITALIA;13;;
PITEGLIO;SCELTA EUROPEA;6;;
PITEGLIO;ITALIA DEI VALORI;6;;
PITEGLIO;IO CAMBIO - MAIE;1;;
PONTE BUGGIANESE;PARTITO DEMOCRATICO;2342;;
PONTE BUGGIANESE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;719;;
PONTE BUGGIANESE;FORZA ITALIA;631;;
PONTE BUGGIANESE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;146;;
PONTE BUGGIANESE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;106;;
PONTE BUGGIANESE;L'ALTRA EUROPA CON TSIPRAS;68;;
PONTE BUGGIANESE;NUOVO CENTRO DESTRA - UDC;62;;
PONTE BUGGIANESE;VERDI EUROPEI-GREEN ITALIA;21;;
PONTE BUGGIANESE;ITALIA DEI VALORI;18;;
PONTE BUGGIANESE;SCELTA EUROPEA;9;;
PONTE BUGGIANESE;IO CAMBIO - MAIE;9;;
QUARRATA;PARTITO DEMOCRATICO;6642;;
QUARRATA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1964;;
QUARRATA;FORZA ITALIA;1532;;
QUARRATA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;362;;
QUARRATA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;330;;
QUARRATA;L'ALTRA EUROPA CON TSIPRAS;288;;
QUARRATA;NUOVO CENTRO DESTRA - UDC;225;;
QUARRATA;VERDI EUROPEI-GREEN ITALIA;78;;
QUARRATA;SCELTA EUROPEA;45;;
QUARRATA;ITALIA DEI VALORI;41;;
QUARRATA;IO CAMBIO - MAIE;25;;
SAMBUCA PISTOIESE;PARTITO DEMOCRATICO;418;;
SAMBUCA PISTOIESE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;163;;
SAMBUCA PISTOIESE;FORZA ITALIA;134;;
SAMBUCA PISTOIESE;L'ALTRA EUROPA CON TSIPRAS;49;;
SAMBUCA PISTOIESE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;42;;
SAMBUCA PISTOIESE;NUOVO CENTRO DESTRA - UDC;23;;
SAMBUCA PISTOIESE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;19;;
SAMBUCA PISTOIESE;ITALIA DEI VALORI;9;;
SAMBUCA PISTOIESE;VERDI EUROPEI-GREEN ITALIA;8;;
SAMBUCA PISTOIESE;SCELTA EUROPEA;2;;
SAMBUCA PISTOIESE;IO CAMBIO - MAIE;1;;
SAN MARCELLO PISTOIESE;PARTITO DEMOCRATICO;2039;;
SAN MARCELLO PISTOIESE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;636;;
SAN MARCELLO PISTOIESE;FORZA ITALIA;332;;
SAN MARCELLO PISTOIESE;L'ALTRA EUROPA CON TSIPRAS;140;;
SAN MARCELLO PISTOIESE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;105;;
SAN MARCELLO PISTOIESE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;89;;
SAN MARCELLO PISTOIESE;NUOVO CENTRO DESTRA - UDC;77;;
SAN MARCELLO PISTOIESE;VERDI EUROPEI-GREEN ITALIA;19;;
