

Ente;Liste/Gruppi;Voti;
AGAZZANO;PARTITO DEMOCRATICO;327;;
AGAZZANO;FORZA ITALIA;209;;
AGAZZANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;169;;
AGAZZANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;86;;
AGAZZANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;46;;
AGAZZANO;L'ALTRA EUROPA CON TSIPRAS;21;;
AGAZZANO;NUOVO CENTRO DESTRA - UDC;17;;
AGAZZANO;SCELTA EUROPEA;9;;
AGAZZANO;VERDI EUROPEI-GREEN ITALIA;6;;
AGAZZANO;ITALIA DEI VALORI;5;;
AGAZZANO;IO CAMBIO - MAIE;4;;
AGAZZANO;SVP;2;;
ALSENO;PARTITO DEMOCRATICO;1061;;
ALSENO;FORZA ITALIA;585;;
ALSENO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;514;;
ALSENO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;332;;
ALSENO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;121;;
ALSENO;NUOVO CENTRO DESTRA - UDC;71;;
ALSENO;L'ALTRA EUROPA CON TSIPRAS;48;;
ALSENO;VERDI EUROPEI-GREEN ITALIA;26;;
ALSENO;ITALIA DEI VALORI;12;;
ALSENO;SCELTA EUROPEA;10;;
ALSENO;IO CAMBIO - MAIE;10;;
ALSENO;SVP;5;;
BESENZONE;PARTITO DEMOCRATICO;153;;
BESENZONE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;130;;
BESENZONE;FORZA ITALIA;108;;
BESENZONE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;85;;
BESENZONE;NUOVO CENTRO DESTRA - UDC;22;;
BESENZONE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;17;;
BESENZONE;L'ALTRA EUROPA CON TSIPRAS;11;;
BESENZONE;VERDI EUROPEI-GREEN ITALIA;7;;
BESENZONE;ITALIA DEI VALORI;4;;
BESENZONE;SCELTA EUROPEA;3;;
BESENZONE;IO CAMBIO - MAIE;1;;
BESENZONE;SVP;0;;
BETTOLA;PARTITO DEMOCRATICO;406;;
BETTOLA;FORZA ITALIA;295;;
BETTOLA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;228;;
BETTOLA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;131;;
BETTOLA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;69;;
BETTOLA;L'ALTRA EUROPA CON TSIPRAS;33;;
BETTOLA;NUOVO CENTRO DESTRA - UDC;25;;
BETTOLA;ITALIA DEI VALORI;10;;
BETTOLA;VERDI EUROPEI-GREEN ITALIA;8;;
BETTOLA;SCELTA EUROPEA;3;;
BETTOLA;IO CAMBIO - MAIE;3;;
BETTOLA;SVP;1;;
BOBBIO;PARTITO DEMOCRATICO;914;;
BOBBIO;FORZA ITALIA;464;;
BOBBIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;313;;
BOBBIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;269;;
BOBBIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;100;;
BOBBIO;L'ALTRA EUROPA CON TSIPRAS;96;;
BOBBIO;NUOVO CENTRO DESTRA - UDC;58;;
BOBBIO;ITALIA DEI VALORI;20;;
BOBBIO;VERDI EUROPEI-GREEN ITALIA;12;;
BOBBIO;IO CAMBIO - MAIE;11;;
BOBBIO;SVP;6;;
BOBBIO;SCELTA EUROPEA;2;;
BORGONOVO VAL TIDONE;PARTITO DEMOCRATICO;1314;;
BORGONOVO VAL TIDONE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;582;;
BORGONOVO VAL TIDONE;FORZA ITALIA;580;;
BORGONOVO VAL TIDONE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;381;;
BORGONOVO VAL TIDONE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;172;;
BORGONOVO VAL TIDONE;NUOVO CENTRO DESTRA - UDC;77;;
BORGONOVO VAL TIDONE;L'ALTRA EUROPA CON TSIPRAS;69;;
BORGONOVO VAL TIDONE;SCELTA EUROPEA;22;;
BORGONOVO VAL TIDONE;VERDI EUROPEI-GREEN ITALIA;14;;
BORGONOVO VAL TIDONE;IO CAMBIO - MAIE;12;;
BORGONOVO VAL TIDONE;ITALIA DEI VALORI;11;;
BORGONOVO VAL TIDONE;SVP;6;;
CADEO;PARTITO DEMOCRATICO;981;;
CADEO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;605;;
CADEO;FORZA ITALIA;462;;
CADEO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;309;;
CADEO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;88;;
CADEO;NUOVO CENTRO DESTRA - UDC;58;;
CADEO;L'ALTRA EUROPA CON TSIPRAS;51;;
CADEO;VERDI EUROPEI-GREEN ITALIA;23;;
CADEO;SCELTA EUROPEA;11;;
CADEO;ITALIA DEI VALORI;11;;
CADEO;SVP;2;;
CADEO;IO CAMBIO - MAIE;2;;
CALENDASCO;PARTITO DEMOCRATICO;535;;
CALENDASCO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;291;;
CALENDASCO;FORZA ITALIA;267;;
CALENDASCO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;177;;
CALENDASCO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;56;;
CALENDASCO;L'ALTRA EUROPA CON TSIPRAS;33;;
CALENDASCO;NUOVO CENTRO DESTRA - UDC;20;;
CALENDASCO;VERDI EUROPEI-GREEN ITALIA;17;;
CALENDASCO;ITALIA DEI VALORI;8;;
CALENDASCO;SVP;4;;
CALENDASCO;SCELTA EUROPEA;4;;
CALENDASCO;IO CAMBIO - MAIE;3;;
CAMINATA;PARTITO DEMOCRATICO;72;;
CAMINATA;FORZA ITALIA;48;;
