

Ente;Liste/Gruppi;Voti;
BELLARIA-IGEA MARINA;PARTITO DEMOCRATICO;3738;;
BELLARIA-IGEA MARINA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2411;;
BELLARIA-IGEA MARINA;FORZA ITALIA;2368;;
BELLARIA-IGEA MARINA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;436;;
BELLARIA-IGEA MARINA;NUOVO CENTRO DESTRA - UDC;415;;
BELLARIA-IGEA MARINA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;338;;
BELLARIA-IGEA MARINA;L'ALTRA EUROPA CON TSIPRAS;301;;
BELLARIA-IGEA MARINA;VERDI EUROPEI-GREEN ITALIA;103;;
BELLARIA-IGEA MARINA;SCELTA EUROPEA;89;;
BELLARIA-IGEA MARINA;ITALIA DEI VALORI;34;;
BELLARIA-IGEA MARINA;IO CAMBIO - MAIE;20;;
BELLARIA-IGEA MARINA;SVP;8;;
CASTELDELCI;PARTITO DEMOCRATICO;143;;
CASTELDELCI;FORZA ITALIA;44;;
CASTELDELCI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;36;;
CASTELDELCI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;24;;
CASTELDELCI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;18;;
CASTELDELCI;L'ALTRA EUROPA CON TSIPRAS;9;;
CASTELDELCI;ITALIA DEI VALORI;3;;
CASTELDELCI;SCELTA EUROPEA;2;;
CASTELDELCI;NUOVO CENTRO DESTRA - UDC;2;;
CASTELDELCI;IO CAMBIO - MAIE;1;;
CASTELDELCI;VERDI EUROPEI-GREEN ITALIA;1;;
CASTELDELCI;SVP;0;;
CATTOLICA;PARTITO DEMOCRATICO;4104;;
CATTOLICA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2135;;
CATTOLICA;FORZA ITALIA;929;;
CATTOLICA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;266;;
CATTOLICA;L'ALTRA EUROPA CON TSIPRAS;208;;
CATTOLICA;NUOVO CENTRO DESTRA - UDC;196;;
CATTOLICA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;190;;
CATTOLICA;VERDI EUROPEI-GREEN ITALIA;60;;
CATTOLICA;SCELTA EUROPEA;34;;
CATTOLICA;ITALIA DEI VALORI;28;;
CATTOLICA;SVP;5;;
CATTOLICA;IO CAMBIO - MAIE;4;;
CORIANO;PARTITO DEMOCRATICO;2801;;
CORIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1440;;
CORIANO;FORZA ITALIA;714;;
CORIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;251;;
CORIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;156;;
