

Ente;Liste/Gruppi;Voti;
DUINO AURISINA;PARTITO DEMOCRATICO;1653;;
DUINO AURISINA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;772;;
DUINO AURISINA;FORZA ITALIA;539;;
DUINO AURISINA;L'ALTRA EUROPA CON TSIPRAS;222;;
DUINO AURISINA;SVP;220;;
DUINO AURISINA;NUOVO CENTRO DESTRA - UDC;212;;
DUINO AURISINA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;145;;
DUINO AURISINA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;144;;
DUINO AURISINA;VERDI EUROPEI-GREEN ITALIA;60;;
DUINO AURISINA;SCELTA EUROPEA;24;;
DUINO AURISINA;ITALIA DEI VALORI;11;;
DUINO AURISINA;IO CAMBIO - MAIE;2;;
MONRUPINO;PARTITO DEMOCRATICO;221;;
MONRUPINO;SVP;97;;
MONRUPINO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;82;;
MONRUPINO;FORZA ITALIA;33;;
MONRUPINO;NUOVO CENTRO DESTRA - UDC;22;;
MONRUPINO;L'ALTRA EUROPA CON TSIPRAS;19;;
MONRUPINO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;14;;
MONRUPINO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;11;;
MONRUPINO;SCELTA EUROPEA;7;;
MONRUPINO;VERDI EUROPEI-GREEN ITALIA;5;;
MONRUPINO;IO CAMBIO - MAIE;1;;
MONRUPINO;ITALIA DEI VALORI;1;;
MUGGIA;PARTITO DEMOCRATICO;2272;;
MUGGIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1317;;
MUGGIA;FORZA ITALIA;820;;
MUGGIA;NUOVO CENTRO DESTRA - UDC;670;;
MUGGIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;306;;
MUGGIA;L'ALTRA EUROPA CON TSIPRAS;299;;
MUGGIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;194;;
MUGGIA;VERDI EUROPEI-GREEN ITALIA;71;;
MUGGIA;SVP;29;;
MUGGIA;SCELTA EUROPEA;22;;
MUGGIA;ITALIA DEI VALORI;18;;
MUGGIA;IO CAMBIO - MAIE;9;;
SAN DORLIGO DELLA VALLE;PARTITO DEMOCRATICO;1365;;
SAN DORLIGO DELLA VALLE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;611;;
SAN DORLIGO DELLA VALLE;FORZA ITALIA;249;;
SAN DORLIGO DELLA VALLE;SVP;196;;
SAN DORLIGO DELLA VALLE;L'ALTRA EUROPA CON TSIPRAS;189;;
SAN DORLIGO DELLA VALLE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;125;;
SAN DORLIGO DELLA VALLE;NUOVO CENTRO DESTRA - UDC;118;;
SAN DORLIGO DELLA VALLE;VERDI EUROPEI-GREEN ITALIA;72;;
SAN DORLIGO DELLA VALLE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;51;;
SAN DORLIGO DELLA VALLE;ITALIA DEI VALORI;22;;
SAN DORLIGO DELLA VALLE;SCELTA EUROPEA;20;;
SAN DORLIGO DELLA VALLE;IO CAMBIO - MAIE;2;;
SGONICO;PARTITO DEMOCRATICO;624;;
SGONICO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;207;;
SGONICO;FORZA ITALIA;118;;
SGONICO;L'ALTRA EUROPA CON TSIPRAS;100;;
SGONICO;SVP;80;;
SGONICO;NUOVO CENTRO DESTRA - UDC;32;;
SGONICO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;30;;
SGONICO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;22;;
SGONICO;VERDI EUROPEI-GREEN ITALIA;21;;
SGONICO;SCELTA EUROPEA;4;;
SGONICO;ITALIA DEI VALORI;4;;
SGONICO;IO CAMBIO - MAIE;3;;
TRIESTE;PARTITO DEMOCRATICO;32308;;
TRIESTE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;16594;;
TRIESTE;FORZA ITALIA;12429;;
TRIESTE;NUOVO CENTRO DESTRA - UDC;6514;;
TRIESTE;L'ALTRA EUROPA CON TSIPRAS;4944;;
TRIESTE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;4038;;
TRIESTE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;3229;;
TRIESTE;VERDI EUROPEI-GREEN ITALIA;1190;;
TRIESTE;SVP;750;;
TRIESTE;SCELTA EUROPEA;544;;
TRIESTE;ITALIA DEI VALORI;369;;
TRIESTE;IO CAMBIO - MAIE;86;;
