

Ente;Liste/Gruppi;Voti;
ACCIANO;PARTITO DEMOCRATICO;83;;
ACCIANO;FORZA ITALIA;46;;
ACCIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;21;;
ACCIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;9;;
ACCIANO;NUOVO CENTRO DESTRA - UDC;7;;
ACCIANO;ITALIA DEI VALORI;4;;
ACCIANO;L'ALTRA EUROPA CON TSIPRAS;4;;
ACCIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2;;
ACCIANO;SCELTA EUROPEA;0;;
ACCIANO;IO CAMBIO - MAIE;0;;
ACCIANO;VERDI EUROPEI-GREEN ITALIA;0;;
AIELLI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;193;;
AIELLI;PARTITO DEMOCRATICO;185;;
AIELLI;NUOVO CENTRO DESTRA - UDC;171;;
AIELLI;FORZA ITALIA;58;;
AIELLI;L'ALTRA EUROPA CON TSIPRAS;48;;
AIELLI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;14;;
AIELLI;ITALIA DEI VALORI;6;;
AIELLI;SCELTA EUROPEA;5;;
AIELLI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;5;;
AIELLI;VERDI EUROPEI-GREEN ITALIA;1;;
AIELLI;IO CAMBIO - MAIE;0;;
ALFEDENA;PARTITO DEMOCRATICO;146;;
ALFEDENA;FORZA ITALIA;122;;
ALFEDENA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;92;;
ALFEDENA;ITALIA DEI VALORI;29;;
ALFEDENA;L'ALTRA EUROPA CON TSIPRAS;16;;
ALFEDENA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;11;;
ALFEDENA;NUOVO CENTRO DESTRA - UDC;6;;
ALFEDENA;VERDI EUROPEI-GREEN ITALIA;4;;
ALFEDENA;IO CAMBIO - MAIE;3;;
ALFEDENA;SCELTA EUROPEA;2;;
ALFEDENA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
ANVERSA DEGLI ABRUZZI;FORZA ITALIA;81;;
ANVERSA DEGLI ABRUZZI;PARTITO DEMOCRATICO;31;;
ANVERSA DEGLI ABRUZZI;NUOVO CENTRO DESTRA - UDC;26;;
ANVERSA DEGLI ABRUZZI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;23;;
ANVERSA DEGLI ABRUZZI;L'ALTRA EUROPA CON TSIPRAS;12;;
ANVERSA DEGLI ABRUZZI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;3;;
ANVERSA DEGLI ABRUZZI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
ANVERSA DEGLI ABRUZZI;ITALIA DEI VALORI;1;;
ANVERSA DEGLI ABRUZZI;IO CAMBIO - MAIE;0;;
ANVERSA DEGLI ABRUZZI;VERDI EUROPEI-GREEN ITALIA;0;;
ANVERSA DEGLI ABRUZZI;SCELTA EUROPEA;0;;
ATELETA;FORZA ITALIA;215;;
ATELETA;PARTITO DEMOCRATICO;140;;
ATELETA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;91;;
ATELETA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;30;;
ATELETA;ITALIA DEI VALORI;27;;
ATELETA;NUOVO CENTRO DESTRA - UDC;16;;
ATELETA;L'ALTRA EUROPA CON TSIPRAS;8;;
ATELETA;SCELTA EUROPEA;5;;
ATELETA;IO CAMBIO - MAIE;4;;
ATELETA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;3;;
ATELETA;VERDI EUROPEI-GREEN ITALIA;0;;
AVEZZANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;6493;;
AVEZZANO;PARTITO DEMOCRATICO;5134;;
AVEZZANO;FORZA ITALIA;3265;;
