

Ente;Liste/Gruppi;Voti;
ADRIA;PARTITO DEMOCRATICO;4195;;
ADRIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2066;;
ADRIA;FORZA ITALIA;1395;;
ADRIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;826;;
ADRIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;406;;
ADRIA;NUOVO CENTRO DESTRA - UDC;323;;
ADRIA;L'ALTRA EUROPA CON TSIPRAS;301;;
ADRIA;VERDI EUROPEI-GREEN ITALIA;87;;
ADRIA;ITALIA DEI VALORI;39;;
ADRIA;SCELTA EUROPEA;37;;
ADRIA;SVP;15;;
ADRIA;IO CAMBIO - MAIE;12;;
ARIANO NEL POLESINE;PARTITO DEMOCRATICO;986;;
ARIANO NEL POLESINE;FORZA ITALIA;511;;
ARIANO NEL POLESINE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;508;;
ARIANO NEL POLESINE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;300;;
ARIANO NEL POLESINE;NUOVO CENTRO DESTRA - UDC;95;;
ARIANO NEL POLESINE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;84;;
ARIANO NEL POLESINE;L'ALTRA EUROPA CON TSIPRAS;65;;
ARIANO NEL POLESINE;VERDI EUROPEI-GREEN ITALIA;30;;
ARIANO NEL POLESINE;SCELTA EUROPEA;20;;
ARIANO NEL POLESINE;ITALIA DEI VALORI;11;;
ARIANO NEL POLESINE;IO CAMBIO - MAIE;9;;
ARIANO NEL POLESINE;SVP;0;;
ARQUA' POLESINE;PARTITO DEMOCRATICO;694;;
ARQUA' POLESINE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;335;;
ARQUA' POLESINE;FORZA ITALIA;224;;
ARQUA' POLESINE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;195;;
ARQUA' POLESINE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;55;;
ARQUA' POLESINE;NUOVO CENTRO DESTRA - UDC;51;;
ARQUA' POLESINE;L'ALTRA EUROPA CON TSIPRAS;37;;
ARQUA' POLESINE;VERDI EUROPEI-GREEN ITALIA;21;;
ARQUA' POLESINE;SCELTA EUROPEA;10;;
ARQUA' POLESINE;ITALIA DEI VALORI;8;;
ARQUA' POLESINE;IO CAMBIO - MAIE;5;;
ARQUA' POLESINE;SVP;4;;
BADIA POLESINE;PARTITO DEMOCRATICO;1746;;
