

Ente;Numero elettori;Numero votanti;Schede bianche;Schede non valide
ACQUALAGNA ;3567;2650;88;189;
APECCHIO ;1578;1298;63;86;
AUDITORE ;1256;792;1;11;
BARCHI ;834;516;17;31;
BELFORTE ALL'ISAURO ;568;480;21;32;
BORGO PACE ;620;384;31;45;
CAGLI ;7523;5440;182;354;
CANTIANO ;2003;1632;47;97;
CARPEGNA ;1283;1089;40;64;
CARTOCETO ;6263;4828;147;288;
FANO ;51210;37552;860;1798;
FERMIGNANO ;6280;4171;39;145;
FOSSOMBRONE ;7622;4920;53;187;
FRATTE ROSA ;824;609;43;68;
FRONTINO ;250;149;2;5;
FRONTONE ;1154;822;34;53;
GABICCE MARE ;4532;3269;52;126;
GRADARA ;3812;2386;18;63;
ISOLA DEL PIANO ;464;286;2;6;
LUNANO ;1005;868;34;58;
MACERATA FELTRIA ;1645;1390;55;80;
MERCATELLO SUL METAURO ;1339;989;56;108;
MERCATINO CONCA ;954;583;6;23;
MOMBAROCCIO ;1776;1230;45;74;
MONDAVIO ;3265;2076;19;64;
MONDOLFO ;9380;5803;69;216;
MONTECALVO IN FOGLIA ;2050;1593;25;63;
MONTE CERIGNONE ;593;496;13;29;
MONTECICCARDO ;1288;998;17;56;
MONTECOPIOLO ;1027;835;36;49;
MONTEFELCINO ;2309;1789;50;116;
MONTE GRIMANO TERME ;1173;784;18;33;
MONTELABBATE ;4997;3580;40;123;
MONTEMAGGIORE AL METAURO ;2258;1838;102;163;
MONTE PORZIO ;2235;1637;61;95;
ORCIANO DI PESARO ;1794;1035;16;43;
PEGLIO ;613;435;11;24;
PERGOLA ;5345;4157;196;331;
PESARO ;75560;55090;698;1854;
PETRIANO ;1999;1584;55;102;
PIAGGE ;818;699;35;48;
PIANDIMELETO ;1598;1278;35;80;
PIETRARUBBIA ;535;414;11;22;
PIOBBICO ;1559;1367;74;114;
SALTARA ;5103;3880;130;236;
SAN COSTANZO ;3920;2977;91;152;
SAN GIORGIO DI PESARO ;1209;829;41;71;
SAN LORENZO IN CAMPO ;2860;2169;111;194;
SANT'ANGELO IN VADO ;3480;2572;190;246;
SANT'IPPOLITO ;1220;1029;44;74;
SASSOCORVARO ;2684;2251;63;134;
SASSOFELTRIO ;1357;742;7;26;
SERRA SANT'ABBONDIO ;934;739;31;52;
SERRUNGARINA ;2045;1428;33;87;
TAVOLETO ;710;561;11;28;
TAVULLIA ;5858;4253;72;160;
URBANIA ;5382;4127;132;239;
URBINO ;12157;9561;208;386;
VALLEFOGLIA ;10800;8102;130;306;
