

Ente;Liste/Gruppi;Voti;
ACQUEDOLCI;FORZA ITALIA;912;;
ACQUEDOLCI;PARTITO DEMOCRATICO;524;;
ACQUEDOLCI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;331;;
ACQUEDOLCI;NUOVO CENTRO DESTRA - UDC;325;;
ACQUEDOLCI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;62;;
ACQUEDOLCI;L'ALTRA EUROPA CON TSIPRAS;49;;
ACQUEDOLCI;SCELTA EUROPEA;30;;
ACQUEDOLCI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;8;;
ACQUEDOLCI;VERDI EUROPEI-GREEN ITALIA;6;;
ACQUEDOLCI;ITALIA DEI VALORI;5;;
ACQUEDOLCI;IO CAMBIO - MAIE;4;;
ALCARA LI FUSI;PARTITO DEMOCRATICO;261;;
ALCARA LI FUSI;NUOVO CENTRO DESTRA - UDC;111;;
ALCARA LI FUSI;FORZA ITALIA;108;;
ALCARA LI FUSI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;58;;
ALCARA LI FUSI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;53;;
ALCARA LI FUSI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;3;;
ALCARA LI FUSI;ITALIA DEI VALORI;2;;
ALCARA LI FUSI;L'ALTRA EUROPA CON TSIPRAS;1;;
ALCARA LI FUSI;SCELTA EUROPEA;1;;
ALCARA LI FUSI;VERDI EUROPEI-GREEN ITALIA;0;;
ALCARA LI FUSI;IO CAMBIO - MAIE;0;;
ALI';FORZA ITALIA;110;;
ALI';MOVIMENTO 5 STELLE BEPPEGRILLO.IT;53;;
ALI';PARTITO DEMOCRATICO;43;;
ALI';NUOVO CENTRO DESTRA - UDC;23;;
ALI';FRATELLI D'ITALIA - ALLEANZA NAZIONALE;20;;
ALI';SCELTA EUROPEA;10;;
ALI';L'ALTRA EUROPA CON TSIPRAS;1;;
ALI';ITALIA DEI VALORI;1;;
ALI';IO CAMBIO - MAIE;0;;
ALI';VERDI EUROPEI-GREEN ITALIA;0;;
ALI';LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;0;;
ALI' TERME;PARTITO DEMOCRATICO;333;;
ALI' TERME;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;181;;
ALI' TERME;FORZA ITALIA;143;;
ALI' TERME;NUOVO CENTRO DESTRA - UDC;65;;
ALI' TERME;SCELTA EUROPEA;35;;
ALI' TERME;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;34;;
ALI' TERME;L'ALTRA EUROPA CON TSIPRAS;21;;
ALI' TERME;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;7;;
ALI' TERME;VERDI EUROPEI-GREEN ITALIA;3;;
ALI' TERME;ITALIA DEI VALORI;2;;
ALI' TERME;IO CAMBIO - MAIE;0;;
ANTILLO;FORZA ITALIA;200;;
