

Ente;Liste/Gruppi;Voti;
ABBADIA CERRETO;PARTITO DEMOCRATICO;63;;
ABBADIA CERRETO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;47;;
ABBADIA CERRETO;FORZA ITALIA;30;;
ABBADIA CERRETO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;19;;
ABBADIA CERRETO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;13;;
ABBADIA CERRETO;L'ALTRA EUROPA CON TSIPRAS;3;;
ABBADIA CERRETO;IO CAMBIO - MAIE;1;;
ABBADIA CERRETO;ITALIA DEI VALORI;1;;
ABBADIA CERRETO;NUOVO CENTRO DESTRA - UDC;1;;
ABBADIA CERRETO;VERDI EUROPEI-GREEN ITALIA;0;;
ABBADIA CERRETO;SCELTA EUROPEA;0;;
BERTONICO;PARTITO DEMOCRATICO;338;;
BERTONICO;FORZA ITALIA;98;;
BERTONICO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;88;;
BERTONICO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;81;;
BERTONICO;NUOVO CENTRO DESTRA - UDC;20;;
BERTONICO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;14;;
BERTONICO;L'ALTRA EUROPA CON TSIPRAS;8;;
BERTONICO;ITALIA DEI VALORI;5;;
BERTONICO;VERDI EUROPEI-GREEN ITALIA;2;;
BERTONICO;SCELTA EUROPEA;2;;
BERTONICO;IO CAMBIO - MAIE;1;;
BOFFALORA D'ADDA;PARTITO DEMOCRATICO;356;;
BOFFALORA D'ADDA;FORZA ITALIA;179;;
BOFFALORA D'ADDA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;166;;
BOFFALORA D'ADDA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;122;;
BOFFALORA D'ADDA;L'ALTRA EUROPA CON TSIPRAS;34;;
BOFFALORA D'ADDA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;22;;
BOFFALORA D'ADDA;NUOVO CENTRO DESTRA - UDC;21;;
BOFFALORA D'ADDA;VERDI EUROPEI-GREEN ITALIA;9;;
BOFFALORA D'ADDA;ITALIA DEI VALORI;8;;
BOFFALORA D'ADDA;IO CAMBIO - MAIE;4;;
BOFFALORA D'ADDA;SCELTA EUROPEA;0;;
BORGHETTO LODIGIANO;PARTITO DEMOCRATICO;759;;
BORGHETTO LODIGIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;614;;
BORGHETTO LODIGIANO;FORZA ITALIA;450;;
BORGHETTO LODIGIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;316;;
BORGHETTO LODIGIANO;L'ALTRA EUROPA CON TSIPRAS;95;;
BORGHETTO LODIGIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;62;;
BORGHETTO LODIGIANO;NUOVO CENTRO DESTRA - UDC;51;;
BORGHETTO LODIGIANO;VERDI EUROPEI-GREEN ITALIA;23;;
BORGHETTO LODIGIANO;ITALIA DEI VALORI;13;;
BORGHETTO LODIGIANO;SCELTA EUROPEA;5;;
BORGHETTO LODIGIANO;IO CAMBIO - MAIE;1;;
BORGO SAN GIOVANNI;PARTITO DEMOCRATICO;323;;
BORGO SAN GIOVANNI;FORZA ITALIA;217;;
BORGO SAN GIOVANNI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;179;;
BORGO SAN GIOVANNI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;120;;
BORGO SAN GIOVANNI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;46;;
BORGO SAN GIOVANNI;L'ALTRA EUROPA CON TSIPRAS;35;;
BORGO SAN GIOVANNI;NUOVO CENTRO DESTRA - UDC;12;;
BORGO SAN GIOVANNI;ITALIA DEI VALORI;10;;
BORGO SAN GIOVANNI;SCELTA EUROPEA;7;;
BORGO SAN GIOVANNI;VERDI EUROPEI-GREEN ITALIA;4;;
BORGO SAN GIOVANNI;IO CAMBIO - MAIE;3;;
BREMBIO;PARTITO DEMOCRATICO;665;;
BREMBIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;217;;
BREMBIO;FORZA ITALIA;203;;
BREMBIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;141;;
BREMBIO;L'ALTRA EUROPA CON TSIPRAS;60;;
BREMBIO;NUOVO CENTRO DESTRA - UDC;47;;
BREMBIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;40;;
BREMBIO;VERDI EUROPEI-GREEN ITALIA;14;;
BREMBIO;IO CAMBIO - MAIE;5;;
BREMBIO;ITALIA DEI VALORI;5;;
BREMBIO;SCELTA EUROPEA;5;;
CAMAIRAGO;PARTITO DEMOCRATICO;114;;
CAMAIRAGO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;87;;
CAMAIRAGO;FORZA ITALIA;79;;
CAMAIRAGO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;66;;
CAMAIRAGO;L'ALTRA EUROPA CON TSIPRAS;11;;
CAMAIRAGO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;7;;
CAMAIRAGO;NUOVO CENTRO DESTRA - UDC;5;;
CAMAIRAGO;VERDI EUROPEI-GREEN ITALIA;3;;
CAMAIRAGO;SCELTA EUROPEA;2;;
CAMAIRAGO;ITALIA DEI VALORI;1;;
CAMAIRAGO;IO CAMBIO - MAIE;0;;
CASALETTO LODIGIANO;PARTITO DEMOCRATICO;529;;
CASALETTO LODIGIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;340;;
CASALETTO LODIGIANO;FORZA ITALIA;300;;
CASALETTO LODIGIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;181;;
CASALETTO LODIGIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;37;;
CASALETTO LODIGIANO;NUOVO CENTRO DESTRA - UDC;31;;
CASALETTO LODIGIANO;L'ALTRA EUROPA CON TSIPRAS;28;;
CASALETTO LODIGIANO;VERDI EUROPEI-GREEN ITALIA;24;;
CASALETTO LODIGIANO;ITALIA DEI VALORI;13;;
CASALETTO LODIGIANO;SCELTA EUROPEA;8;;
CASALETTO LODIGIANO;IO CAMBIO - MAIE;6;;
CASALMAIOCCO;PARTITO DEMOCRATICO;646;;
CASALMAIOCCO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;347;;
CASALMAIOCCO;FORZA ITALIA;265;;
CASALMAIOCCO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;187;;
CASALMAIOCCO;NUOVO CENTRO DESTRA - UDC;65;;
CASALMAIOCCO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;60;;
CASALMAIOCCO;L'ALTRA EUROPA CON TSIPRAS;54;;
CASALMAIOCCO;VERDI EUROPEI-GREEN ITALIA;23;;
CASALMAIOCCO;ITALIA DEI VALORI;20;;
CASALMAIOCCO;SCELTA EUROPEA;9;;
CASALMAIOCCO;IO CAMBIO - MAIE;3;;
CASALPUSTERLENGO;PARTITO DEMOCRATICO;3360;;
CASALPUSTERLENGO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1226;;
CASALPUSTERLENGO;FORZA ITALIA;1156;;
CASALPUSTERLENGO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1154;;
CASALPUSTERLENGO;NUOVO CENTRO DESTRA - UDC;268;;
CASALPUSTERLENGO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;240;;
CASALPUSTERLENGO;L'ALTRA EUROPA CON TSIPRAS;238;;
CASALPUSTERLENGO;VERDI EUROPEI-GREEN ITALIA;74;;
CASALPUSTERLENGO;ITALIA DEI VALORI;69;;
CASALPUSTERLENGO;SCELTA EUROPEA;58;;
CASALPUSTERLENGO;IO CAMBIO - MAIE;17;;
CASELLE LANDI;PARTITO DEMOCRATICO;294;;
CASELLE LANDI;FORZA ITALIA;188;;
CASELLE LANDI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;168;;
CASELLE LANDI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;145;;
CASELLE LANDI;NUOVO CENTRO DESTRA - UDC;40;;
CASELLE LANDI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;34;;
CASELLE LANDI;ITALIA DEI VALORI;12;;
CASELLE LANDI;L'ALTRA EUROPA CON TSIPRAS;6;;
CASELLE LANDI;VERDI EUROPEI-GREEN ITALIA;5;;
CASELLE LANDI;SCELTA EUROPEA;3;;
CASELLE LANDI;IO CAMBIO - MAIE;1;;
CASELLE LURANI;PARTITO DEMOCRATICO;469;;
CASELLE LURANI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;331;;
CASELLE LURANI;FORZA ITALIA;276;;
CASELLE LURANI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;195;;
CASELLE LURANI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;40;;
CASELLE LURANI;L'ALTRA EUROPA CON TSIPRAS;28;;
CASELLE LURANI;NUOVO CENTRO DESTRA - UDC;19;;
CASELLE LURANI;ITALIA DEI VALORI;14;;
CASELLE LURANI;VERDI EUROPEI-GREEN ITALIA;11;;
CASELLE LURANI;SCELTA EUROPEA;6;;
CASELLE LURANI;IO CAMBIO - MAIE;1;;
CASTELNUOVO BOCCA D'ADDA;PARTITO DEMOCRATICO;351;;
CASTELNUOVO BOCCA D'ADDA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;169;;
CASTELNUOVO BOCCA D'ADDA;FORZA ITALIA;168;;
CASTELNUOVO BOCCA D'ADDA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;166;;
CASTELNUOVO BOCCA D'ADDA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;24;;
CASTELNUOVO BOCCA D'ADDA;NUOVO CENTRO DESTRA - UDC;15;;
CASTELNUOVO BOCCA D'ADDA;L'ALTRA EUROPA CON TSIPRAS;13;;
CASTELNUOVO BOCCA D'ADDA;ITALIA DEI VALORI;10;;
CASTELNUOVO BOCCA D'ADDA;SCELTA EUROPEA;5;;
CASTELNUOVO BOCCA D'ADDA;VERDI EUROPEI-GREEN ITALIA;4;;
CASTELNUOVO BOCCA D'ADDA;IO CAMBIO - MAIE;1;;
CASTIGLIONE D'ADDA;PARTITO DEMOCRATICO;992;;
CASTIGLIONE D'ADDA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;373;;
CASTIGLIONE D'ADDA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;343;;
CASTIGLIONE D'ADDA;FORZA ITALIA;306;;
CASTIGLIONE D'ADDA;NUOVO CENTRO DESTRA - UDC;70;;
CASTIGLIONE D'ADDA;L'ALTRA EUROPA CON TSIPRAS;50;;
CASTIGLIONE D'ADDA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;31;;
CASTIGLIONE D'ADDA;ITALIA DEI VALORI;29;;
CASTIGLIONE D'ADDA;VERDI EUROPEI-GREEN ITALIA;22;;
CASTIGLIONE D'ADDA;SCELTA EUROPEA;17;;
CASTIGLIONE D'ADDA;IO CAMBIO - MAIE;6;;
CASTIRAGA VIDARDO;PARTITO DEMOCRATICO;440;;
CASTIRAGA VIDARDO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;325;;
CASTIRAGA VIDARDO;FORZA ITALIA;304;;
CASTIRAGA VIDARDO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;263;;
CASTIRAGA VIDARDO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;54;;
CASTIRAGA VIDARDO;L'ALTRA EUROPA CON TSIPRAS;30;;
CASTIRAGA VIDARDO;VERDI EUROPEI-GREEN ITALIA;23;;
CASTIRAGA VIDARDO;NUOVO CENTRO DESTRA - UDC;22;;
CASTIRAGA VIDARDO;ITALIA DEI VALORI;9;;
CASTIRAGA VIDARDO;IO CAMBIO - MAIE;5;;
CASTIRAGA VIDARDO;SCELTA EUROPEA;5;;
CAVACURTA;PARTITO DEMOCRATICO;194;;
CAVACURTA;FORZA ITALIA;91;;
CAVACURTA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;77;;
