

Ente;Liste/Gruppi;Voti;
ALGHERO;PARTITO DEMOCRATICO;7859;;
ALGHERO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;6666;;
ALGHERO;FORZA ITALIA;4610;;
ALGHERO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1228;;
ALGHERO;L'ALTRA EUROPA CON TSIPRAS;834;;
ALGHERO;NUOVO CENTRO DESTRA - UDC;795;;
ALGHERO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;391;;
ALGHERO;ITALIA DEI VALORI;291;;
ALGHERO;SCELTA EUROPEA;144;;
ALGHERO;VERDI EUROPEI-GREEN ITALIA;98;;
ALGHERO;IO CAMBIO - MAIE;40;;
ANELA;PARTITO DEMOCRATICO;123;;
ANELA;FORZA ITALIA;47;;
ANELA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;39;;
ANELA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;14;;
ANELA;L'ALTRA EUROPA CON TSIPRAS;10;;
ANELA;NUOVO CENTRO DESTRA - UDC;6;;
ANELA;ITALIA DEI VALORI;4;;
ANELA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
ANELA;SCELTA EUROPEA;0;;
ANELA;VERDI EUROPEI-GREEN ITALIA;0;;
ANELA;IO CAMBIO - MAIE;0;;
ARDARA;PARTITO DEMOCRATICO;65;;
ARDARA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;45;;
ARDARA;FORZA ITALIA;41;;
ARDARA;NUOVO CENTRO DESTRA - UDC;16;;
ARDARA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;7;;
ARDARA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2;;
ARDARA;ITALIA DEI VALORI;1;;
ARDARA;VERDI EUROPEI-GREEN ITALIA;0;;
ARDARA;IO CAMBIO - MAIE;0;;
ARDARA;L'ALTRA EUROPA CON TSIPRAS;0;;
ARDARA;SCELTA EUROPEA;0;;
BANARI;PARTITO DEMOCRATICO;121;;
BANARI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;40;;
BANARI;NUOVO CENTRO DESTRA - UDC;7;;
BANARI;L'ALTRA EUROPA CON TSIPRAS;6;;
BANARI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;5;;
BANARI;FORZA ITALIA;4;;
BANARI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2;;
BANARI;IO CAMBIO - MAIE;0;;
BANARI;VERDI EUROPEI-GREEN ITALIA;0;;
BANARI;ITALIA DEI VALORI;0;;
BANARI;SCELTA EUROPEA;0;;
BENETUTTI;PARTITO DEMOCRATICO;229;;
BENETUTTI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;79;;
BENETUTTI;FORZA ITALIA;69;;
BENETUTTI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;41;;
BENETUTTI;NUOVO CENTRO DESTRA - UDC;23;;
BENETUTTI;ITALIA DEI VALORI;18;;
BENETUTTI;L'ALTRA EUROPA CON TSIPRAS;12;;
BENETUTTI;SCELTA EUROPEA;3;;
BENETUTTI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;2;;
BENETUTTI;VERDI EUROPEI-GREEN ITALIA;0;;
BENETUTTI;IO CAMBIO - MAIE;0;;
BESSUDE;PARTITO DEMOCRATICO;67;;
BESSUDE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;41;;
BESSUDE;FORZA ITALIA;8;;
BESSUDE;L'ALTRA EUROPA CON TSIPRAS;5;;
BESSUDE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;2;;
BESSUDE;NUOVO CENTRO DESTRA - UDC;2;;
BESSUDE;ITALIA DEI VALORI;1;;
BESSUDE;IO CAMBIO - MAIE;0;;
BESSUDE;SCELTA EUROPEA;0;;
BESSUDE;VERDI EUROPEI-GREEN ITALIA;0;;
BESSUDE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;0;;
BONNANARO;PARTITO DEMOCRATICO;158;;
BONNANARO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;50;;
BONNANARO;FORZA ITALIA;39;;
BONNANARO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;14;;
BONNANARO;L'ALTRA EUROPA CON TSIPRAS;7;;
BONNANARO;NUOVO CENTRO DESTRA - UDC;4;;
BONNANARO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;4;;
BONNANARO;ITALIA DEI VALORI;3;;
BONNANARO;SCELTA EUROPEA;1;;
BONNANARO;IO CAMBIO - MAIE;0;;
BONNANARO;VERDI EUROPEI-GREEN ITALIA;0;;
BONO;PARTITO DEMOCRATICO;434;;
BONO;NUOVO CENTRO DESTRA - UDC;171;;
BONO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;170;;
BONO;FORZA ITALIA;127;;
BONO;L'ALTRA EUROPA CON TSIPRAS;39;;
BONO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;27;;
BONO;ITALIA DEI VALORI;10;;
BONO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;9;;
