

Ente;Liste/Gruppi;Voti;
ASSISI;PARTITO DEMOCRATICO;5632;;
ASSISI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2520;;
ASSISI;FORZA ITALIA;2083;;
ASSISI;NUOVO CENTRO DESTRA - UDC;654;;
ASSISI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;582;;
ASSISI;L'ALTRA EUROPA CON TSIPRAS;406;;
ASSISI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;324;;
ASSISI;VERDI EUROPEI-GREEN ITALIA;65;;
ASSISI;ITALIA DEI VALORI;65;;
ASSISI;SCELTA EUROPEA;52;;
ASSISI;IO CAMBIO - MAIE;12;;
BASTIA UMBRA;PARTITO DEMOCRATICO;5391;;
BASTIA UMBRA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2462;;
BASTIA UMBRA;FORZA ITALIA;1890;;
BASTIA UMBRA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;757;;
BASTIA UMBRA;L'ALTRA EUROPA CON TSIPRAS;367;;
BASTIA UMBRA;NUOVO CENTRO DESTRA - UDC;364;;
BASTIA UMBRA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;289;;
BASTIA UMBRA;VERDI EUROPEI-GREEN ITALIA;70;;
BASTIA UMBRA;SCELTA EUROPEA;51;;
BASTIA UMBRA;ITALIA DEI VALORI;40;;
BASTIA UMBRA;IO CAMBIO - MAIE;16;;
BETTONA;PARTITO DEMOCRATICO;961;;
BETTONA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;401;;
BETTONA;FORZA ITALIA;336;;
BETTONA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;98;;
BETTONA;L'ALTRA EUROPA CON TSIPRAS;79;;
BETTONA;NUOVO CENTRO DESTRA - UDC;65;;
BETTONA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;42;;
BETTONA;ITALIA DEI VALORI;18;;
BETTONA;VERDI EUROPEI-GREEN ITALIA;14;;
BETTONA;SCELTA EUROPEA;5;;
BETTONA;IO CAMBIO - MAIE;1;;
BEVAGNA;PARTITO DEMOCRATICO;1259;;
BEVAGNA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;415;;
BEVAGNA;FORZA ITALIA;338;;
BEVAGNA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;100;;
BEVAGNA;L'ALTRA EUROPA CON TSIPRAS;69;;
BEVAGNA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;57;;
BEVAGNA;NUOVO CENTRO DESTRA - UDC;53;;
BEVAGNA;VERDI EUROPEI-GREEN ITALIA;22;;
BEVAGNA;ITALIA DEI VALORI;13;;
BEVAGNA;SCELTA EUROPEA;7;;
BEVAGNA;IO CAMBIO - MAIE;2;;
CAMPELLO SUL CLITUNNO;PARTITO DEMOCRATICO;587;;
CAMPELLO SUL CLITUNNO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;270;;
CAMPELLO SUL CLITUNNO;FORZA ITALIA;260;;
CAMPELLO SUL CLITUNNO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;112;;
CAMPELLO SUL CLITUNNO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;54;;
CAMPELLO SUL CLITUNNO;NUOVO CENTRO DESTRA - UDC;44;;
CAMPELLO SUL CLITUNNO;L'ALTRA EUROPA CON TSIPRAS;37;;
CAMPELLO SUL CLITUNNO;ITALIA DEI VALORI;11;;
