

Ente;Liste/Gruppi;Voti;
AGGIUS;PARTITO DEMOCRATICO;274;;
AGGIUS;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;103;;
AGGIUS;FORZA ITALIA;66;;
AGGIUS;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;22;;
AGGIUS;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;21;;
AGGIUS;L'ALTRA EUROPA CON TSIPRAS;17;;
AGGIUS;NUOVO CENTRO DESTRA - UDC;10;;
AGGIUS;ITALIA DEI VALORI;3;;
AGGIUS;VERDI EUROPEI-GREEN ITALIA;3;;
AGGIUS;SCELTA EUROPEA;1;;
AGGIUS;IO CAMBIO - MAIE;0;;
AGLIENTU;PARTITO DEMOCRATICO;148;;
AGLIENTU;FORZA ITALIA;65;;
AGLIENTU;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;45;;
AGLIENTU;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;8;;
AGLIENTU;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;6;;
AGLIENTU;L'ALTRA EUROPA CON TSIPRAS;5;;
AGLIENTU;ITALIA DEI VALORI;4;;
AGLIENTU;NUOVO CENTRO DESTRA - UDC;3;;
AGLIENTU;SCELTA EUROPEA;1;;
AGLIENTU;IO CAMBIO - MAIE;1;;
AGLIENTU;VERDI EUROPEI-GREEN ITALIA;0;;
ALA' DEI SARDI;PARTITO DEMOCRATICO;111;;
ALA' DEI SARDI;FORZA ITALIA;63;;
ALA' DEI SARDI;L'ALTRA EUROPA CON TSIPRAS;21;;
ALA' DEI SARDI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;21;;
ALA' DEI SARDI;NUOVO CENTRO DESTRA - UDC;14;;
ALA' DEI SARDI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;8;;
ALA' DEI SARDI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;6;;
ALA' DEI SARDI;ITALIA DEI VALORI;5;;
ALA' DEI SARDI;IO CAMBIO - MAIE;1;;
ALA' DEI SARDI;SCELTA EUROPEA;1;;
ALA' DEI SARDI;VERDI EUROPEI-GREEN ITALIA;0;;
ARZACHENA;PARTITO DEMOCRATICO;1067;;
ARZACHENA;FORZA ITALIA;927;;
ARZACHENA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;871;;
ARZACHENA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;134;;
ARZACHENA;ITALIA DEI VALORI;88;;
ARZACHENA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;71;;
ARZACHENA;NUOVO CENTRO DESTRA - UDC;59;;
ARZACHENA;L'ALTRA EUROPA CON TSIPRAS;52;;
ARZACHENA;VERDI EUROPEI-GREEN ITALIA;15;;
ARZACHENA;SCELTA EUROPEA;15;;
ARZACHENA;IO CAMBIO - MAIE;6;;
BADESI;PARTITO DEMOCRATICO;196;;
BADESI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;89;;
BADESI;FORZA ITALIA;88;;
BADESI;ITALIA DEI VALORI;82;;
BADESI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;28;;
BADESI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;20;;
BADESI;NUOVO CENTRO DESTRA - UDC;9;;
BADESI;L'ALTRA EUROPA CON TSIPRAS;8;;
BADESI;VERDI EUROPEI-GREEN ITALIA;3;;
BADESI;SCELTA EUROPEA;0;;
BADESI;IO CAMBIO - MAIE;0;;
BERCHIDDA;PARTITO DEMOCRATICO;425;;
BERCHIDDA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;158;;
BERCHIDDA;FORZA ITALIA;110;;
BERCHIDDA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;29;;
BERCHIDDA;L'ALTRA EUROPA CON TSIPRAS;19;;
BERCHIDDA;ITALIA DEI VALORI;18;;
BERCHIDDA;NUOVO CENTRO DESTRA - UDC;13;;
BERCHIDDA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;8;;
BERCHIDDA;VERDI EUROPEI-GREEN ITALIA;3;;
BERCHIDDA;IO CAMBIO - MAIE;2;;
BERCHIDDA;SCELTA EUROPEA;0;;
BORTIGIADAS;PARTITO DEMOCRATICO;168;;
BORTIGIADAS;FORZA ITALIA;32;;
BORTIGIADAS;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;25;;
BORTIGIADAS;L'ALTRA EUROPA CON TSIPRAS;11;;
BORTIGIADAS;ITALIA DEI VALORI;7;;
