

Ente;Liste/Gruppi;Voti;
AFFILE;PARTITO DEMOCRATICO;260;;
AFFILE;FORZA ITALIA;139;;
AFFILE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;131;;
AFFILE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;117;;
AFFILE;NUOVO CENTRO DESTRA - UDC;61;;
AFFILE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;14;;
AFFILE;L'ALTRA EUROPA CON TSIPRAS;7;;
AFFILE;ITALIA DEI VALORI;6;;
AFFILE;VERDI EUROPEI-GREEN ITALIA;3;;
AFFILE;SCELTA EUROPEA;2;;
AFFILE;IO CAMBIO - MAIE;0;;
AGOSTA;PARTITO DEMOCRATICO;329;;
AGOSTA;FORZA ITALIA;287;;
AGOSTA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;139;;
AGOSTA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;35;;
AGOSTA;NUOVO CENTRO DESTRA - UDC;20;;
AGOSTA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;8;;
AGOSTA;L'ALTRA EUROPA CON TSIPRAS;5;;
AGOSTA;ITALIA DEI VALORI;3;;
AGOSTA;VERDI EUROPEI-GREEN ITALIA;1;;
AGOSTA;SCELTA EUROPEA;0;;
AGOSTA;IO CAMBIO - MAIE;0;;
ALBANO LAZIALE;PARTITO DEMOCRATICO;7196;;
ALBANO LAZIALE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;4755;;
ALBANO LAZIALE;FORZA ITALIA;3113;;
ALBANO LAZIALE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;969;;
ALBANO LAZIALE;L'ALTRA EUROPA CON TSIPRAS;745;;
ALBANO LAZIALE;NUOVO CENTRO DESTRA - UDC;698;;
ALBANO LAZIALE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;226;;
ALBANO LAZIALE;SCELTA EUROPEA;138;;
ALBANO LAZIALE;ITALIA DEI VALORI;129;;
ALBANO LAZIALE;VERDI EUROPEI-GREEN ITALIA;124;;
ALBANO LAZIALE;IO CAMBIO - MAIE;20;;
ALLUMIERE;PARTITO DEMOCRATICO;899;;
ALLUMIERE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;699;;
ALLUMIERE;FORZA ITALIA;375;;
ALLUMIERE;L'ALTRA EUROPA CON TSIPRAS;107;;
ALLUMIERE;NUOVO CENTRO DESTRA - UDC;42;;
ALLUMIERE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;35;;
ALLUMIERE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;22;;
ALLUMIERE;ITALIA DEI VALORI;7;;
ALLUMIERE;VERDI EUROPEI-GREEN ITALIA;5;;
ALLUMIERE;SCELTA EUROPEA;4;;
ALLUMIERE;IO CAMBIO - MAIE;1;;
ANGUILLARA SABAZIA;PARTITO DEMOCRATICO;3214;;
ANGUILLARA SABAZIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2354;;
ANGUILLARA SABAZIA;FORZA ITALIA;1434;;
ANGUILLARA SABAZIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;318;;
ANGUILLARA SABAZIA;L'ALTRA EUROPA CON TSIPRAS;317;;
ANGUILLARA SABAZIA;NUOVO CENTRO DESTRA - UDC;161;;
ANGUILLARA SABAZIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;126;;
ANGUILLARA SABAZIA;VERDI EUROPEI-GREEN ITALIA;56;;
ANGUILLARA SABAZIA;ITALIA DEI VALORI;22;;
ANGUILLARA SABAZIA;SCELTA EUROPEA;17;;
ANGUILLARA SABAZIA;IO CAMBIO - MAIE;3;;
ANTICOLI CORRADO;PARTITO DEMOCRATICO;137;;
ANTICOLI CORRADO;FORZA ITALIA;108;;
ANTICOLI CORRADO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;107;;
ANTICOLI CORRADO;L'ALTRA EUROPA CON TSIPRAS;31;;
ANTICOLI CORRADO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;21;;
ANTICOLI CORRADO;NUOVO CENTRO DESTRA - UDC;10;;
ANTICOLI CORRADO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;3;;
ANTICOLI CORRADO;ITALIA DEI VALORI;3;;
ANTICOLI CORRADO;IO CAMBIO - MAIE;2;;
ANTICOLI CORRADO;VERDI EUROPEI-GREEN ITALIA;1;;
ANTICOLI CORRADO;SCELTA EUROPEA;0;;
ANZIO;PARTITO DEMOCRATICO;6888;;
ANZIO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;5280;;
ANZIO;FORZA ITALIA;5180;;
ANZIO;NUOVO CENTRO DESTRA - UDC;1457;;
ANZIO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;1086;;
ANZIO;L'ALTRA EUROPA CON TSIPRAS;785;;
ANZIO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;425;;
ANZIO;VERDI EUROPEI-GREEN ITALIA;137;;
ANZIO;ITALIA DEI VALORI;85;;
ANZIO;SCELTA EUROPEA;51;;
ANZIO;IO CAMBIO - MAIE;11;;
ARCINAZZO ROMANO;PARTITO DEMOCRATICO;262;;
ARCINAZZO ROMANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;115;;
ARCINAZZO ROMANO;FORZA ITALIA;101;;
ARCINAZZO ROMANO;NUOVO CENTRO DESTRA - UDC;58;;
ARCINAZZO ROMANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;33;;
ARCINAZZO ROMANO;L'ALTRA EUROPA CON TSIPRAS;16;;
ARCINAZZO ROMANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;8;;
ARCINAZZO ROMANO;ITALIA DEI VALORI;2;;
ARCINAZZO ROMANO;VERDI EUROPEI-GREEN ITALIA;1;;
ARCINAZZO ROMANO;SCELTA EUROPEA;0;;
ARCINAZZO ROMANO;IO CAMBIO - MAIE;0;;
ARDEA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;5506;;
ARDEA;PARTITO DEMOCRATICO;4832;;
ARDEA;FORZA ITALIA;4298;;
ARDEA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;675;;
ARDEA;NUOVO CENTRO DESTRA - UDC;596;;
ARDEA;L'ALTRA EUROPA CON TSIPRAS;374;;
ARDEA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;237;;
ARDEA;VERDI EUROPEI-GREEN ITALIA;74;;
ARDEA;SCELTA EUROPEA;52;;
ARDEA;ITALIA DEI VALORI;48;;
ARDEA;IO CAMBIO - MAIE;11;;
ARICCIA;PARTITO DEMOCRATICO;3696;;
ARICCIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2390;;
ARICCIA;FORZA ITALIA;1316;;
ARICCIA;L'ALTRA EUROPA CON TSIPRAS;421;;
ARICCIA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;365;;
ARICCIA;NUOVO CENTRO DESTRA - UDC;188;;
ARICCIA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;118;;
ARICCIA;SCELTA EUROPEA;61;;
ARICCIA;VERDI EUROPEI-GREEN ITALIA;57;;
ARICCIA;ITALIA DEI VALORI;28;;
ARICCIA;IO CAMBIO - MAIE;8;;
ARSOLI;PARTITO DEMOCRATICO;404;;
ARSOLI;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;194;;
ARSOLI;FORZA ITALIA;175;;
ARSOLI;L'ALTRA EUROPA CON TSIPRAS;61;;
ARSOLI;NUOVO CENTRO DESTRA - UDC;59;;
ARSOLI;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;57;;
ARSOLI;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;15;;
ARSOLI;VERDI EUROPEI-GREEN ITALIA;7;;
ARSOLI;ITALIA DEI VALORI;6;;
ARSOLI;SCELTA EUROPEA;3;;
ARSOLI;IO CAMBIO - MAIE;1;;
ARTENA;PARTITO DEMOCRATICO;2734;;
ARTENA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1883;;
ARTENA;FORZA ITALIA;1651;;
ARTENA;NUOVO CENTRO DESTRA - UDC;526;;
ARTENA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;332;;
ARTENA;L'ALTRA EUROPA CON TSIPRAS;211;;
ARTENA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;123;;
ARTENA;VERDI EUROPEI-GREEN ITALIA;70;;
ARTENA;ITALIA DEI VALORI;42;;
ARTENA;SCELTA EUROPEA;38;;
ARTENA;IO CAMBIO - MAIE;13;;
BELLEGRA;PARTITO DEMOCRATICO;482;;
BELLEGRA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;295;;
BELLEGRA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;282;;
BELLEGRA;FORZA ITALIA;229;;
BELLEGRA;NUOVO CENTRO DESTRA - UDC;90;;
BELLEGRA;L'ALTRA EUROPA CON TSIPRAS;32;;
BELLEGRA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;14;;
BELLEGRA;VERDI EUROPEI-GREEN ITALIA;7;;
BELLEGRA;ITALIA DEI VALORI;6;;
BELLEGRA;SCELTA EUROPEA;5;;
BELLEGRA;IO CAMBIO - MAIE;5;;
BRACCIANO;PARTITO DEMOCRATICO;2996;;
BRACCIANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;2208;;
BRACCIANO;FORZA ITALIA;1587;;
BRACCIANO;L'ALTRA EUROPA CON TSIPRAS;378;;
BRACCIANO;NUOVO CENTRO DESTRA - UDC;348;;
BRACCIANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;341;;
BRACCIANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;115;;
BRACCIANO;VERDI EUROPEI-GREEN ITALIA;69;;
BRACCIANO;SCELTA EUROPEA;33;;
BRACCIANO;ITALIA DEI VALORI;26;;
BRACCIANO;IO CAMBIO - MAIE;12;;
CAMERATA NUOVA;PARTITO DEMOCRATICO;99;;
CAMERATA NUOVA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;61;;
CAMERATA NUOVA;FORZA ITALIA;28;;
CAMERATA NUOVA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;16;;
CAMERATA NUOVA;L'ALTRA EUROPA CON TSIPRAS;11;;
CAMERATA NUOVA;VERDI EUROPEI-GREEN ITALIA;2;;
CAMERATA NUOVA;NUOVO CENTRO DESTRA - UDC;1;;
CAMERATA NUOVA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
CAMERATA NUOVA;ITALIA DEI VALORI;1;;
CAMERATA NUOVA;IO CAMBIO - MAIE;0;;
CAMERATA NUOVA;SCELTA EUROPEA;0;;
CAMPAGNANO DI ROMA;PARTITO DEMOCRATICO;1653;;
CAMPAGNANO DI ROMA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1121;;
CAMPAGNANO DI ROMA;FORZA ITALIA;719;;
CAMPAGNANO DI ROMA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;218;;
CAMPAGNANO DI ROMA;L'ALTRA EUROPA CON TSIPRAS;176;;
CAMPAGNANO DI ROMA;NUOVO CENTRO DESTRA - UDC;116;;
CAMPAGNANO DI ROMA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;80;;
CAMPAGNANO DI ROMA;VERDI EUROPEI-GREEN ITALIA;18;;
CAMPAGNANO DI ROMA;SCELTA EUROPEA;17;;
CAMPAGNANO DI ROMA;ITALIA DEI VALORI;14;;
CAMPAGNANO DI ROMA;IO CAMBIO - MAIE;2;;
CANALE MONTERANO;PARTITO DEMOCRATICO;789;;
CANALE MONTERANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;572;;
CANALE MONTERANO;FORZA ITALIA;294;;
CANALE MONTERANO;NUOVO CENTRO DESTRA - UDC;120;;
CANALE MONTERANO;L'ALTRA EUROPA CON TSIPRAS;85;;
CANALE MONTERANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;61;;
CANALE MONTERANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;28;;
CANALE MONTERANO;VERDI EUROPEI-GREEN ITALIA;17;;
CANALE MONTERANO;ITALIA DEI VALORI;9;;
CANALE MONTERANO;IO CAMBIO - MAIE;3;;
CANALE MONTERANO;SCELTA EUROPEA;1;;
CANTERANO;NUOVO CENTRO DESTRA - UDC;53;;
CANTERANO;PARTITO DEMOCRATICO;49;;
CANTERANO;FORZA ITALIA;40;;
CANTERANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;21;;
CANTERANO;L'ALTRA EUROPA CON TSIPRAS;8;;
CANTERANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;5;;
CANTERANO;ITALIA DEI VALORI;0;;
CANTERANO;SCELTA EUROPEA;0;;
CANTERANO;IO CAMBIO - MAIE;0;;
CANTERANO;VERDI EUROPEI-GREEN ITALIA;0;;
CANTERANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;0;;
CAPENA;PARTITO DEMOCRATICO;1708;;
CAPENA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1533;;
CAPENA;FORZA ITALIA;962;;
CAPENA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;305;;
CAPENA;L'ALTRA EUROPA CON TSIPRAS;205;;
CAPENA;NUOVO CENTRO DESTRA - UDC;167;;
CAPENA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;96;;
CAPENA;VERDI EUROPEI-GREEN ITALIA;53;;
CAPENA;ITALIA DEI VALORI;27;;
CAPENA;IO CAMBIO - MAIE;20;;
CAPENA;SCELTA EUROPEA;18;;
CAPRANICA PRENESTINA;PARTITO DEMOCRATICO;136;;
CAPRANICA PRENESTINA;FORZA ITALIA;49;;
CAPRANICA PRENESTINA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;30;;
CAPRANICA PRENESTINA;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;20;;
CAPRANICA PRENESTINA;NUOVO CENTRO DESTRA - UDC;4;;
CAPRANICA PRENESTINA;L'ALTRA EUROPA CON TSIPRAS;3;;
CAPRANICA PRENESTINA;VERDI EUROPEI-GREEN ITALIA;1;;
CAPRANICA PRENESTINA;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;1;;
CAPRANICA PRENESTINA;IO CAMBIO - MAIE;0;;
CAPRANICA PRENESTINA;ITALIA DEI VALORI;0;;
CAPRANICA PRENESTINA;SCELTA EUROPEA;0;;
CARPINETO ROMANO;PARTITO DEMOCRATICO;1331;;
CARPINETO ROMANO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;728;;
CARPINETO ROMANO;FORZA ITALIA;315;;
CARPINETO ROMANO;NUOVO CENTRO DESTRA - UDC;146;;
CARPINETO ROMANO;L'ALTRA EUROPA CON TSIPRAS;107;;
CARPINETO ROMANO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;81;;
CARPINETO ROMANO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;27;;
CARPINETO ROMANO;VERDI EUROPEI-GREEN ITALIA;21;;
CARPINETO ROMANO;ITALIA DEI VALORI;17;;
CARPINETO ROMANO;SCELTA EUROPEA;10;;
CARPINETO ROMANO;IO CAMBIO - MAIE;3;;
CASAPE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;92;;
CASAPE;PARTITO DEMOCRATICO;89;;
CASAPE;FORZA ITALIA;55;;
CASAPE;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;21;;
CASAPE;NUOVO CENTRO DESTRA - UDC;21;;
CASAPE;L'ALTRA EUROPA CON TSIPRAS;6;;
CASAPE;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;4;;
CASAPE;ITALIA DEI VALORI;2;;
CASAPE;VERDI EUROPEI-GREEN ITALIA;1;;
CASAPE;IO CAMBIO - MAIE;1;;
CASAPE;SCELTA EUROPEA;0;;
CASTEL GANDOLFO;PARTITO DEMOCRATICO;1773;;
CASTEL GANDOLFO;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;1052;;
CASTEL GANDOLFO;FORZA ITALIA;493;;
CASTEL GANDOLFO;NUOVO CENTRO DESTRA - UDC;150;;
CASTEL GANDOLFO;L'ALTRA EUROPA CON TSIPRAS;144;;
CASTEL GANDOLFO;FRATELLI D'ITALIA - ALLEANZA NAZIONALE;136;;
CASTEL GANDOLFO;LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO;54;;
