Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ANZOLA DELL'EMILIA,9210,7059,95,246,BOLOGNA
ARGELATO,7609,6046,91,203,BOLOGNA
BARICELLA,5217,3859,54,147,BOLOGNA
BENTIVOGLIO,4231,3221,39,120,BOLOGNA
BOLOGNA,294381,191652,859,3755,BOLOGNA
BORGO TOSSIGNANO,2456,1853,38,72,BOLOGNA
BUDRIO,14466,9868,72,269,BOLOGNA
CALDERARA DI RENO,10212,7828,82,241,BOLOGNA
CAMUGNANO,1779,1073,9,35,BOLOGNA
CASALECCHIO DI RENO,27786,20715,206,571,BOLOGNA
CASALFIUMANESE,2654,1962,28,61,BOLOGNA
CASTEL D'AIANO,1642,1261,27,56,BOLOGNA
CASTEL DEL RIO,919,584,9,13,BOLOGNA
CASTEL DI CASIO,2783,2153,49,114,BOLOGNA
CASTEL GUELFO DI BOLOGNA,3400,2498,34,83,BOLOGNA
CASTELLO D'ARGILE,4828,3701,65,141,BOLOGNA
CASTEL MAGGIORE,14081,10684,110,323,BOLOGNA
CASTEL SAN PIETRO TERME,16462,12240,143,389,BOLOGNA
CASTENASO,11671,8962,101,269,BOLOGNA
CASTIGLIONE DEI PEPOLI,4603,3545,60,150,BOLOGNA
CREVALCORE,9884,7216,131,314,BOLOGNA
DOZZA,4994,3660,62,140,BOLOGNA
FONTANELICE,1438,1116,25,52,BOLOGNA
GAGGIO MONTANO,3772,2324,29,102,BOLOGNA
GALLIERA,3997,3110,77,168,BOLOGNA
GRANAGLIONE,1895,1159,3,36,BOLOGNA
GRANAROLO DELL'EMILIA,8829,6691,74,217,BOLOGNA
GRIZZANA MORANDI,3074,2280,23,106,BOLOGNA
IMOLA,53982,36764,182,732,BOLOGNA
LIZZANO IN BELVEDERE,1869,1472,53,86,BOLOGNA
LOIANO,3488,2524,48,105,BOLOGNA
MALALBERGO,6916,5036,91,240,BOLOGNA
MARZABOTTO,5247,3944,57,142,BOLOGNA
MEDICINA,13169,9653,97,299,BOLOGNA
MINERBIO,6832,4997,70,196,BOLOGNA
MOLINELLA,12275,9263,221,537,BOLOGNA
MONGHIDORO,3030,1879,19,58,BOLOGNA
MONTERENZIO,4596,3347,51,105,BOLOGNA
MONTE SAN PIETRO,8757,6623,45,177,BOLOGNA
MONZUNO,4925,3586,59,162,BOLOGNA
MORDANO,3524,2704,56,110,BOLOGNA
OZZANO DELL'EMILIA,10714,8088,89,265,BOLOGNA
PIANORO,13877,10330,87,255,BOLOGNA
PIEVE DI CENTO,5538,4246,105,195,BOLOGNA
PORRETTA TERME,3721,2290,20,86,BOLOGNA
SALA BOLOGNESE,6494,4934,62,174,BOLOGNA
SAN BENEDETTO VAL DI SAMBRO,3501,2709,71,161,BOLOGNA
SAN GIORGIO DI PIANO,6422,4844,50,144,BOLOGNA
SAN GIOVANNI IN PERSICETO,21739,15923,189,513,BOLOGNA
SAN LAZZARO DI SAVENA,25207,19023,179,498,BOLOGNA
SAN PIETRO IN CASALE,9131,6675,87,263,BOLOGNA
SANT'AGATA BOLOGNESE,5316,3995,85,193,BOLOGNA
SASSO MARCONI,11605,8786,102,234,BOLOGNA
VALSAMOGGIA,22820,17615,301,667,BOLOGNA
VERGATO,5763,4275,86,192,BOLOGNA
ZOLA PREDOSA,14565,11190,107,318,BOLOGNA
