Ente,Liste/Gruppi,Voti,nomefile
AIELLO DEL SABATO,PARTITO DEMOCRATICO,856,AVELLINO
AIELLO DEL SABATO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,328,AVELLINO
AIELLO DEL SABATO,FORZA ITALIA,264,AVELLINO
AIELLO DEL SABATO,NUOVO CENTRO DESTRA - UDC,87,AVELLINO
AIELLO DEL SABATO,L'ALTRA EUROPA CON TSIPRAS,34,AVELLINO
AIELLO DEL SABATO,SCELTA EUROPEA,24,AVELLINO
AIELLO DEL SABATO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,22,AVELLINO
AIELLO DEL SABATO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,10,AVELLINO
AIELLO DEL SABATO,ITALIA DEI VALORI,9,AVELLINO
AIELLO DEL SABATO,IO CAMBIO - MAIE,8,AVELLINO
AIELLO DEL SABATO,VERDI EUROPEI-GREEN ITALIA,6,AVELLINO
ALTAVILLA IRPINA,PARTITO DEMOCRATICO,856,AVELLINO
ALTAVILLA IRPINA,FORZA ITALIA,517,AVELLINO
ALTAVILLA IRPINA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,407,AVELLINO
ALTAVILLA IRPINA,NUOVO CENTRO DESTRA - UDC,229,AVELLINO
ALTAVILLA IRPINA,L'ALTRA EUROPA CON TSIPRAS,140,AVELLINO
ALTAVILLA IRPINA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,104,AVELLINO
ALTAVILLA IRPINA,ITALIA DEI VALORI,44,AVELLINO
ALTAVILLA IRPINA,VERDI EUROPEI-GREEN ITALIA,31,AVELLINO
ALTAVILLA IRPINA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,25,AVELLINO
ALTAVILLA IRPINA,SCELTA EUROPEA,24,AVELLINO
ALTAVILLA IRPINA,IO CAMBIO - MAIE,7,AVELLINO
ANDRETTA,NUOVO CENTRO DESTRA - UDC,388,AVELLINO
ANDRETTA,PARTITO DEMOCRATICO,157,AVELLINO
ANDRETTA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,144,AVELLINO
ANDRETTA,FORZA ITALIA,86,AVELLINO
ANDRETTA,L'ALTRA EUROPA CON TSIPRAS,50,AVELLINO
ANDRETTA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,22,AVELLINO
ANDRETTA,SCELTA EUROPEA,20,AVELLINO
ANDRETTA,ITALIA DEI VALORI,13,AVELLINO
ANDRETTA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,9,AVELLINO
ANDRETTA,IO CAMBIO - MAIE,5,AVELLINO
ANDRETTA,VERDI EUROPEI-GREEN ITALIA,5,AVELLINO
AQUILONIA,PARTITO DEMOCRATICO,287,AVELLINO
