Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ACQUI TERME,16521,10022,182,543,ALESSANDRIA
ALBERA LIGURE,342,238,21,34,ALESSANDRIA
ALESSANDRIA,74090,42695,505,1906,ALESSANDRIA
ALFIANO NATTA,657,475,25,45,ALESSANDRIA
ALICE BEL COLLE,670,426,12,31,ALESSANDRIA
ALLUVIONI CAMBIO',984,501,15,40,ALESSANDRIA
ALTAVILLA MONFERRATO,426,322,17,27,ALESSANDRIA
ALZANO SCRIVIA,320,276,22,46,ALESSANDRIA
ARQUATA SCRIVIA,5233,3364,36,165,ALESSANDRIA
AVOLASCA,260,212,15,21,ALESSANDRIA
BALZOLA,1186,938,44,72,ALESSANDRIA
BASALUZZO,1926,1279,45,105,ALESSANDRIA
BASSIGNANA,1732,1133,55,102,ALESSANDRIA
BELFORTE MONFERRATO,430,339,8,21,ALESSANDRIA
BERGAMASCO,693,518,28,57,ALESSANDRIA
BERZANO DI TORTONA,123,99,7,15,ALESSANDRIA
BISTAGNO,1532,1124,52,125,ALESSANDRIA
BORGHETTO DI BORBERA,1727,1318,78,147,ALESSANDRIA
BORGORATTO ALESSANDRINO,575,363,10,25,ALESSANDRIA
BORGO SAN MARTINO,1177,678,17,40,ALESSANDRIA
BOSCO MARENGO,2280,1529,44,104,ALESSANDRIA
BOSIO,995,714,26,68,ALESSANDRIA
BOZZOLE,266,211,9,16,ALESSANDRIA
BRIGNANO FRASCATA,393,295,16,20,ALESSANDRIA
CABELLA LIGURE,643,379,40,56,ALESSANDRIA
CAMAGNA MONFERRATO,512,382,29,44,ALESSANDRIA
CAMINO,726,466,21,36,ALESSANDRIA
CANTALUPO LIGURE,547,308,21,32,ALESSANDRIA
CAPRIATA D'ORBA,1699,1270,52,93,ALESSANDRIA
CARBONARA SCRIVIA,865,699,30,59,ALESSANDRIA
CARENTINO,279,215,14,23,ALESSANDRIA
CAREZZANO,358,250,7,18,ALESSANDRIA
CARPENETO,914,701,48,73,ALESSANDRIA
CARREGA LIGURE,300,41,0,1,ALESSANDRIA
CARROSIO,462,287,3,12,ALESSANDRIA
CARTOSIO,625,506,36,71,ALESSANDRIA
CASAL CERMELLI,1021,597,6,31,ALESSANDRIA
CASALEGGIO BOIRO,368,276,12,22,ALESSANDRIA
CASALE MONFERRATO,28756,19444,611,1433,ALESSANDRIA
CASALNOCETO,847,581,32,52,ALESSANDRIA
CASASCO,152,86,3,6,ALESSANDRIA
CASSANO SPINOLA,1452,1016,46,94,ALESSANDRIA
CASSINE,2697,1472,19,70,ALESSANDRIA
CASSINELLE,920,640,33,48,ALESSANDRIA
CASTELLANIA,90,66,2,2,ALESSANDRIA
CASTELLAR GUIDOBONO,349,307,12,24,ALESSANDRIA
CASTELLAZZO BORMIDA,4376,2693,101,216,ALESSANDRIA
CASTELLETTO D'ERRO,138,107,9,12,ALESSANDRIA
CASTELLETTO D'ORBA,1721,1327,57,104,ALESSANDRIA
CASTELLETTO MERLI,489,374,22,42,ALESSANDRIA
CASTELLETTO MONFERRATO,1332,859,19,41,ALESSANDRIA
CASTELNUOVO BORMIDA,651,330,7,25,ALESSANDRIA
CASTELNUOVO SCRIVIA,4797,2936,105,234,ALESSANDRIA
CASTELSPINA,436,259,8,14,ALESSANDRIA
CAVATORE,251,160,4,14,ALESSANDRIA
CELLA MONTE,448,294,4,12,ALESSANDRIA
CERESETO,435,326,16,24,ALESSANDRIA
CERRETO GRUE,292,234,5,22,ALESSANDRIA
CERRINA,1222,882,64,98,ALESSANDRIA
CONIOLO,393,320,13,18,ALESSANDRIA
CONZANO,950,698,21,50,ALESSANDRIA
COSTA VESCOVATO,323,208,21,26,ALESSANDRIA
CREMOLINO,905,717,21,43,ALESSANDRIA
CUCCARO MONFERRATO,352,256,17,24,ALESSANDRIA
DENICE,168,142,18,23,ALESSANDRIA
DERNICE,228,140,5,9,ALESSANDRIA
FABBRICA CURONE,659,444,44,66,ALESSANDRIA
FELIZZANO,1906,1498,84,142,ALESSANDRIA
FRACONALTO,381,210,9,21,ALESSANDRIA
FRANCAVILLA BISIO,484,282,7,16,ALESSANDRIA
FRASCARO,363,236,8,16,ALESSANDRIA
FRASSINELLO MONFERRATO,442,371,28,43,ALESSANDRIA
FRASSINETO PO,1270,962,46,125,ALESSANDRIA
FRESONARA,754,523,32,43,ALESSANDRIA
FRUGAROLO,1782,1293,48,103,ALESSANDRIA
FUBINE,1403,865,15,38,ALESSANDRIA
GABIANO,1090,773,59,100,ALESSANDRIA
GAMALERO,815,429,10,26,ALESSANDRIA
GARBAGNA,674,444,34,54,ALESSANDRIA
GAVAZZANA,159,104,5,9,ALESSANDRIA
GAVI,3843,2562,53,134,ALESSANDRIA
GIAROLE,602,439,22,44,ALESSANDRIA
GREMIASCO,335,217,24,33,ALESSANDRIA
GROGNARDO,253,194,5,10,ALESSANDRIA
GRONDONA,462,357,5,13,ALESSANDRIA
GUAZZORA,307,232,14,28,ALESSANDRIA
ISOLA SANT'ANTONIO,637,380,8,20,ALESSANDRIA
LERMA,749,553,12,23,ALESSANDRIA
LU,1111,783,55,103,ALESSANDRIA
MALVICINO,84,58,1,2,ALESSANDRIA
MASIO,1480,862,51,87,ALESSANDRIA
MELAZZO,1156,857,59,117,ALESSANDRIA
MERANA,180,109,4,12,ALESSANDRIA
MIRABELLO MONFERRATO,1175,899,55,87,ALESSANDRIA
MOLARE,1914,1506,62,123,ALESSANDRIA
MOLINO DEI TORTI,565,350,14,22,ALESSANDRIA
MOMBELLO MONFERRATO,862,656,34,63,ALESSANDRIA
MOMPERONE,196,159,7,7,ALESSANDRIA
MONCESTINO,261,164,16,24,ALESSANDRIA
MONGIARDINO LIGURE,326,131,11,24,ALESSANDRIA
MONLEALE,499,326,4,16,ALESSANDRIA
MONTACUTO,298,159,5,16,ALESSANDRIA
MONTALDEO,286,198,8,13,ALESSANDRIA
MONTALDO BORMIDA,623,341,8,12,ALESSANDRIA
MONTECASTELLO,290,173,1,7,ALESSANDRIA
MONTECHIARO D'ACQUI,553,386,28,40,ALESSANDRIA
MONTEGIOCO,259,219,15,23,ALESSANDRIA
MONTEMARZINO,299,235,19,27,ALESSANDRIA
MORANO SUL PO,1249,768,21,56,ALESSANDRIA
MORBELLO,372,224,4,12,ALESSANDRIA
MORNESE,653,526,28,49,ALESSANDRIA
MORSASCO,591,506,27,49,ALESSANDRIA
MURISENGO,1243,867,51,98,ALESSANDRIA
NOVI LIGURE,22478,15382,291,713,ALESSANDRIA
OCCIMIANO,1129,854,56,97,ALESSANDRIA
ODALENGO GRANDE,451,178,0,7,ALESSANDRIA
ODALENGO PICCOLO,229,188,12,19,ALESSANDRIA
OLIVOLA,113,60,2,7,ALESSANDRIA
ORSARA BORMIDA,473,268,19,32,ALESSANDRIA
OTTIGLIO,546,423,43,69,ALESSANDRIA
OVADA,9644,6879,185,372,ALESSANDRIA
OVIGLIO,1089,828,33,80,ALESSANDRIA
OZZANO MONFERRATO,1267,922,37,69,ALESSANDRIA
PADERNA,196,156,7,11,ALESSANDRIA
PARETO,536,380,38,56,ALESSANDRIA
PARODI LIGURE,695,418,15,28,ALESSANDRIA
PASTURANA,1142,829,26,57,ALESSANDRIA
PECETTO DI VALENZA,1190,756,22,61,ALESSANDRIA
PIETRA MARAZZI,830,649,30,48,ALESSANDRIA
PIOVERA,788,508,20,34,ALESSANDRIA
POMARO MONFERRATO,339,222,8,24,ALESSANDRIA
PONTECURONE,3105,1865,41,110,ALESSANDRIA
PONTESTURA,1337,998,44,92,ALESSANDRIA
PONTI,557,306,8,22,ALESSANDRIA
PONZANO MONFERRATO,319,250,15,22,ALESSANDRIA
PONZONE,1086,718,35,55,ALESSANDRIA
POZZOL GROPPO,320,270,22,28,ALESSANDRIA
POZZOLO FORMIGARO,4019,2974,115,232,ALESSANDRIA
PRASCO,479,330,12,21,ALESSANDRIA
PREDOSA,1990,1330,57,98,ALESSANDRIA
QUARGNENTO,1190,890,45,78,ALESSANDRIA
QUATTORDIO,1447,1007,41,74,ALESSANDRIA
RICALDONE,627,411,25,45,ALESSANDRIA
RIVALTA BORMIDA,1345,964,65,118,ALESSANDRIA
RIVARONE,351,257,9,22,ALESSANDRIA
ROCCAFORTE LIGURE,228,105,11,11,ALESSANDRIA
ROCCA GRIMALDA,1301,885,19,53,ALESSANDRIA
ROCCHETTA LIGURE,264,146,11,15,ALESSANDRIA
ROSIGNANO MONFERRATO,1378,857,17,35,ALESSANDRIA
SALA MONFERRATO,349,269,21,34,ALESSANDRIA
SALE,3714,2416,95,192,ALESSANDRIA
SAN CRISTOFORO,518,390,13,39,ALESSANDRIA
SAN GIORGIO MONFERRATO,1090,847,31,59,ALESSANDRIA
SAN SALVATORE MONFERRATO,3856,2284,36,126,ALESSANDRIA
SAN SEBASTIANO CURONE,471,318,17,35,ALESSANDRIA
SANT'AGATA FOSSILI,367,310,15,20,ALESSANDRIA
SARDIGLIANO,418,270,14,21,ALESSANDRIA
SAREZZANO,1003,808,45,67,ALESSANDRIA
SERRALUNGA DI CREA,512,383,21,42,ALESSANDRIA
SERRAVALLE SCRIVIA,4579,2642,36,105,ALESSANDRIA
SEZZADIO,1289,843,65,81,ALESSANDRIA
SILVANO D'ORBA,1727,1297,61,113,ALESSANDRIA
SOLERO,1432,1049,41,77,ALESSANDRIA
SOLONGHELLO,197,169,10,16,ALESSANDRIA
SPIGNO MONFERRATO,1075,705,62,94,ALESSANDRIA
SPINETO SCRIVIA,273,206,9,15,ALESSANDRIA
STAZZANO,2069,1469,46,109,ALESSANDRIA
STREVI,1659,1113,41,114,ALESSANDRIA
TAGLIOLO MONFERRATO,1438,979,18,62,ALESSANDRIA
TASSAROLO,547,354,7,22,ALESSANDRIA
TERRUGGIA,814,605,50,79,ALESSANDRIA
TERZO,810,470,7,25,ALESSANDRIA
TICINETO,1175,934,53,105,ALESSANDRIA
TORTONA,20785,15133,418,897,ALESSANDRIA
TREVILLE,247,188,4,8,ALESSANDRIA
TRISOBBIO,602,455,25,42,ALESSANDRIA
VALENZA,16371,9640,115,395,ALESSANDRIA
VALMACCA,965,749,41,70,ALESSANDRIA
VIGNALE MONFERRATO,986,679,41,73,ALESSANDRIA
VIGNOLE BORBERA,1839,1408,44,110,ALESSANDRIA
VIGUZZOLO,2637,2056,84,141,ALESSANDRIA
VILLADEATI,405,297,12,26,ALESSANDRIA
VILLALVERNIA,820,623,41,61,ALESSANDRIA
VILLAMIROGLIO,419,221,15,30,ALESSANDRIA
VILLANOVA MONFERRATO,1683,1172,38,81,ALESSANDRIA
VILLAROMAGNANO,644,529,32,58,ALESSANDRIA
VISONE,967,660,25,51,ALESSANDRIA
VOLPEDO,1028,828,48,78,ALESSANDRIA
VOLPEGLINO,134,101,6,8,ALESSANDRIA
VOLTAGGIO,747,533,30,40,ALESSANDRIA
