Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ARGENTA,17920,13263,195,500,FERRARA
BERRA,4227,3052,65,178,FERRARA
BONDENO,12118,9281,249,478,FERRARA
CENTO,27394,17983,161,541,FERRARA
CODIGORO,10510,6399,60,258,FERRARA
COMACCHIO,19472,9690,77,333,FERRARA
COPPARO,14508,10430,158,435,FERRARA
FERRARA,109405,77335,904,2524,FERRARA
FISCAGLIA,7969,5886,142,358,FERRARA
FORMIGNANA,2423,1648,12,50,FERRARA
GORO,3335,1884,17,56,FERRARA
IOLANDA DI SAVOIA,2579,1935,36,95,FERRARA
LAGOSANTO,4252,3203,69,189,FERRARA
MASI TORELLO,1979,1519,39,86,FERRARA
MESOLA,6115,4312,112,245,FERRARA
MIRABELLO,2678,2031,40,104,FERRARA
OSTELLATO,5482,3906,92,220,FERRARA
POGGIO RENATICO,7566,5724,116,278,FERRARA
PORTOMAGGIORE,9499,6246,59,219,FERRARA
RO,2871,2092,48,98,FERRARA
SANT'AGOSTINO,5449,4038,96,220,FERRARA
TRESIGALLO,3767,2408,16,69,FERRARA
VIGARANO MAINARDA,6346,4282,47,157,FERRARA
VOGHIERA,3226,2476,79,139,FERRARA
