Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
AFFI,1852,1184,11,50,VERONA
ALBAREDO D'ADIGE,4194,2228,28,98,VERONA
ANGIARI,1820,1425,52,101,VERONA
ARCOLE,4594,3607,89,220,VERONA
BADIA CALAVENA,2081,1195,15,57,VERONA
BARDOLINO,5489,4212,108,245,VERONA
BELFIORE,2403,1457,11,61,VERONA
BEVILACQUA,1399,852,14,32,VERONA
BONAVIGO,1691,877,9,29,VERONA
BOSCHI SANT'ANNA,1196,919,31,69,VERONA
BOSCO CHIESANUOVA,2840,2122,61,149,VERONA
BOVOLONE,11838,6486,47,258,VERONA
BRENTINO BELLUNO,1050,906,41,76,VERONA
BRENZONE SUL GARDA,2013,1558,67,107,VERONA
BUSSOLENGO,14387,8724,63,263,VERONA
BUTTAPIETRA,5228,3213,34,107,VERONA
CALDIERO,5467,3315,18,133,VERONA
CAPRINO VERONESE,6487,4598,113,258,VERONA
CASALEONE,4723,2496,19,102,VERONA
CASTAGNARO,3252,1719,19,78,VERONA
CASTEL D'AZZANO,8724,5259,36,177,VERONA
CASTELNUOVO DEL GARDA,9495,6861,152,347,VERONA
CAVAION VERONESE,4266,3192,72,158,VERONA
CAZZANO DI TRAMIGNA,1205,724,9,43,VERONA
CEREA,13087,7281,68,251,VERONA
CERRO VERONESE,1890,1079,6,37,VERONA
COLOGNA VENETA,6870,3712,29,149,VERONA
COLOGNOLA AI COLLI,6343,3865,29,119,VERONA
CONCAMARISE,845,675,21,53,VERONA
COSTERMANO,2908,2170,57,131,VERONA
DOLCE',1885,1478,44,111,VERONA
ERBE',1385,977,38,69,VERONA
ERBEZZO,659,500,28,78,VERONA
FERRARA DI MONTE BALDO,194,147,9,13,VERONA
FUMANE,3331,2625,66,141,VERONA
GARDA,3092,1828,17,64,VERONA
GAZZO VERONESE,4553,2406,17,98,VERONA
GREZZANA,8236,5163,48,207,VERONA
ILLASI,4197,2467,16,98,VERONA
ISOLA DELLA SCALA,8785,5162,36,223,VERONA
ISOLA RIZZA,2642,1925,66,161,VERONA
LAVAGNO,6240,4782,94,228,VERONA
LAZISE,5501,3184,19,81,VERONA
LEGNAGO,20802,14567,298,726,VERONA
MALCESINE,2822,1574,15,55,VERONA
MARANO DI VALPOLICELLA,2468,1915,61,109,VERONA
MEZZANE DI SOTTO,2078,1506,42,100,VERONA
MINERBE,3695,2156,26,85,VERONA
MONTECCHIA DI CROSARA,3340,2679,71,131,VERONA
MONTEFORTE D'ALPONE,6144,4812,131,286,VERONA
MOZZECANE,5298,4035,107,263,VERONA
NEGRAR,13495,10025,175,436,VERONA
NOGARA,6346,3633,34,116,VERONA
NOGAROLE ROCCA,2353,1702,43,101,VERONA
OPPEANO,7085,5236,91,235,VERONA
PALU',876,556,6,25,VERONA
PASTRENGO,2337,1804,50,102,VERONA
PESCANTINA,12748,9462,188,469,VERONA
PESCHIERA DEL GARDA,7844,5918,159,288,VERONA
POVEGLIANO VERONESE,5444,3337,22,108,VERONA
PRESSANA,1927,1515,54,102,VERONA
RIVOLI VERONESE,1665,1347,39,77,VERONA
RONCA',2977,2189,64,139,VERONA
RONCO ALL'ADIGE,4600,2556,17,91,VERONA
ROVERCHIARA,2181,1017,15,52,VERONA
ROVEREDO DI GUA',1186,896,41,87,VERONA
ROVERE' VERONESE,1635,1069,11,60,VERONA
SALIZZOLE,3017,2258,68,175,VERONA
SAN BONIFACIO,14418,10741,271,608,VERONA
SAN GIOVANNI ILARIONE,3949,2283,24,102,VERONA
SAN GIOVANNI LUPATOTO,18732,11757,80,357,VERONA
SANGUINETTO,3331,2460,67,139,VERONA
SAN MARTINO BUON ALBERGO,11067,6936,63,255,VERONA
SAN MAURO DI SALINE,492,336,2,13,VERONA
SAN PIETRO DI MORUBIO,2429,1277,26,58,VERONA
SAN PIETRO IN CARIANO,10310,7809,163,378,VERONA
SANT'AMBROGIO DI VALPOLICELLA,8653,6352,124,292,VERONA
SANT'ANNA D'ALFAEDO,2102,1562,55,135,VERONA
SAN ZENO DI MONTAGNA,1088,972,38,76,VERONA
SELVA DI PROGNO,781,701,33,60,VERONA
SOAVE,5622,3522,32,126,VERONA
SOMMACAMPAGNA,11062,8359,163,392,VERONA
SONA,13317,8202,43,260,VERONA
SORGA',2282,1802,53,102,VERONA
TERRAZZO,1900,1447,60,122,VERONA
TORRI DEL BENACO,2348,1783,40,94,VERONA
TREGNAGO,3863,2483,29,122,VERONA
TREVENZUOLO,1938,1237,10,45,VERONA
VALEGGIO SUL MINCIO,10709,8075,169,411,VERONA
VELO VERONESE,634,559,29,77,VERONA
VERONA,196089,122259,585,3351,VERONA
VERONELLA,3627,2806,72,186,VERONA
VESTENANOVA,2122,1408,46,129,VERONA
VIGASIO,7373,4382,22,130,VERONA
VILLA BARTOLOMEA,4813,2641,35,110,VERONA
VILLAFRANCA DI VERONA,25097,15226,98,469,VERONA
ZEVIO,10954,6741,39,190,VERONA
ZIMELLA,3694,2799,76,172,VERONA
