Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
MACCAGNO CON PINO E VEDDASCA,2524,1707,67,154,VARESE
MALGESSO,1031,713,16,38,VARESE
MALNATE,13274,7855,49,312,VARESE
MARCHIROLO,2937,1210,16,60,VARESE
MARNATE,6111,4437,82,245,VARESE
MARZIO,286,202,4,16,VARESE
MASCIAGO PRIMO,246,187,8,21,VARESE
MERCALLO,1473,1156,30,68,VARESE
MESENZANA,1244,823,45,83,VARESE
MONTEGRINO VALTRAVAGLIA,1250,907,31,71,VARESE
MONVALLE,1542,1140,17,54,VARESE
MORAZZONE,3606,2631,46,168,VARESE
MORNAGO,4106,2923,83,215,VARESE
OGGIONA CON SANTO STEFANO,3487,2164,15,74,VARESE
OLGIATE OLONA,9829,7150,115,323,VARESE
ORIGGIO,6208,3873,21,165,VARESE
ORINO,753,513,14,35,VARESE
OSMATE,555,423,14,24,VARESE
PORTO CERESIO,2668,1309,7,61,VARESE
PORTO VALTRAVAGLIA,2082,1475,47,120,VARESE
RANCIO VALCUVIA,744,535,20,55,VARESE
SALTRIO,2678,1449,14,77,VARESE
RANCO,963,720,16,42,VARESE
SAMARATE,13020,8020,50,284,VARESE
SANGIANO,1189,766,17,50,VARESE
SARONNO,30233,19419,106,544,VARESE
SESTO CALENDE,8606,6114,107,259,VARESE
SOLBIATE ARNO,3390,2482,58,126,VARESE
SOLBIATE OLONA,4567,3327,65,174,VARESE
SOMMA LOMBARDO,13771,7866,41,297,VARESE
SUMIRAGO,5098,3029,18,109,VARESE
TAINO,2853,2172,32,119,VARESE
TERNATE,2156,1589,43,112,VARESE
TRADATE,15227,8776,59,313,VARESE
TRAVEDONA-MONATE,3252,2403,48,126,VARESE
TRONZANO LAGO MAGGIORE,261,193,12,20,VARESE
UBOLDO,8345,6076,106,306,VARESE
VALGANNA,1318,911,20,52,VARESE
VARANO BORGHI,2000,1467,46,94,VARESE
VARESE,64073,37407,179,1091,VARESE
VEDANO OLONA,6115,4211,75,228,VARESE
VENEGONO INFERIORE,5010,3502,67,211,VARESE
VENEGONO SUPERIORE,5818,3333,17,110,VARESE
VERGIATE,7390,4348,25,148,VARESE
VIGGIU',4706,2975,69,186,VARESE
VIZZOLA TICINO,489,363,14,31,VARESE
