Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
AGRA,338,157,3,11,VARESE
ALBIZZATE,4304,2735,30,98,VARESE
ANGERA,4590,3440,60,182,VARESE
ARCISATE,8089,5469,115,340,VARESE
ARSAGO SEPRIO,3888,2623,59,164,VARESE
AZZATE,3683,2159,16,66,VARESE
AZZIO,663,507,14,31,VARESE
BARASSO,1388,824,5,22,VARESE
BARDELLO,1189,938,23,52,VARESE
BEDERO VALCUVIA,566,404,13,28,VARESE
BESANO,2185,1047,9,53,VARESE
BESNATE,4499,3212,83,196,VARESE
BESOZZO,7151,4101,24,145,VARESE
BIANDRONNO,2859,1911,34,104,VARESE
BISUSCHIO,3700,2416,51,147,VARESE
BODIO LOMNAGO,1753,1276,23,57,VARESE
BREBBIA,2726,1617,7,52,VARESE
BREGANO,668,442,6,22,VARESE
BRENTA,1558,803,5,38,VARESE
BREZZO DI BEDERO,958,513,1,15,VARESE
BRINZIO,705,501,10,29,VARESE
BRISSAGO-VALTRAVAGLIA,1068,531,3,14,VARESE
BRUNELLO,814,616,11,25,VARESE
BRUSIMPIANO,1130,708,24,50,VARESE
BUGUGGIATE,2584,1913,36,107,VARESE
BUSTO ARSIZIO,65181,39256,239,1402,VARESE
CADEGLIANO-VICONAGO,1910,736,4,24,VARESE
CADREZZATE,1388,1074,25,63,VARESE
CAIRATE,6503,3856,35,171,VARESE
CANTELLO,4068,2709,78,196,VARESE
CARAVATE,2220,1368,26,95,VARESE
CARDANO AL CAMPO,11673,7929,137,409,VARESE
CARNAGO,5395,3629,55,171,VARESE
CARONNO PERTUSELLA,13381,8157,28,249,VARESE
CARONNO VARESINO,4081,3049,57,201,VARESE
CASALE LITTA,2218,1275,11,54,VARESE
CASALZUIGNO,1119,748,14,39,VARESE
CASCIAGO,3159,2319,39,113,VARESE
CASORATE SEMPIONE,4633,2662,18,77,VARESE
CASSANO MAGNAGO,17430,10529,50,322,VARESE
CASSANO VALCUVIA,523,389,10,30,VARESE
CASTELLANZA,11789,7455,42,216,VARESE
CASTELLO CABIAGLIO,538,330,5,17,VARESE
CASTELSEPRIO,1147,853,22,57,VARESE
CASTELVECCANA,1691,1183,34,70,VARESE
CASTIGLIONE OLONA,6459,4454,82,221,VARESE
CASTRONNO,4274,2889,62,184,VARESE
CAVARIA CON PREMEZZO,4454,3059,63,171,VARESE
CAZZAGO BRABBIA,670,496,14,31,VARESE
CISLAGO,7898,5023,25,180,VARESE
CITTIGLIO,3238,1727,17,54,VARESE
CLIVIO,1848,1000,7,39,VARESE
COCQUIO-TREVISAGO,3941,2119,7,63,VARESE
COMABBIO,929,712,18,38,VARESE
COMERIO,2143,1317,6,33,VARESE
CREMENAGA,803,313,3,11,VARESE
CROSIO DELLA VALLE,550,350,6,17,VARESE
CUASSO AL MONTE,3089,2043,55,144,VARESE
CUGLIATE-FABIASCO,2809,1225,18,62,VARESE
CUNARDO,2132,1445,51,91,VARESE
CURIGLIA CON MONTEVIASCO,227,122,3,14,VARESE
CUVEGLIO,2843,1941,46,129,VARESE
CUVIO,1415,881,24,46,VARESE
DAVERIO,2512,1529,9,57,VARESE
DUMENZA,1361,811,25,80,VARESE
DUNO,119,72,8,11,VARESE
FAGNANO OLONA,9843,6737,105,332,VARESE
FERNO,5582,3184,25,130,VARESE
FERRERA DI VARESE,565,395,15,26,VARESE
GALLARATE,38861,23596,129,672,VARESE
GALLIATE LOMBARDO,830,528,2,10,VARESE
GAVIRATE,7603,5061,83,245,VARESE
GAZZADA SCHIANNO,3834,2748,42,170,VARESE
GEMONIO,2264,1272,11,44,VARESE
GERENZANO,8238,5104,34,201,VARESE
GERMIGNAGA,3265,2008,45,105,VARESE
GOLASECCA,2244,1202,7,54,VARESE
GORLA MAGGIORE,4140,2615,19,113,VARESE
GORLA MINORE,6723,4715,94,248,VARESE
GORNATE OLONA,1860,1270,25,66,VARESE
GRANTOLA,984,673,18,38,VARESE
INARZO,871,516,5,14,VARESE
INDUNO OLONA,8468,5640,95,305,VARESE
ISPRA,3959,2985,58,196,VARESE
JERAGO CON ORAGO,4214,2592,21,116,VARESE
LAVENA-PONTE TRESA,5462,2212,15,87,VARESE
LAVENO-MOMBELLO,7376,4266,27,182,VARESE
LEGGIUNO,2987,1726,12,69,VARESE
LONATE CEPPINO,4056,2851,43,151,VARESE
LONATE POZZOLO,9458,6495,119,334,VARESE
LOZZA,1060,779,19,52,VARESE
LUINO,12911,6154,38,258,VARESE
LUVINATE,1082,652,2,13,VARESE
