Ente,Liste/Gruppi,Voti,nomefile
ACQUI TERME,PARTITO DEMOCRATICO,4008,ALESSANDRIA
ACQUI TERME,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,2145,ALESSANDRIA
ACQUI TERME,FORZA ITALIA,1604,ALESSANDRIA
ACQUI TERME,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,643,ALESSANDRIA
ACQUI TERME,L'ALTRA EUROPA CON TSIPRAS,352,ALESSANDRIA
ACQUI TERME,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,327,ALESSANDRIA
ACQUI TERME,NUOVO CENTRO DESTRA - UDC,196,ALESSANDRIA
ACQUI TERME,VERDI EUROPEI-GREEN ITALIA,73,ALESSANDRIA
ACQUI TERME,ITALIA DEI VALORI,64,ALESSANDRIA
ACQUI TERME,SCELTA EUROPEA,45,ALESSANDRIA
ACQUI TERME,IO CAMBIO - MAIE,22,ALESSANDRIA
ALBERA LIGURE,PARTITO DEMOCRATICO,75,ALESSANDRIA
ALBERA LIGURE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,36,ALESSANDRIA
ALBERA LIGURE,FORZA ITALIA,35,ALESSANDRIA
ALBERA LIGURE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,26,ALESSANDRIA
ALBERA LIGURE,NUOVO CENTRO DESTRA - UDC,10,ALESSANDRIA
ALBERA LIGURE,L'ALTRA EUROPA CON TSIPRAS,9,ALESSANDRIA
ALBERA LIGURE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,6,ALESSANDRIA
ALBERA LIGURE,VERDI EUROPEI-GREEN ITALIA,4,ALESSANDRIA
ALBERA LIGURE,ITALIA DEI VALORI,2,ALESSANDRIA
ALBERA LIGURE,IO CAMBIO - MAIE,1,ALESSANDRIA
ALBERA LIGURE,SCELTA EUROPEA,0,ALESSANDRIA
ALESSANDRIA,PARTITO DEMOCRATICO,16522,ALESSANDRIA
ALESSANDRIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,8935,ALESSANDRIA
ALESSANDRIA,FORZA ITALIA,7251,ALESSANDRIA
ALESSANDRIA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,2849,ALESSANDRIA
ALESSANDRIA,L'ALTRA EUROPA CON TSIPRAS,1445,ALESSANDRIA
ALESSANDRIA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,1391,ALESSANDRIA
ALESSANDRIA,NUOVO CENTRO DESTRA - UDC,1249,ALESSANDRIA
ALESSANDRIA,ITALIA DEI VALORI,403,ALESSANDRIA
ALESSANDRIA,VERDI EUROPEI-GREEN ITALIA,346,ALESSANDRIA
ALESSANDRIA,SCELTA EUROPEA,342,ALESSANDRIA
ALESSANDRIA,IO CAMBIO - MAIE,56,ALESSANDRIA
ALFIANO NATTA,PARTITO DEMOCRATICO,131,ALESSANDRIA
ALFIANO NATTA,FORZA ITALIA,90,ALESSANDRIA
ALFIANO NATTA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,89,ALESSANDRIA
ALFIANO NATTA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,37,ALESSANDRIA
ALFIANO NATTA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,32,ALESSANDRIA
ALFIANO NATTA,L'ALTRA EUROPA CON TSIPRAS,19,ALESSANDRIA
ALFIANO NATTA,NUOVO CENTRO DESTRA - UDC,17,ALESSANDRIA
ALFIANO NATTA,VERDI EUROPEI-GREEN ITALIA,8,ALESSANDRIA
ALFIANO NATTA,ITALIA DEI VALORI,3,ALESSANDRIA
ALFIANO NATTA,SCELTA EUROPEA,3,ALESSANDRIA
ALFIANO NATTA,IO CAMBIO - MAIE,1,ALESSANDRIA
ALICE BEL COLLE,PARTITO DEMOCRATICO,140,ALESSANDRIA
ALICE BEL COLLE,FORZA ITALIA,101,ALESSANDRIA
ALICE BEL COLLE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,72,ALESSANDRIA
ALICE BEL COLLE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,48,ALESSANDRIA
ALICE BEL COLLE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,13,ALESSANDRIA
ALICE BEL COLLE,NUOVO CENTRO DESTRA - UDC,8,ALESSANDRIA
ALICE BEL COLLE,L'ALTRA EUROPA CON TSIPRAS,5,ALESSANDRIA
ALICE BEL COLLE,ITALIA DEI VALORI,3,ALESSANDRIA
ALICE BEL COLLE,VERDI EUROPEI-GREEN ITALIA,3,ALESSANDRIA
ALICE BEL COLLE,SCELTA EUROPEA,2,ALESSANDRIA
ALICE BEL COLLE,IO CAMBIO - MAIE,0,ALESSANDRIA
ALLUVIONI CAMBIO',PARTITO DEMOCRATICO,174,ALESSANDRIA
ALLUVIONI CAMBIO',FORZA ITALIA,114,ALESSANDRIA
ALLUVIONI CAMBIO',MOVIMENTO 5 STELLE BEPPEGRILLO.IT,87,ALESSANDRIA
ALLUVIONI CAMBIO',LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,43,ALESSANDRIA
ALLUVIONI CAMBIO',FRATELLI D'ITALIA - ALLEANZA NAZIONALE,22,ALESSANDRIA
ALLUVIONI CAMBIO',NUOVO CENTRO DESTRA - UDC,12,ALESSANDRIA
ALLUVIONI CAMBIO',L'ALTRA EUROPA CON TSIPRAS,4,ALESSANDRIA
ALLUVIONI CAMBIO',VERDI EUROPEI-GREEN ITALIA,3,ALESSANDRIA
ALLUVIONI CAMBIO',ITALIA DEI VALORI,1,ALESSANDRIA
ALLUVIONI CAMBIO',IO CAMBIO - MAIE,1,ALESSANDRIA
ALLUVIONI CAMBIO',SCELTA EUROPEA,0,ALESSANDRIA
ALTAVILLA MONFERRATO,PARTITO DEMOCRATICO,114,ALESSANDRIA
ALTAVILLA MONFERRATO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,54,ALESSANDRIA
ALTAVILLA MONFERRATO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,46,ALESSANDRIA
ALTAVILLA MONFERRATO,FORZA ITALIA,37,ALESSANDRIA
ALTAVILLA MONFERRATO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,22,ALESSANDRIA
ALTAVILLA MONFERRATO,L'ALTRA EUROPA CON TSIPRAS,9,ALESSANDRIA
ALTAVILLA MONFERRATO,NUOVO CENTRO DESTRA - UDC,7,ALESSANDRIA
ALTAVILLA MONFERRATO,VERDI EUROPEI-GREEN ITALIA,4,ALESSANDRIA
ALTAVILLA MONFERRATO,ITALIA DEI VALORI,1,ALESSANDRIA
ALTAVILLA MONFERRATO,IO CAMBIO - MAIE,1,ALESSANDRIA
ALTAVILLA MONFERRATO,SCELTA EUROPEA,0,ALESSANDRIA
ALZANO SCRIVIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,67,ALESSANDRIA
ALZANO SCRIVIA,FORZA ITALIA,65,ALESSANDRIA
ALZANO SCRIVIA,PARTITO DEMOCRATICO,56,ALESSANDRIA
ALZANO SCRIVIA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,28,ALESSANDRIA
ALZANO SCRIVIA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,7,ALESSANDRIA
ALZANO SCRIVIA,ITALIA DEI VALORI,3,ALESSANDRIA
ALZANO SCRIVIA,NUOVO CENTRO DESTRA - UDC,1,ALESSANDRIA
ALZANO SCRIVIA,L'ALTRA EUROPA CON TSIPRAS,1,ALESSANDRIA
ALZANO SCRIVIA,VERDI EUROPEI-GREEN ITALIA,1,ALESSANDRIA
ALZANO SCRIVIA,SCELTA EUROPEA,1,ALESSANDRIA
ALZANO SCRIVIA,IO CAMBIO - MAIE,0,ALESSANDRIA
ARQUATA SCRIVIA,PARTITO DEMOCRATICO,1318,ALESSANDRIA
ARQUATA SCRIVIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,837,ALESSANDRIA
ARQUATA SCRIVIA,FORZA ITALIA,360,ALESSANDRIA
ARQUATA SCRIVIA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,254,ALESSANDRIA
ARQUATA SCRIVIA,L'ALTRA EUROPA CON TSIPRAS,198,ALESSANDRIA
ARQUATA SCRIVIA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,91,ALESSANDRIA
ARQUATA SCRIVIA,NUOVO CENTRO DESTRA - UDC,71,ALESSANDRIA
ARQUATA SCRIVIA,VERDI EUROPEI-GREEN ITALIA,28,ALESSANDRIA
ARQUATA SCRIVIA,ITALIA DEI VALORI,20,ALESSANDRIA
ARQUATA SCRIVIA,SCELTA EUROPEA,17,ALESSANDRIA
ARQUATA SCRIVIA,IO CAMBIO - MAIE,5,ALESSANDRIA
AVOLASCA,PARTITO DEMOCRATICO,76,ALESSANDRIA
AVOLASCA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,43,ALESSANDRIA
AVOLASCA,FORZA ITALIA,33,ALESSANDRIA
AVOLASCA,L'ALTRA EUROPA CON TSIPRAS,11,ALESSANDRIA
AVOLASCA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,10,ALESSANDRIA
AVOLASCA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,8,ALESSANDRIA
AVOLASCA,NUOVO CENTRO DESTRA - UDC,5,ALESSANDRIA
AVOLASCA,VERDI EUROPEI-GREEN ITALIA,3,ALESSANDRIA
AVOLASCA,IO CAMBIO - MAIE,1,ALESSANDRIA
AVOLASCA,SCELTA EUROPEA,1,ALESSANDRIA
AVOLASCA,ITALIA DEI VALORI,0,ALESSANDRIA
BALZOLA,PARTITO DEMOCRATICO,338,ALESSANDRIA
BALZOLA,FORZA ITALIA,193,ALESSANDRIA
BALZOLA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,156,ALESSANDRIA
BALZOLA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,65,ALESSANDRIA
BALZOLA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,51,ALESSANDRIA
BALZOLA,NUOVO CENTRO DESTRA - UDC,23,ALESSANDRIA
BALZOLA,L'ALTRA EUROPA CON TSIPRAS,17,ALESSANDRIA
BALZOLA,VERDI EUROPEI-GREEN ITALIA,10,ALESSANDRIA
BALZOLA,ITALIA DEI VALORI,9,ALESSANDRIA
BALZOLA,IO CAMBIO - MAIE,2,ALESSANDRIA
BALZOLA,SCELTA EUROPEA,2,ALESSANDRIA
BASALUZZO,PARTITO DEMOCRATICO,362,ALESSANDRIA
BASALUZZO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,331,ALESSANDRIA
BASALUZZO,FORZA ITALIA,238,ALESSANDRIA
BASALUZZO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,124,ALESSANDRIA
BASALUZZO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,49,ALESSANDRIA
BASALUZZO,L'ALTRA EUROPA CON TSIPRAS,24,ALESSANDRIA
BASALUZZO,NUOVO CENTRO DESTRA - UDC,20,ALESSANDRIA
BASALUZZO,VERDI EUROPEI-GREEN ITALIA,14,ALESSANDRIA
BASALUZZO,SCELTA EUROPEA,6,ALESSANDRIA
BASALUZZO,ITALIA DEI VALORI,4,ALESSANDRIA
BASALUZZO,IO CAMBIO - MAIE,2,ALESSANDRIA
BASSIGNANA,PARTITO DEMOCRATICO,329,ALESSANDRIA
BASSIGNANA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,268,ALESSANDRIA
BASSIGNANA,FORZA ITALIA,250,ALESSANDRIA
BASSIGNANA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,81,ALESSANDRIA
BASSIGNANA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,32,ALESSANDRIA
BASSIGNANA,L'ALTRA EUROPA CON TSIPRAS,26,ALESSANDRIA
BASSIGNANA,NUOVO CENTRO DESTRA - UDC,23,ALESSANDRIA
BASSIGNANA,VERDI EUROPEI-GREEN ITALIA,10,ALESSANDRIA
BASSIGNANA,IO CAMBIO - MAIE,4,ALESSANDRIA
BASSIGNANA,ITALIA DEI VALORI,4,ALESSANDRIA
BASSIGNANA,SCELTA EUROPEA,4,ALESSANDRIA
BELFORTE MONFERRATO,PARTITO DEMOCRATICO,156,ALESSANDRIA
BELFORTE MONFERRATO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,87,ALESSANDRIA
BELFORTE MONFERRATO,FORZA ITALIA,24,ALESSANDRIA
BELFORTE MONFERRATO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,17,ALESSANDRIA
BELFORTE MONFERRATO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,12,ALESSANDRIA
BELFORTE MONFERRATO,L'ALTRA EUROPA CON TSIPRAS,10,ALESSANDRIA
BELFORTE MONFERRATO,VERDI EUROPEI-GREEN ITALIA,5,ALESSANDRIA
BELFORTE MONFERRATO,NUOVO CENTRO DESTRA - UDC,5,ALESSANDRIA
BELFORTE MONFERRATO,ITALIA DEI VALORI,1,ALESSANDRIA
BELFORTE MONFERRATO,IO CAMBIO - MAIE,1,ALESSANDRIA
BELFORTE MONFERRATO,SCELTA EUROPEA,0,ALESSANDRIA
BERGAMASCO,PARTITO DEMOCRATICO,238,ALESSANDRIA
BERGAMASCO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,82,ALESSANDRIA
BERGAMASCO,FORZA ITALIA,49,ALESSANDRIA
BERGAMASCO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,25,ALESSANDRIA
BERGAMASCO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,20,ALESSANDRIA
BERGAMASCO,NUOVO CENTRO DESTRA - UDC,17,ALESSANDRIA
BERGAMASCO,L'ALTRA EUROPA CON TSIPRAS,10,ALESSANDRIA
BERGAMASCO,ITALIA DEI VALORI,8,ALESSANDRIA
BERGAMASCO,VERDI EUROPEI-GREEN ITALIA,6,ALESSANDRIA
BERGAMASCO,SCELTA EUROPEA,4,ALESSANDRIA
BERGAMASCO,IO CAMBIO - MAIE,2,ALESSANDRIA
BERZANO DI TORTONA,FORZA ITALIA,30,ALESSANDRIA
BERZANO DI TORTONA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,21,ALESSANDRIA
BERZANO DI TORTONA,PARTITO DEMOCRATICO,19,ALESSANDRIA
BERZANO DI TORTONA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,6,ALESSANDRIA
BERZANO DI TORTONA,L'ALTRA EUROPA CON TSIPRAS,5,ALESSANDRIA
BERZANO DI TORTONA,NUOVO CENTRO DESTRA - UDC,1,ALESSANDRIA
BERZANO DI TORTONA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,1,ALESSANDRIA
BERZANO DI TORTONA,VERDI EUROPEI-GREEN ITALIA,1,ALESSANDRIA
BERZANO DI TORTONA,IO CAMBIO - MAIE,0,ALESSANDRIA
BERZANO DI TORTONA,ITALIA DEI VALORI,0,ALESSANDRIA
BERZANO DI TORTONA,SCELTA EUROPEA,0,ALESSANDRIA
BISTAGNO,PARTITO DEMOCRATICO,379,ALESSANDRIA
BISTAGNO,FORZA ITALIA,212,ALESSANDRIA
BISTAGNO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,192,ALESSANDRIA
BISTAGNO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,110,ALESSANDRIA
BISTAGNO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,38,ALESSANDRIA
BISTAGNO,ITALIA DEI VALORI,19,ALESSANDRIA
BISTAGNO,L'ALTRA EUROPA CON TSIPRAS,18,ALESSANDRIA
BISTAGNO,NUOVO CENTRO DESTRA - UDC,16,ALESSANDRIA
BISTAGNO,VERDI EUROPEI-GREEN ITALIA,10,ALESSANDRIA
BISTAGNO,SCELTA EUROPEA,3,ALESSANDRIA
BISTAGNO,IO CAMBIO - MAIE,2,ALESSANDRIA
BORGHETTO DI BORBERA,PARTITO DEMOCRATICO,417,ALESSANDRIA
BORGHETTO DI BORBERA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,307,ALESSANDRIA
BORGHETTO DI BORBERA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,204,ALESSANDRIA
BORGHETTO DI BORBERA,FORZA ITALIA,118,ALESSANDRIA
BORGHETTO DI BORBERA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,41,ALESSANDRIA
BORGHETTO DI BORBERA,NUOVO CENTRO DESTRA - UDC,31,ALESSANDRIA
BORGHETTO DI BORBERA,L'ALTRA EUROPA CON TSIPRAS,30,ALESSANDRIA
BORGHETTO DI BORBERA,VERDI EUROPEI-GREEN ITALIA,9,ALESSANDRIA
BORGHETTO DI BORBERA,SCELTA EUROPEA,7,ALESSANDRIA
BORGHETTO DI BORBERA,ITALIA DEI VALORI,6,ALESSANDRIA
BORGHETTO DI BORBERA,IO CAMBIO - MAIE,1,ALESSANDRIA
BORGORATTO ALESSANDRINO,PARTITO DEMOCRATICO,116,ALESSANDRIA
BORGORATTO ALESSANDRINO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,82,ALESSANDRIA
BORGORATTO ALESSANDRINO,FORZA ITALIA,62,ALESSANDRIA
BORGORATTO ALESSANDRINO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,28,ALESSANDRIA
BORGORATTO ALESSANDRINO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,23,ALESSANDRIA
BORGORATTO ALESSANDRINO,L'ALTRA EUROPA CON TSIPRAS,12,ALESSANDRIA
BORGORATTO ALESSANDRINO,NUOVO CENTRO DESTRA - UDC,8,ALESSANDRIA
BORGORATTO ALESSANDRINO,VERDI EUROPEI-GREEN ITALIA,4,ALESSANDRIA
BORGORATTO ALESSANDRINO,IO CAMBIO - MAIE,1,ALESSANDRIA
BORGORATTO ALESSANDRINO,ITALIA DEI VALORI,1,ALESSANDRIA
BORGORATTO ALESSANDRINO,SCELTA EUROPEA,1,ALESSANDRIA
BORGO SAN MARTINO,PARTITO DEMOCRATICO,226,ALESSANDRIA
BORGO SAN MARTINO,FORZA ITALIA,150,ALESSANDRIA
BORGO SAN MARTINO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,121,ALESSANDRIA
BORGO SAN MARTINO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,57,ALESSANDRIA
BORGO SAN MARTINO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,31,ALESSANDRIA
BORGO SAN MARTINO,NUOVO CENTRO DESTRA - UDC,31,ALESSANDRIA
BORGO SAN MARTINO,L'ALTRA EUROPA CON TSIPRAS,10,ALESSANDRIA
BORGO SAN MARTINO,ITALIA DEI VALORI,7,ALESSANDRIA
BORGO SAN MARTINO,SCELTA EUROPEA,3,ALESSANDRIA
BORGO SAN MARTINO,VERDI EUROPEI-GREEN ITALIA,2,ALESSANDRIA
BORGO SAN MARTINO,IO CAMBIO - MAIE,0,ALESSANDRIA
BOSCO MARENGO,PARTITO DEMOCRATICO,505,ALESSANDRIA
