Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
BRINDISI,72619,30528,225,1299,BRINDISI
CAROVIGNO,13581,6535,90,397,BRINDISI
CEGLIE MESSAPICA,17015,7582,145,521,BRINDISI
CELLINO SAN MARCO,5738,2563,32,142,BRINDISI
CISTERNINO,10453,5549,105,398,BRINDISI
ERCHIE,7313,2858,43,203,BRINDISI
FASANO,33575,14697,198,806,BRINDISI
FRANCAVILLA FONTANA,29958,23457,2065,3398,BRINDISI
LATIANO,12115,5325,93,409,BRINDISI
MESAGNE,23419,10175,131,528,BRINDISI
ORIA,12640,5560,96,453,BRINDISI
OSTUNI,26183,21056,1492,2348,BRINDISI
SAN DONACI,5695,2395,37,133,BRINDISI
SAN MICHELE SALENTINO,5283,2443,78,275,BRINDISI
SAN PANCRAZIO SALENTINO,8642,4094,40,210,BRINDISI
SAN PIETRO VERNOTICO,11932,5237,62,224,BRINDISI
SAN VITO DEI NORMANNI,16569,7826,98,489,BRINDISI
TORCHIAROLO,4540,1805,32,94,BRINDISI
TORRE SANTA SUSANNA,8918,4233,80,368,BRINDISI
VILLA CASTELLI,7448,6200,528,778,BRINDISI
