Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
FERRUZZANO,937,240,3,15,REGGIO CALABRIA
FIUMARA,1148,394,7,31,REGGIO CALABRIA
GALATRO,2074,574,9,36,REGGIO CALABRIA
GERACE,2464,980,13,71,REGGIO CALABRIA
GIFFONE,1739,817,12,40,REGGIO CALABRIA
GIOIA TAURO,15040,5158,47,288,REGGIO CALABRIA
GIOIOSA IONICA,6798,2116,24,118,REGGIO CALABRIA
GROTTERIA,3730,868,22,50,REGGIO CALABRIA
LAGANADI,369,214,4,13,REGGIO CALABRIA
LAUREANA DI BORRELLO,5201,2151,33,179,REGGIO CALABRIA
LOCRI,10100,3981,43,251,REGGIO CALABRIA
MAMMOLA,4121,813,9,41,REGGIO CALABRIA
MARINA DI GIOIOSA IONICA,6064,1943,26,98,REGGIO CALABRIA
MAROPATI,1525,503,4,26,REGGIO CALABRIA
MARTONE,581,374,45,58,REGGIO CALABRIA
MELICUCCA',1212,313,3,13,REGGIO CALABRIA
MELICUCCO,4256,1125,31,74,REGGIO CALABRIA
MELITO DI PORTO SALVO,9288,3525,36,193,REGGIO CALABRIA
MOLOCHIO,2494,931,11,78,REGGIO CALABRIA
MONASTERACE,2869,2185,141,246,REGGIO CALABRIA
MONTEBELLO IONICO,5308,1840,13,91,REGGIO CALABRIA
MOTTA SAN GIOVANNI,5213,2231,26,106,REGGIO CALABRIA
OPPIDO MAMERTINA,5525,3456,363,549,REGGIO CALABRIA
PALIZZI,2111,1517,167,257,REGGIO CALABRIA
PALMI,15913,5941,57,356,REGGIO CALABRIA
PAZZANO,660,233,3,19,REGGIO CALABRIA
PLACANICA,1267,427,3,15,REGGIO CALABRIA
PLATI',3923,981,75,157,REGGIO CALABRIA
POLISTENA,8820,3747,40,254,REGGIO CALABRIA
PORTIGLIOLA,1108,348,5,21,REGGIO CALABRIA
REGGIO DI CALABRIA,147213,64608,472,3968,REGGIO CALABRIA
RIACE,1760,1139,143,192,REGGIO CALABRIA
RIZZICONI,6204,2399,38,186,REGGIO CALABRIA
ROCCAFORTE DEL GRECO,494,261,25,43,REGGIO CALABRIA
ROCCELLA IONICA,7081,4085,329,684,REGGIO CALABRIA
ROGHUDI,870,298,4,20,REGGIO CALABRIA
ROSARNO,11361,3904,51,251,REGGIO CALABRIA
SAMO,889,264,6,10,REGGIO CALABRIA
SAN FERDINANDO,3808,1367,15,67,REGGIO CALABRIA
SAN GIORGIO MORGETO,3385,1039,7,54,REGGIO CALABRIA
SAN GIOVANNI DI GERACE,696,362,67,80,REGGIO CALABRIA
SAN LORENZO,2531,701,7,39,REGGIO CALABRIA
SAN LUCA,2966,689,6,33,REGGIO CALABRIA
SAN PIETRO DI CARIDA',1469,789,87,120,REGGIO CALABRIA
SAN PROCOPIO,586,140,4,9,REGGIO CALABRIA
SAN ROBERTO,1760,1259,131,231,REGGIO CALABRIA
SANTA CRISTINA D'ASPROMONTE,1066,625,92,147,REGGIO CALABRIA
SANT'AGATA DEL BIANCO,583,237,3,6,REGGIO CALABRIA
SANT'ALESSIO IN ASPROMONTE,296,199,15,19,REGGIO CALABRIA
SANT'EUFEMIA D'ASPROMONTE,3766,1083,27,82,REGGIO CALABRIA
SANT'ILARIO DELLO IONIO,1203,707,82,132,REGGIO CALABRIA
SANTO STEFANO IN ASPROMONTE,1129,609,4,26,REGGIO CALABRIA
SCIDO,928,551,92,131,REGGIO CALABRIA
SCILLA,5419,1999,18,133,REGGIO CALABRIA
SEMINARA,2853,726,6,36,REGGIO CALABRIA
SERRATA,1015,270,8,20,REGGIO CALABRIA
SIDERNO,15857,4990,54,260,REGGIO CALABRIA
SINOPOLI,2355,481,8,25,REGGIO CALABRIA
STAITI,355,74,1,2,REGGIO CALABRIA
STIGNANO,1185,766,107,156,REGGIO CALABRIA
STILO,2438,919,12,54,REGGIO CALABRIA
TAURIANOVA,13726,4342,62,270,REGGIO CALABRIA
TERRANOVA SAPPO MINULIO,517,140,4,6,REGGIO CALABRIA
VARAPODIO,2486,897,17,62,REGGIO CALABRIA
VILLA SAN GIOVANNI,11217,5403,60,364,REGGIO CALABRIA
