Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ACQUAVIVA PLATANI,883,498,5,36,CALTANISSETTA
BOMPENSIERE,520,238,2,8,CALTANISSETTA
BUTERA,4251,1654,9,68,CALTANISSETTA
CALTANISSETTA,51522,36980,2390,5095,CALTANISSETTA
CAMPOFRANCO,2807,1334,22,79,CALTANISSETTA
DELIA,4661,1437,26,74,CALTANISSETTA
GELA,61625,18308,201,1087,CALTANISSETTA
MARIANOPOLI,1917,743,18,60,CALTANISSETTA
MAZZARINO,11082,7839,930,1392,CALTANISSETTA
MILENA,3091,1428,25,90,CALTANISSETTA
MONTEDORO,1439,607,18,56,CALTANISSETTA
MUSSOMELI,9279,4442,85,420,CALTANISSETTA
NISCEMI,22717,6270,73,420,CALTANISSETTA
RESUTTANO,1915,757,17,73,CALTANISSETTA
RIESI,9575,3331,28,128,CALTANISSETTA
SAN CATALDO,19805,14035,966,1856,CALTANISSETTA
SANTA CATERINA VILLARMOSA,5133,2022,28,107,CALTANISSETTA
SERRADIFALCO,5211,2255,47,156,CALTANISSETTA
SOMMATINO,6037,2315,32,124,CALTANISSETTA
SUTERA,1272,797,9,35,CALTANISSETTA
VALLELUNGA PRATAMENO,2992,1196,36,104,CALTANISSETTA
VILLALBA,1562,654,17,36,CALTANISSETTA
