Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
LUSON/LUESEN,1144,543,21,39,BOLZANO
MAGRE' SULLA STRADA DEL VINO/MARGREID AN DER WEINSTRASSE,917,472,14,23,BOLZANO
MALLES VENOSTA/MALS,4376,1650,104,164,BOLZANO
MAREBBE/ENNEBERG,2202,1207,77,130,BOLZANO
MARLENGO/MARLING,1999,998,36,61,BOLZANO
MARTELLO/MARTELL,789,333,16,31,BOLZANO
MELTINA/MOELTEN,1228,660,26,37,BOLZANO
MERANO/MERAN,28468,14859,208,627,BOLZANO
MONGUELFO-TESIDO/WELSBERG-TAISTEN,2080,1008,55,84,BOLZANO
MONTAGNA/MONTAN,1281,709,16,51,BOLZANO
MOSO IN PASSIRIA/MOOS IN PASSEIER,1680,883,47,72,BOLZANO
NALLES/NALS,1466,729,20,42,BOLZANO
NATURNO/NATURNS,4463,1815,68,135,BOLZANO
NAZ-SCIAVES/NATZ-SCHABS,2171,1225,66,105,BOLZANO
NOVA LEVANTE/WELSCHNOFEN,1565,715,32,63,BOLZANO
NOVA PONENTE/DEUTSCHNOFEN,2937,1519,47,120,BOLZANO
ORA/AUER,2715,1530,27,87,BOLZANO
ORTISEI/ST. ULRICH,3574,1795,68,119,BOLZANO
PARCINES/PARTSCHINS,2880,1215,45,81,BOLZANO
PERCA/PERCHA,1190,589,33,57,BOLZANO
PLAUS/PLAUS,491,216,11,23,BOLZANO
PONTE GARDENA/WAIDBRUCK,137,94,6,7,BOLZANO
POSTAL/BURGSTALL,1412,704,18,40,BOLZANO
PRATO ALLO STELVIO/PRAD AM STILFSER JOCH,2891,1012,67,94,BOLZANO
PREDOI/PRETTAU,471,244,20,34,BOLZANO
PROVES/PROVEIS,213,133,11,14,BOLZANO
RACINES/RATSCHINGS,3373,1566,77,111,BOLZANO
RASUN ANTERSELVA/RASEN-ANTHOLZ,2184,1092,73,121,BOLZANO
RENON/RITTEN,5829,3188,121,267,BOLZANO
RIFIANO/RIFFIAN,1045,482,30,37,BOLZANO
RIO DI PUSTERIA/MUEHLBACH,2176,1161,75,111,BOLZANO
RODENGO/RODENECK,929,462,24,37,BOLZANO
SALORNO/SALURN,2485,1400,19,71,BOLZANO
SAN CANDIDO/INNICHEN,2590,1350,49,87,BOLZANO
SAN GENESIO ATESINO/JENESIEN,2325,1358,63,123,BOLZANO
SAN LEONARDO IN PASSIRIA/ST. LEONHARD IN PASSEIER,2940,1287,59,125,BOLZANO
SAN LORENZO DI SEBATO/ST. LORENZEN,2887,1461,63,105,BOLZANO
SAN MARTINO IN BADIA/ST. MARTIN IN THURN,1346,783,60,99,BOLZANO
SAN MARTINO IN PASSIRIA/ST. MARTIN IN PASSEIER,2540,1001,75,110,BOLZANO
SAN PANCRAZIO/ST. PANKRAZ,1263,629,49,77,BOLZANO
SANTA CRISTINA VALGARDENA/ST. CHRISTINA IN GROEDEN,1454,770,32,61,BOLZANO
SARENTINO/SARNTAL,5531,2721,169,307,BOLZANO
SCENA/SCHENNA,2188,1065,61,115,BOLZANO
SELVA DEI MOLINI/MUEHLWALD,1120,556,42,76,BOLZANO
SELVA DI VAL GARDENA/WOLKENSTEIN IN GROEDEN,2025,1014,38,60,BOLZANO
SENALES/SCHNALS,1038,551,36,46,BOLZANO
SENALE-SAN FELICE/UNSERE LIEBE FRAU IM WALDE-ST. FELIX,618,303,22,36,BOLZANO
SESTO/SEXTEN,1518,645,20,32,BOLZANO
SILANDRO/SCHLANDERS,4678,2278,96,166,BOLZANO
SLUDERNO/SCHLUDERNS,1563,635,21,49,BOLZANO
STELVIO/STILFS,1013,349,16,24,BOLZANO
TERENTO/TERENTEN,1317,623,52,63,BOLZANO
TERLANO/TERLAN,3154,1788,38,95,BOLZANO
TERMENO SULLA STRADA DEL VINO/TRAMIN AN DER WEINSTRASSE,2562,1357,60,99,BOLZANO
TESIMO/TISENS,1507,686,36,59,BOLZANO
TIRES/TIERS,733,433,9,32,BOLZANO
TIROLO/TIROL,1941,830,20,42,BOLZANO
TRODENA NEL PARCO NATURALE/TRUDEN IM NATURPARK,815,403,26,63,BOLZANO
TUBRE/TAUFERS IM MUENSTERTAL,1063,348,19,33,BOLZANO
ULTIMO/ULTEN,2403,1089,77,134,BOLZANO
VADENA/PFATTEN,776,441,7,33,BOLZANO
VALDAORA/OLANG,2384,1198,49,84,BOLZANO
VAL DI VIZZE/PFITSCH,2170,1066,53,82,BOLZANO
VALLE AURINA/AHRNTAL,4572,2115,200,286,BOLZANO
VALLE DI CASIES/GSIES,1735,1011,60,72,BOLZANO
VANDOIES/VINTL,2574,1224,90,128,BOLZANO
VARNA/VAHRN,3207,1776,71,137,BOLZANO
VELTURNO/FELDTHURNS,2080,1175,75,125,BOLZANO
VERANO/VOERAN,734,377,20,32,BOLZANO
VILLABASSA/NIEDERDORF,1119,512,23,44,BOLZANO
VILLANDRO/VILLANDERS,1465,790,50,76,BOLZANO
VIPITENO/STERZING,5174,2370,77,179,BOLZANO
