Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
AIROLE,284,220,15,23,IMPERIA
APRICALE,461,160,6,11,IMPERIA
AQUILA D'ARROSCIA,171,71,2,6,IMPERIA
ARMO,94,53,2,2,IMPERIA
AURIGO,279,188,4,11,IMPERIA
BADALUCCO,948,763,40,89,IMPERIA
BAJARDO,271,217,11,25,IMPERIA
BORDIGHERA,8826,4593,22,115,IMPERIA
BORGHETTO D'ARROSCIA,388,188,6,15,IMPERIA
BORGOMARO,705,361,3,23,IMPERIA
CAMPOROSSO,4466,3333,152,301,IMPERIA
CARAVONICA,208,126,3,7,IMPERIA
CARPASIO,156,123,3,7,IMPERIA
CASTELLARO,1023,824,28,55,IMPERIA
CASTEL VITTORIO,261,129,1,19,IMPERIA
CERIANA,973,683,37,77,IMPERIA
CERVO,1004,710,13,38,IMPERIA
CESIO,221,166,4,12,IMPERIA
CHIUSANICO,550,416,19,47,IMPERIA
CHIUSAVECCHIA,355,188,2,6,IMPERIA
CIPRESSA,1014,584,5,26,IMPERIA
CIVEZZA,475,277,6,8,IMPERIA
COSIO DI ARROSCIA,208,106,3,8,IMPERIA
COSTARAINERA,678,390,14,15,IMPERIA
DIANO ARENTINO,598,307,3,11,IMPERIA
DIANO CASTELLO,1736,941,6,46,IMPERIA
DIANO MARINA,5137,2771,18,94,IMPERIA
DIANO SAN PIETRO,864,673,26,49,IMPERIA
DOLCEACQUA,1707,1352,74,136,IMPERIA
DOLCEDO,1085,865,32,80,IMPERIA
IMPERIA,33069,18513,108,814,IMPERIA
ISOLABONA,538,406,33,56,IMPERIA
LUCINASCO,214,104,0,1,IMPERIA
MENDATICA,178,136,9,13,IMPERIA
MOLINI DI TRIORA,524,412,33,47,IMPERIA
MONTALTO LIGURE,328,231,12,33,IMPERIA
MONTEGROSSO PIAN LATTE,105,91,4,11,IMPERIA
OLIVETTA SAN MICHELE,183,131,12,16,IMPERIA
OSPEDALETTI,2730,2059,45,119,IMPERIA
PERINALDO,687,282,4,11,IMPERIA
PIETRABRUNA,380,219,2,8,IMPERIA
PIEVE DI TECO,1061,488,5,28,IMPERIA
PIGNA,712,543,39,71,IMPERIA
POMPEIANA,660,341,5,20,IMPERIA
PONTEDASSIO,1832,1318,48,103,IMPERIA
PORNASSIO,495,227,6,14,IMPERIA
PRELA',376,210,5,12,IMPERIA
RANZO,451,333,17,39,IMPERIA
REZZO,321,162,1,10,IMPERIA
RIVA LIGURE,2427,1888,64,153,IMPERIA
ROCCHETTA NERVINA,211,122,0,4,IMPERIA
SAN BARTOLOMEO AL MARE,2457,1798,48,122,IMPERIA
SAN BIAGIO DELLA CIMA,1035,778,26,67,IMPERIA
SAN LORENZO AL MARE,1078,858,27,74,IMPERIA
SANREMO,45247,29798,644,1681,IMPERIA
SANTO STEFANO AL MARE,1826,1062,10,40,IMPERIA
SEBORGA,252,120,4,10,IMPERIA
SOLDANO,761,535,13,31,IMPERIA
TAGGIA,11956,6304,45,233,IMPERIA
TERZORIO,187,127,2,14,IMPERIA
TRIORA,367,182,3,6,IMPERIA
VALLEBONA,1035,731,25,43,IMPERIA
VALLECROSIA,5848,2821,16,93,IMPERIA
VASIA,339,270,19,39,IMPERIA
VENTIMIGLIA,20280,12458,349,954,IMPERIA
VESSALICO,188,153,11,19,IMPERIA
VILLA FARALDI,349,185,3,10,IMPERIA
