Ente,Liste/Gruppi,Voti,nomefile
ACQUASPARTA,PARTITO DEMOCRATICO,1259,TERNI
ACQUASPARTA,FORZA ITALIA,488,TERNI
ACQUASPARTA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,393,TERNI
ACQUASPARTA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,166,TERNI
ACQUASPARTA,NUOVO CENTRO DESTRA - UDC,83,TERNI
ACQUASPARTA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,68,TERNI
ACQUASPARTA,L'ALTRA EUROPA CON TSIPRAS,51,TERNI
ACQUASPARTA,ITALIA DEI VALORI,19,TERNI
ACQUASPARTA,SCELTA EUROPEA,18,TERNI
ACQUASPARTA,VERDI EUROPEI-GREEN ITALIA,17,TERNI
ACQUASPARTA,IO CAMBIO - MAIE,7,TERNI
ALLERONA,PARTITO DEMOCRATICO,602,TERNI
ALLERONA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,189,TERNI
ALLERONA,L'ALTRA EUROPA CON TSIPRAS,75,TERNI
ALLERONA,FORZA ITALIA,69,TERNI
ALLERONA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,32,TERNI
ALLERONA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,19,TERNI
ALLERONA,NUOVO CENTRO DESTRA - UDC,10,TERNI
ALLERONA,ITALIA DEI VALORI,5,TERNI
ALLERONA,VERDI EUROPEI-GREEN ITALIA,4,TERNI
ALLERONA,SCELTA EUROPEA,1,TERNI
ALLERONA,IO CAMBIO - MAIE,0,TERNI
ALVIANO,PARTITO DEMOCRATICO,356,TERNI
ALVIANO,FORZA ITALIA,241,TERNI
ALVIANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,169,TERNI
ALVIANO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,78,TERNI
ALVIANO,NUOVO CENTRO DESTRA - UDC,48,TERNI
ALVIANO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,35,TERNI
