Ente,Liste/Gruppi,Voti,nomefile
ANDRIANO/ANDRIAN,SVP,284,BOLZANO
ANDRIANO/ANDRIAN,L'ALTRA EUROPA CON TSIPRAS,36,BOLZANO
ANDRIANO/ANDRIAN,PARTITO DEMOCRATICO,27,BOLZANO
ANDRIANO/ANDRIAN,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,26,BOLZANO
ANDRIANO/ANDRIAN,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,23,BOLZANO
ANDRIANO/ANDRIAN,VERDI EUROPEI-GREEN ITALIA,13,BOLZANO
ANDRIANO/ANDRIAN,FORZA ITALIA,6,BOLZANO
ANDRIANO/ANDRIAN,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,6,BOLZANO
ANDRIANO/ANDRIAN,NUOVO CENTRO DESTRA - UDC,4,BOLZANO
ANDRIANO/ANDRIAN,IO CAMBIO - MAIE,0,BOLZANO
ANDRIANO/ANDRIAN,SCELTA EUROPEA,0,BOLZANO
ANDRIANO/ANDRIAN,ITALIA DEI VALORI,0,BOLZANO
ALDINO/ALDEIN,SVP,462,BOLZANO
ALDINO/ALDEIN,L'ALTRA EUROPA CON TSIPRAS,60,BOLZANO
ALDINO/ALDEIN,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,21,BOLZANO
ALDINO/ALDEIN,VERDI EUROPEI-GREEN ITALIA,15,BOLZANO
ALDINO/ALDEIN,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,12,BOLZANO
ALDINO/ALDEIN,PARTITO DEMOCRATICO,10,BOLZANO
ALDINO/ALDEIN,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,3,BOLZANO
ALDINO/ALDEIN,ITALIA DEI VALORI,3,BOLZANO
ALDINO/ALDEIN,FORZA ITALIA,2,BOLZANO
ALDINO/ALDEIN,IO CAMBIO - MAIE,1,BOLZANO
ALDINO/ALDEIN,NUOVO CENTRO DESTRA - UDC,1,BOLZANO
ALDINO/ALDEIN,SCELTA EUROPEA,0,BOLZANO
ANTERIVO/ALTREI,SVP,124,BOLZANO
ANTERIVO/ALTREI,L'ALTRA EUROPA CON TSIPRAS,14,BOLZANO
ANTERIVO/ALTREI,PARTITO DEMOCRATICO,9,BOLZANO
ANTERIVO/ALTREI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,8,BOLZANO
ANTERIVO/ALTREI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,8,BOLZANO
ANTERIVO/ALTREI,VERDI EUROPEI-GREEN ITALIA,7,BOLZANO
ANTERIVO/ALTREI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,1,BOLZANO
ANTERIVO/ALTREI,FORZA ITALIA,1,BOLZANO
ANTERIVO/ALTREI,ITALIA DEI VALORI,0,BOLZANO
ANTERIVO/ALTREI,NUOVO CENTRO DESTRA - UDC,0,BOLZANO
ANTERIVO/ALTREI,SCELTA EUROPEA,0,BOLZANO
ANTERIVO/ALTREI,IO CAMBIO - MAIE,0,BOLZANO
APPIANO SULLA STRADA DEL VINO/EPPAN AN DER WEINSTRASSE,SVP,3172,BOLZANO
APPIANO SULLA STRADA DEL VINO/EPPAN AN DER WEINSTRASSE,L'ALTRA EUROPA CON TSIPRAS,655,BOLZANO
APPIANO SULLA STRADA DEL VINO/EPPAN AN DER WEINSTRASSE,PARTITO DEMOCRATICO,514,BOLZANO
APPIANO SULLA STRADA DEL VINO/EPPAN AN DER WEINSTRASSE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,357,BOLZANO
APPIANO SULLA STRADA DEL VINO/EPPAN AN DER WEINSTRASSE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,281,BOLZANO
APPIANO SULLA STRADA DEL VINO/EPPAN AN DER WEINSTRASSE,VERDI EUROPEI-GREEN ITALIA,271,BOLZANO
APPIANO SULLA STRADA DEL VINO/EPPAN AN DER WEINSTRASSE,FORZA ITALIA,120,BOLZANO
APPIANO SULLA STRADA DEL VINO/EPPAN AN DER WEINSTRASSE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,33,BOLZANO
APPIANO SULLA STRADA DEL VINO/EPPAN AN DER WEINSTRASSE,NUOVO CENTRO DESTRA - UDC,20,BOLZANO
APPIANO SULLA STRADA DEL VINO/EPPAN AN DER WEINSTRASSE,ITALIA DEI VALORI,20,BOLZANO
APPIANO SULLA STRADA DEL VINO/EPPAN AN DER WEINSTRASSE,IO CAMBIO - MAIE,10,BOLZANO
APPIANO SULLA STRADA DEL VINO/EPPAN AN DER WEINSTRASSE,SCELTA EUROPEA,9,BOLZANO
AVELENGO/HAFLING,SVP,218,BOLZANO
AVELENGO/HAFLING,L'ALTRA EUROPA CON TSIPRAS,25,BOLZANO
AVELENGO/HAFLING,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,11,BOLZANO
AVELENGO/HAFLING,PARTITO DEMOCRATICO,6,BOLZANO
AVELENGO/HAFLING,VERDI EUROPEI-GREEN ITALIA,3,BOLZANO
AVELENGO/HAFLING,FORZA ITALIA,2,BOLZANO
AVELENGO/HAFLING,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,2,BOLZANO
AVELENGO/HAFLING,ITALIA DEI VALORI,2,BOLZANO
AVELENGO/HAFLING,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1,BOLZANO
AVELENGO/HAFLING,IO CAMBIO - MAIE,0,BOLZANO
AVELENGO/HAFLING,NUOVO CENTRO DESTRA - UDC,0,BOLZANO
AVELENGO/HAFLING,SCELTA EUROPEA,0,BOLZANO
BADIA/ABTEI,SVP,897,BOLZANO
BADIA/ABTEI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,130,BOLZANO
BADIA/ABTEI,PARTITO DEMOCRATICO,116,BOLZANO
BADIA/ABTEI,L'ALTRA EUROPA CON TSIPRAS,85,BOLZANO
BADIA/ABTEI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,53,BOLZANO
BADIA/ABTEI,FORZA ITALIA,46,BOLZANO
BADIA/ABTEI,VERDI EUROPEI-GREEN ITALIA,43,BOLZANO
BADIA/ABTEI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,12,BOLZANO
BADIA/ABTEI,NUOVO CENTRO DESTRA - UDC,9,BOLZANO
BADIA/ABTEI,SCELTA EUROPEA,5,BOLZANO
