Ente,Liste/Gruppi,Voti,nomefile
ACCEGLIO,PARTITO DEMOCRATICO,37,CUNEO
ACCEGLIO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,10,CUNEO
ACCEGLIO,FORZA ITALIA,9,CUNEO
ACCEGLIO,NUOVO CENTRO DESTRA - UDC,8,CUNEO
ACCEGLIO,L'ALTRA EUROPA CON TSIPRAS,4,CUNEO
ACCEGLIO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,4,CUNEO
ACCEGLIO,VERDI EUROPEI-GREEN ITALIA,2,CUNEO
ACCEGLIO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,2,CUNEO
ACCEGLIO,ITALIA DEI VALORI,1,CUNEO
ACCEGLIO,IO CAMBIO - MAIE,0,CUNEO
ACCEGLIO,SCELTA EUROPEA,0,CUNEO
AISONE,PARTITO DEMOCRATICO,54,CUNEO
AISONE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,28,CUNEO
AISONE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,25,CUNEO
AISONE,FORZA ITALIA,20,CUNEO
AISONE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,9,CUNEO
AISONE,L'ALTRA EUROPA CON TSIPRAS,7,CUNEO
AISONE,NUOVO CENTRO DESTRA - UDC,6,CUNEO
AISONE,ITALIA DEI VALORI,2,CUNEO
AISONE,VERDI EUROPEI-GREEN ITALIA,1,CUNEO
AISONE,IO CAMBIO - MAIE,0,CUNEO
AISONE,SCELTA EUROPEA,0,CUNEO
ALBA,PARTITO DEMOCRATICO,6737,CUNEO
ALBA,FORZA ITALIA,4169,CUNEO
ALBA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,2717,CUNEO
ALBA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,1001,CUNEO
ALBA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,930,CUNEO
ALBA,VERDI EUROPEI-GREEN ITALIA,590,CUNEO
ALBA,L'ALTRA EUROPA CON TSIPRAS,580,CUNEO
ALBA,NUOVO CENTRO DESTRA - UDC,371,CUNEO
ALBA,SCELTA EUROPEA,162,CUNEO
ALBA,ITALIA DEI VALORI,87,CUNEO
ALBA,IO CAMBIO - MAIE,33,CUNEO
ALBARETTO DELLA TORRE,FORZA ITALIA,56,CUNEO
ALBARETTO DELLA TORRE,PARTITO DEMOCRATICO,39,CUNEO
ALBARETTO DELLA TORRE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,20,CUNEO
ALBARETTO DELLA TORRE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,12,CUNEO
ALBARETTO DELLA TORRE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,6,CUNEO
ALBARETTO DELLA TORRE,NUOVO CENTRO DESTRA - UDC,4,CUNEO
ALBARETTO DELLA TORRE,IO CAMBIO - MAIE,0,CUNEO
ALBARETTO DELLA TORRE,L'ALTRA EUROPA CON TSIPRAS,0,CUNEO
ALBARETTO DELLA TORRE,ITALIA DEI VALORI,0,CUNEO
ALBARETTO DELLA TORRE,VERDI EUROPEI-GREEN ITALIA,0,CUNEO
ALBARETTO DELLA TORRE,SCELTA EUROPEA,0,CUNEO
ALTO,PARTITO DEMOCRATICO,28,CUNEO
ALTO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,18,CUNEO
ALTO,FORZA ITALIA,5,CUNEO
ALTO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,4,CUNEO
ALTO,NUOVO CENTRO DESTRA - UDC,3,CUNEO
ALTO,L'ALTRA EUROPA CON TSIPRAS,1,CUNEO
ALTO,IO CAMBIO - MAIE,1,CUNEO
ALTO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,0,CUNEO
ALTO,ITALIA DEI VALORI,0,CUNEO
ALTO,VERDI EUROPEI-GREEN ITALIA,0,CUNEO
ALTO,SCELTA EUROPEA,0,CUNEO
ARGENTERA,FORZA ITALIA,23,CUNEO
ARGENTERA,PARTITO DEMOCRATICO,14,CUNEO
ARGENTERA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,9,CUNEO
ARGENTERA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,8,CUNEO
ARGENTERA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,3,CUNEO
ARGENTERA,L'ALTRA EUROPA CON TSIPRAS,2,CUNEO
ARGENTERA,IO CAMBIO - MAIE,1,CUNEO
ARGENTERA,NUOVO CENTRO DESTRA - UDC,0,CUNEO
ARGENTERA,VERDI EUROPEI-GREEN ITALIA,0,CUNEO
ARGENTERA,SCELTA EUROPEA,0,CUNEO
ARGENTERA,ITALIA DEI VALORI,0,CUNEO
ARGUELLO,PARTITO DEMOCRATICO,49,CUNEO
ARGUELLO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,25,CUNEO
ARGUELLO,FORZA ITALIA,19,CUNEO
ARGUELLO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,8,CUNEO
ARGUELLO,VERDI EUROPEI-GREEN ITALIA,7,CUNEO
ARGUELLO,L'ALTRA EUROPA CON TSIPRAS,4,CUNEO
ARGUELLO,NUOVO CENTRO DESTRA - UDC,4,CUNEO
ARGUELLO,ITALIA DEI VALORI,3,CUNEO
ARGUELLO,IO CAMBIO - MAIE,2,CUNEO
ARGUELLO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,0,CUNEO
ARGUELLO,SCELTA EUROPEA,0,CUNEO
BAGNASCO,PARTITO DEMOCRATICO,208,CUNEO
BAGNASCO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,123,CUNEO
BAGNASCO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,81,CUNEO
BAGNASCO,FORZA ITALIA,65,CUNEO
BAGNASCO,NUOVO CENTRO DESTRA - UDC,17,CUNEO
BAGNASCO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,17,CUNEO
BAGNASCO,L'ALTRA EUROPA CON TSIPRAS,7,CUNEO
BAGNASCO,VERDI EUROPEI-GREEN ITALIA,5,CUNEO
BAGNASCO,ITALIA DEI VALORI,4,CUNEO
BAGNASCO,SCELTA EUROPEA,3,CUNEO
BAGNASCO,IO CAMBIO - MAIE,0,CUNEO
BAGNOLO PIEMONTE,PARTITO DEMOCRATICO,889,CUNEO
BAGNOLO PIEMONTE,FORZA ITALIA,482,CUNEO
BAGNOLO PIEMONTE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,422,CUNEO
BAGNOLO PIEMONTE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,241,CUNEO
BAGNOLO PIEMONTE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,194,CUNEO
BAGNOLO PIEMONTE,NUOVO CENTRO DESTRA - UDC,119,CUNEO
BAGNOLO PIEMONTE,L'ALTRA EUROPA CON TSIPRAS,59,CUNEO
BAGNOLO PIEMONTE,VERDI EUROPEI-GREEN ITALIA,21,CUNEO
BAGNOLO PIEMONTE,ITALIA DEI VALORI,16,CUNEO
BAGNOLO PIEMONTE,SCELTA EUROPEA,13,CUNEO
BAGNOLO PIEMONTE,IO CAMBIO - MAIE,9,CUNEO
BALDISSERO D'ALBA,PARTITO DEMOCRATICO,204,CUNEO
BALDISSERO D'ALBA,FORZA ITALIA,183,CUNEO
BALDISSERO D'ALBA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,147,CUNEO
BALDISSERO D'ALBA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,64,CUNEO
BALDISSERO D'ALBA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,26,CUNEO
BALDISSERO D'ALBA,NUOVO CENTRO DESTRA - UDC,15,CUNEO
BALDISSERO D'ALBA,L'ALTRA EUROPA CON TSIPRAS,14,CUNEO
BALDISSERO D'ALBA,VERDI EUROPEI-GREEN ITALIA,9,CUNEO
BALDISSERO D'ALBA,ITALIA DEI VALORI,3,CUNEO
BALDISSERO D'ALBA,SCELTA EUROPEA,2,CUNEO
BALDISSERO D'ALBA,IO CAMBIO - MAIE,1,CUNEO
BARBARESCO,PARTITO DEMOCRATICO,92,CUNEO
BARBARESCO,FORZA ITALIA,84,CUNEO
BARBARESCO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,69,CUNEO
BARBARESCO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,26,CUNEO
BARBARESCO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,21,CUNEO
BARBARESCO,VERDI EUROPEI-GREEN ITALIA,5,CUNEO
BARBARESCO,L'ALTRA EUROPA CON TSIPRAS,4,CUNEO
BARBARESCO,ITALIA DEI VALORI,3,CUNEO
BARBARESCO,NUOVO CENTRO DESTRA - UDC,3,CUNEO
BARBARESCO,IO CAMBIO - MAIE,2,CUNEO
BARBARESCO,SCELTA EUROPEA,0,CUNEO
BARGE,PARTITO DEMOCRATICO,1018,CUNEO
BARGE,FORZA ITALIA,871,CUNEO
BARGE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,538,CUNEO
BARGE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,393,CUNEO
BARGE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,203,CUNEO
BARGE,NUOVO CENTRO DESTRA - UDC,174,CUNEO
BARGE,L'ALTRA EUROPA CON TSIPRAS,95,CUNEO
BARGE,SCELTA EUROPEA,27,CUNEO
BARGE,ITALIA DEI VALORI,25,CUNEO
BARGE,VERDI EUROPEI-GREEN ITALIA,20,CUNEO
BARGE,IO CAMBIO - MAIE,12,CUNEO
BAROLO,FORZA ITALIA,153,CUNEO
BAROLO,PARTITO DEMOCRATICO,121,CUNEO
BAROLO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,51,CUNEO
BAROLO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,31,CUNEO
