Ente,Liste/Gruppi,Voti,nomefile
ABRIOLA,PARTITO DEMOCRATICO,371,POTENZA
ABRIOLA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,122,POTENZA
ABRIOLA,SCELTA EUROPEA,60,POTENZA
ABRIOLA,NUOVO CENTRO DESTRA - UDC,42,POTENZA
ABRIOLA,FORZA ITALIA,41,POTENZA
ABRIOLA,L'ALTRA EUROPA CON TSIPRAS,16,POTENZA
ABRIOLA,ITALIA DEI VALORI,15,POTENZA
ABRIOLA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,15,POTENZA
ABRIOLA,VERDI EUROPEI-GREEN ITALIA,3,POTENZA
ABRIOLA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,3,POTENZA
ABRIOLA,IO CAMBIO - MAIE,1,POTENZA
ACERENZA,PARTITO DEMOCRATICO,275,POTENZA
ACERENZA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,246,POTENZA
ACERENZA,FORZA ITALIA,181,POTENZA
ACERENZA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,99,POTENZA
ACERENZA,NUOVO CENTRO DESTRA - UDC,47,POTENZA
ACERENZA,L'ALTRA EUROPA CON TSIPRAS,24,POTENZA
ACERENZA,SCELTA EUROPEA,21,POTENZA
ACERENZA,VERDI EUROPEI-GREEN ITALIA,18,POTENZA
ACERENZA,ITALIA DEI VALORI,17,POTENZA
ACERENZA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,7,POTENZA
ACERENZA,IO CAMBIO - MAIE,3,POTENZA
ALBANO DI LUCANIA,PARTITO DEMOCRATICO,330,POTENZA
ALBANO DI LUCANIA,FORZA ITALIA,59,POTENZA
ALBANO DI LUCANIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,50,POTENZA
ALBANO DI LUCANIA,L'ALTRA EUROPA CON TSIPRAS,15,POTENZA
ALBANO DI LUCANIA,NUOVO CENTRO DESTRA - UDC,15,POTENZA
ALBANO DI LUCANIA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,9,POTENZA
ALBANO DI LUCANIA,VERDI EUROPEI-GREEN ITALIA,8,POTENZA
ALBANO DI LUCANIA,ITALIA DEI VALORI,4,POTENZA
ALBANO DI LUCANIA,SCELTA EUROPEA,4,POTENZA
ALBANO DI LUCANIA,IO CAMBIO - MAIE,2,POTENZA
ALBANO DI LUCANIA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,2,POTENZA
ANZI,PARTITO DEMOCRATICO,559,POTENZA
ANZI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,200,POTENZA
ANZI,FORZA ITALIA,75,POTENZA
ANZI,NUOVO CENTRO DESTRA - UDC,53,POTENZA
ANZI,L'ALTRA EUROPA CON TSIPRAS,45,POTENZA
ANZI,ITALIA DEI VALORI,38,POTENZA
ANZI,SCELTA EUROPEA,28,POTENZA
ANZI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,18,POTENZA
ANZI,VERDI EUROPEI-GREEN ITALIA,17,POTENZA
ANZI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,11,POTENZA
ANZI,IO CAMBIO - MAIE,4,POTENZA
ARMENTO,PARTITO DEMOCRATICO,166,POTENZA
ARMENTO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,48,POTENZA
ARMENTO,FORZA ITALIA,36,POTENZA
ARMENTO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,25,POTENZA
ARMENTO,NUOVO CENTRO DESTRA - UDC,22,POTENZA
ARMENTO,L'ALTRA EUROPA CON TSIPRAS,11,POTENZA
ARMENTO,SCELTA EUROPEA,9,POTENZA
ARMENTO,VERDI EUROPEI-GREEN ITALIA,7,POTENZA
ARMENTO,ITALIA DEI VALORI,4,POTENZA
ARMENTO,IO CAMBIO - MAIE,1,POTENZA
ARMENTO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,1,POTENZA
ATELLA,PARTITO DEMOCRATICO,833,POTENZA
ATELLA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,331,POTENZA
ATELLA,FORZA ITALIA,172,POTENZA
ATELLA,L'ALTRA EUROPA CON TSIPRAS,45,POTENZA
ATELLA,NUOVO CENTRO DESTRA - UDC,44,POTENZA
ATELLA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,17,POTENZA
ATELLA,ITALIA DEI VALORI,16,POTENZA
ATELLA,VERDI EUROPEI-GREEN ITALIA,15,POTENZA
ATELLA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,11,POTENZA
ATELLA,SCELTA EUROPEA,9,POTENZA
ATELLA,IO CAMBIO - MAIE,3,POTENZA
AVIGLIANO,PARTITO DEMOCRATICO,2583,POTENZA
AVIGLIANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,842,POTENZA
AVIGLIANO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,369,POTENZA
AVIGLIANO,L'ALTRA EUROPA CON TSIPRAS,362,POTENZA
AVIGLIANO,FORZA ITALIA,230,POTENZA
AVIGLIANO,VERDI EUROPEI-GREEN ITALIA,81,POTENZA
AVIGLIANO,NUOVO CENTRO DESTRA - UDC,79,POTENZA
AVIGLIANO,SCELTA EUROPEA,62,POTENZA
AVIGLIANO,ITALIA DEI VALORI,39,POTENZA
AVIGLIANO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,19,POTENZA
