Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
CAPRIVA DEL FRIULI,1614,1061,41,88,GORIZIA
CORMONS,6786,3646,23,124,GORIZIA
DOBERDO' DEL LAGO,1213,910,24,48,GORIZIA
DOLEGNA DEL COLLIO,410,229,8,27,GORIZIA
FARRA D'ISONZO,1528,1049,35,70,GORIZIA
FOGLIANO REDIPUGLIA,2592,1852,32,102,GORIZIA
GORIZIA,29598,15882,116,531,GORIZIA
GRADISCA D'ISONZO,5595,3929,77,189,GORIZIA
GRADO,7218,3930,28,150,GORIZIA
MARIANO DEL FRIULI,1399,944,15,44,GORIZIA
MEDEA,930,667,20,34,GORIZIA
MONFALCONE,20734,11470,56,342,GORIZIA
MORARO,637,312,1,8,GORIZIA
MOSSA,1417,1021,55,103,GORIZIA
ROMANS D'ISONZO,3253,1931,14,63,GORIZIA
RONCHI DEI LEGIONARI,9826,5668,29,160,GORIZIA
SAGRADO,1892,1145,11,35,GORIZIA
SAN CANZIAN D'ISONZO,5225,3087,15,114,GORIZIA
SAN FLORIANO DEL COLLIO,712,535,29,41,GORIZIA
SAN LORENZO ISONTINO,1409,984,29,67,GORIZIA
SAN PIER D'ISONZO,1706,1092,6,25,GORIZIA
SAVOGNA D'ISONZO,1442,1043,36,78,GORIZIA
STARANZANO,5916,4261,67,193,GORIZIA
TURRIACO,2335,1711,24,81,GORIZIA
VILLESSE,1508,880,8,29,GORIZIA
