Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
AIELLO DEL FRIULI,2027,1111,12,58,UDINE
AMARO,699,480,32,49,UDINE
AMPEZZO,1067,700,36,76,UDINE
AQUILEIA,2852,2088,38,96,UDINE
ARTA TERME,2029,878,2,27,UDINE
ARTEGNA,3076,1857,53,131,UDINE
ATTIMIS,1625,1220,41,101,UDINE
BAGNARIA ARSA,3380,1767,4,67,UDINE
BASILIANO,4687,3251,95,214,UDINE
BERTIOLO,2434,1250,7,40,UDINE
BICINICCO,1803,1200,42,88,UDINE
BORDANO,718,318,5,17,UDINE
BUJA,6080,2855,20,94,UDINE
BUTTRIO,3399,2307,41,113,UDINE
CAMINO AL TAGLIAMENTO,1686,1145,45,95,UDINE
CAMPOFORMIDO,6474,4520,99,241,UDINE
CAMPOLONGO TAPOGLIANO,1058,760,19,46,UDINE
CARLINO,2445,1838,69,153,UDINE
CASSACCO,2696,1791,49,147,UDINE
CASTIONS DI STRADA,3392,2256,69,164,UDINE
CAVAZZO CARNICO,968,678,30,58,UDINE
CERCIVENTO,641,421,17,73,UDINE
CERVIGNANO DEL FRIULI,10898,6037,32,209,UDINE
CHIOPRIS-VISCONE,558,394,14,27,UDINE
CHIUSAFORTE,875,422,21,59,UDINE
CIVIDALE DEL FRIULI,9377,5277,34,189,UDINE
CODROIPO,13919,7209,45,233,UDINE
COLLOREDO DI MONTE ALBANO,2135,1427,38,102,UDINE
COMEGLIANS,545,223,3,9,UDINE
CORNO DI ROSAZZO,2724,2006,47,156,UDINE
COSEANO,1983,1385,50,96,UDINE
DIGNANO,2326,1288,43,98,UDINE
DOGNA,212,70,1,7,UDINE
DRENCHIA,190,48,1,3,UDINE
ENEMONZO,1261,736,35,61,UDINE
FAEDIS,2897,1361,10,62,UDINE
FAGAGNA,5627,3622,86,213,UDINE
FIUMICELLO,4238,3009,66,155,UDINE
FLAIBANO,1055,682,23,59,UDINE
FORGARIA NEL FRIULI,1915,719,8,38,UDINE
FORNI AVOLTRI,597,446,31,71,UDINE
FORNI DI SOPRA,1015,706,31,62,UDINE
FORNI DI SOTTO,662,460,41,62,UDINE
GEMONA DEL FRIULI,11008,6839,245,620,UDINE
GONARS,4201,2917,86,208,UDINE
GRIMACCO,416,276,10,21,UDINE
LATISANA,11247,5625,39,214,UDINE
LAUCO,704,574,53,92,UDINE
LESTIZZA,3670,2392,49,136,UDINE
LIGNANO SABBIADORO,5292,2639,14,67,UDINE
LIGOSULLO,124,83,4,11,UDINE
LUSEVERA,727,437,18,41,UDINE
MAGNANO IN RIVIERA,2194,1371,40,104,UDINE
MAJANO,5686,2564,14,107,UDINE
MALBORGHETTO VALBRUNA,813,655,32,61,UDINE
MANZANO,5364,3891,112,240,UDINE
MARANO LAGUNARE,1684,1248,34,95,UDINE
MARTIGNACCO,5867,3266,17,122,UDINE
MERETO DI TOMBA,2807,1607,56,140,UDINE
MOGGIO UDINESE,1638,1167,70,124,UDINE
MOIMACCO,1416,841,8,29,UDINE
MONTENARS,836,288,2,4,UDINE
MORTEGLIANO,4326,3082,79,173,UDINE
MORUZZO,2107,1536,46,108,UDINE
MUZZANA DEL TURGNANO,2319,1469,48,144,UDINE
NIMIS,2658,1147,3,48,UDINE
OSOPPO,2883,1705,37,110,UDINE
OVARO,1920,1291,59,108,UDINE
PAGNACCO,4342,3183,59,153,UDINE
PALAZZOLO DELLO STELLA,2568,1305,13,56,UDINE
PALMANOVA,4756,2525,17,85,UDINE
