Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
AGORDO,3696,2549,81,189,BELLUNO
ALANO DI PIAVE,2325,1192,12,41,BELLUNO
ALLEGHE,1169,824,51,77,BELLUNO
ARSIE',3402,1585,52,108,BELLUNO
AURONZO DI CADORE,2989,1478,16,80,BELLUNO
BELLUNO,31296,16101,109,448,BELLUNO
BORCA DI CADORE,653,301,2,9,BELLUNO
CALALZO DI CADORE,1806,1300,45,114,BELLUNO
CANALE D'AGORDO,1142,525,3,23,BELLUNO
CENCENIGHE AGORDINO,1292,507,1,18,BELLUNO
CESIOMAGGIORE,4451,1745,18,72,BELLUNO
CHIES D'ALPAGO,1370,894,27,66,BELLUNO
CIBIANA DI CADORE,451,250,8,15,BELLUNO
COLLE SANTA LUCIA,368,156,0,2,BELLUNO
COMELICO SUPERIORE,2189,1476,39,83,BELLUNO
CORTINA D'AMPEZZO,4830,2507,24,80,BELLUNO
DANTA DI CADORE,435,308,16,36,BELLUNO
DOMEGGE DI CADORE,2341,1374,30,77,BELLUNO
FALCADE,2029,865,4,30,BELLUNO
FARRA D'ALPAGO,2136,1091,13,31,BELLUNO
FELTRE,18117,9370,76,297,BELLUNO
FONZASO,4219,1962,45,123,BELLUNO
FORNO DI ZOLDO,2557,844,6,37,BELLUNO
GOSALDO,815,294,1,7,BELLUNO
LAMON,4047,1330,15,50,BELLUNO
LA VALLE AGORDINA,1157,711,30,66,BELLUNO
LENTIAI,3550,1811,52,118,BELLUNO
LIMANA,4460,3031,91,158,BELLUNO
LIVINALLONGO DEL COL DI LANA,1167,858,33,64,BELLUNO
LONGARONE,5624,3216,113,270,BELLUNO
LORENZAGO DI CADORE,573,389,21,39,BELLUNO
LOZZO DI CADORE,1225,803,19,57,BELLUNO
MEL,5863,3570,125,291,BELLUNO
OSPITALE DI CADORE,267,180,7,18,BELLUNO
PEDAVENA,4352,2646,67,181,BELLUNO
PERAROLO DI CADORE,303,218,6,14,BELLUNO
PIEVE D'ALPAGO,1631,812,10,34,BELLUNO
PIEVE DI CADORE,3350,1635,8,47,BELLUNO
PONTE NELLE ALPI,7560,4652,134,320,BELLUNO
PUOS D'ALPAGO,2201,1482,60,120,BELLUNO
QUERO VAS,2604,1813,53,154,BELLUNO
RIVAMONTE AGORDINO,633,331,2,10,BELLUNO
ROCCA PIETORE,1297,867,35,78,BELLUNO
SAN GREGORIO NELLE ALPI,1707,731,6,28,BELLUNO
SAN NICOLO' DI COMELICO,365,313,24,31,BELLUNO
SAN PIETRO DI CADORE,1451,1058,40,79,BELLUNO
SANTA GIUSTINA,6382,3926,109,248,BELLUNO
SAN TOMASO AGORDINO,710,414,21,47,BELLUNO
SANTO STEFANO DI CADORE,2359,1355,35,95,BELLUNO
SAN VITO DI CADORE,1516,826,15,42,BELLUNO
SAPPADA,1182,888,44,81,BELLUNO
SEDICO,9076,5629,142,361,BELLUNO
SELVA DI CADORE,458,157,0,9,BELLUNO
SEREN DEL GRAPPA,2922,1458,60,146,BELLUNO
SOSPIROLO,3110,1328,17,50,BELLUNO
SOVERZENE,922,226,2,7,BELLUNO
SOVRAMONTE,1692,660,3,23,BELLUNO
TAIBON AGORDINO,1738,1110,44,107,BELLUNO
TAMBRE,1347,583,6,33,BELLUNO
TRICHIANA,4409,2870,90,209,BELLUNO
VALLADA AGORDINA,617,315,13,26,BELLUNO
VALLE DI CADORE,1841,781,8,31,BELLUNO
VIGO DI CADORE,1369,607,5,14,BELLUNO
VODO CADORE,748,354,2,26,BELLUNO
VOLTAGO AGORDINO,898,499,25,46,BELLUNO
ZOLDO ALTO,889,289,1,11,BELLUNO
ZOPPE' DI CADORE,210,93,2,6,BELLUNO
