Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ALBI,1124,545,47,64,CATANZARO
AMARONI,2257,1129,92,167,CATANZARO
AMATO,894,560,81,109,CATANZARO
ANDALI,740,217,3,17,CATANZARO
ARGUSTO,577,175,5,12,CATANZARO
BADOLATO,4203,1280,16,44,CATANZARO
BELCASTRO,1199,390,3,15,CATANZARO
BORGIA,6789,2850,29,173,CATANZARO
BOTRICELLO,3977,3210,261,398,CATANZARO
CARAFFA DI CATANZARO,1734,847,12,33,CATANZARO
CARDINALE,2578,730,8,42,CATANZARO
CARLOPOLI,1549,685,8,34,CATANZARO
CATANZARO,74537,32000,199,1527,CATANZARO
CENADI,642,182,2,6,CATANZARO
CENTRACHE,618,193,2,6,CATANZARO
CERVA,1112,478,6,17,CATANZARO
CHIARAVALLE CENTRALE,6500,2053,43,139,CATANZARO
CICALA,939,381,6,26,CATANZARO
CONFLENTI,1852,666,6,16,CATANZARO
CORTALE,2194,1507,121,192,CATANZARO
CROPANI,3673,3011,260,420,CATANZARO
CURINGA,6270,2121,25,131,CATANZARO
DAVOLI,4906,1841,13,89,CATANZARO
DECOLLATURA,3485,1462,12,61,CATANZARO
FALERNA,3886,2574,208,309,CATANZARO
FEROLETO ANTICO,2207,867,11,52,CATANZARO
FOSSATO SERRALTA,647,430,55,90,CATANZARO
GAGLIATO,636,369,44,59,CATANZARO
GASPERINA,2324,793,6,29,CATANZARO
GIMIGLIANO,3072,2200,155,326,CATANZARO
GIRIFALCO,6362,2438,38,164,CATANZARO
GIZZERIA,4500,1694,13,63,CATANZARO
GUARDAVALLE,4283,1612,22,80,CATANZARO
ISCA SULLO IONIO,1503,760,14,44,CATANZARO
JACURSO,791,255,8,13,CATANZARO
LAMEZIA TERME,59983,23196,279,1356,CATANZARO
MAGISANO,1197,542,3,25,CATANZARO
MAIDA,4716,1807,31,86,CATANZARO
MARCEDUSA,506,235,43,62,CATANZARO
MARCELLINARA,1979,1553,103,167,CATANZARO
MARTIRANO,962,391,6,22,CATANZARO
MARTIRANO LOMBARDO,1201,477,8,36,CATANZARO
MIGLIERINA,887,559,93,132,CATANZARO
MONTAURO,1825,679,13,38,CATANZARO
MONTEPAONE,4623,1910,19,66,CATANZARO
MOTTA SANTA LUCIA,698,631,61,92,CATANZARO
NOCERA TERINESE,4656,1950,33,140,CATANZARO
OLIVADI,615,235,4,8,CATANZARO
PALERMITI,1593,447,4,14,CATANZARO
PENTONE,1924,1488,124,193,CATANZARO
PETRIZZI,1350,428,7,31,CATANZARO
PETRONA',2514,928,10,40,CATANZARO
PIANOPOLI,2470,1546,73,154,CATANZARO
PLATANIA,2617,801,19,73,CATANZARO
SAN FLORO,572,499,44,88,CATANZARO
SAN MANGO D'AQUINO,1458,586,8,33,CATANZARO
SAN PIETRO A MAIDA,5107,3056,273,367,CATANZARO
SAN PIETRO APOSTOLO,1675,616,9,32,CATANZARO
SAN SOSTENE,1277,432,9,43,CATANZARO
SANTA CATERINA DELLO IONIO,2458,875,10,39,CATANZARO
SANT'ANDREA APOSTOLO DELLO IONIO,2080,833,11,42,CATANZARO
SAN VITO SULLO IONIO,2359,575,12,30,CATANZARO
SATRIANO,4311,1240,12,37,CATANZARO
SELLIA,489,368,27,37,CATANZARO
SELLIA MARINA,5631,4643,369,581,CATANZARO
SERRASTRETTA,3429,1375,35,107,CATANZARO
SERSALE,4002,1804,20,115,CATANZARO
SETTINGIANO,2490,1146,17,64,CATANZARO
SIMERI CRICHI,3889,1628,16,104,CATANZARO
SORBO SAN BASILE,896,380,7,16,CATANZARO
SOVERATO,8138,5720,290,574,CATANZARO
SOVERIA MANNELLI,3095,1587,31,90,CATANZARO
SOVERIA SIMERI,1466,668,11,34,CATANZARO
SQUILLACE,3296,2274,141,278,CATANZARO
STALETTI',2576,878,5,35,CATANZARO
TAVERNA,2314,1369,22,61,CATANZARO
TIRIOLO,3330,1567,21,118,CATANZARO
TORRE DI RUGGIERO,1748,257,5,16,CATANZARO
VALLEFIORITA,1963,749,13,50,CATANZARO
ZAGARISE,1574,1222,104,165,CATANZARO
