Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
BIBBONA,2527,1944,27,83,LIVORNO
CAMPIGLIA MARITTIMA,10632,7559,112,303,LIVORNO
CAMPO NELL'ELBA,4180,2938,94,208,LIVORNO
CAPOLIVERI,3084,2217,95,145,LIVORNO
CAPRAIA ISOLA,379,193,1,6,LIVORNO
CASTAGNETO CARDUCCI,6862,5056,97,265,LIVORNO
CECINA,22555,15903,281,697,LIVORNO
COLLESALVETTI,13697,9588,118,326,LIVORNO
LIVORNO,134162,88702,920,2705,LIVORNO
MARCIANA,2422,1368,91,163,LIVORNO
MARCIANA MARINA,2067,870,21,49,LIVORNO
PIOMBINO,27787,19505,230,703,LIVORNO
PORTO AZZURRO,2875,1549,14,56,LIVORNO
PORTOFERRAIO,9761,6586,193,431,LIVORNO
RIO MARINA,1885,983,16,40,LIVORNO
RIO NELL'ELBA,981,738,44,70,LIVORNO
ROSIGNANO MARITTIMO,26288,17565,211,588,LIVORNO
SAN VINCENZO,5724,4238,59,191,LIVORNO
SASSETTA,377,246,2,11,LIVORNO
SUVERETO,2442,1983,35,102,LIVORNO
