Ente,Liste/Gruppi,Voti,nomefile
AIELLO DEL FRIULI,PARTITO DEMOCRATICO,487,UDINE
AIELLO DEL FRIULI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,197,UDINE
AIELLO DEL FRIULI,FORZA ITALIA,108,UDINE
AIELLO DEL FRIULI,NUOVO CENTRO DESTRA - UDC,101,UDINE
AIELLO DEL FRIULI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,65,UDINE
AIELLO DEL FRIULI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,32,UDINE
AIELLO DEL FRIULI,L'ALTRA EUROPA CON TSIPRAS,29,UDINE
AIELLO DEL FRIULI,VERDI EUROPEI-GREEN ITALIA,15,UDINE
AIELLO DEL FRIULI,SCELTA EUROPEA,6,UDINE
AIELLO DEL FRIULI,IO CAMBIO - MAIE,6,UDINE
AIELLO DEL FRIULI,ITALIA DEI VALORI,5,UDINE
AIELLO DEL FRIULI,SVP,2,UDINE
AMARO,PARTITO DEMOCRATICO,183,UDINE
AMARO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,85,UDINE
AMARO,FORZA ITALIA,55,UDINE
AMARO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,45,UDINE
AMARO,L'ALTRA EUROPA CON TSIPRAS,23,UDINE
AMARO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,12,UDINE
AMARO,NUOVO CENTRO DESTRA - UDC,11,UDINE
AMARO,VERDI EUROPEI-GREEN ITALIA,10,UDINE
AMARO,ITALIA DEI VALORI,3,UDINE
AMARO,SCELTA EUROPEA,2,UDINE
AMARO,SVP,2,UDINE
AMARO,IO CAMBIO - MAIE,0,UDINE
AMPEZZO,PARTITO DEMOCRATICO,316,UDINE
AMPEZZO,FORZA ITALIA,75,UDINE
AMPEZZO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,74,UDINE
AMPEZZO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,53,UDINE
AMPEZZO,L'ALTRA EUROPA CON TSIPRAS,31,UDINE
AMPEZZO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,26,UDINE
AMPEZZO,NUOVO CENTRO DESTRA - UDC,25,UDINE
AMPEZZO,VERDI EUROPEI-GREEN ITALIA,10,UDINE
AMPEZZO,SVP,7,UDINE
AMPEZZO,ITALIA DEI VALORI,6,UDINE
AMPEZZO,SCELTA EUROPEA,1,UDINE
AMPEZZO,IO CAMBIO - MAIE,0,UDINE
AQUILEIA,PARTITO DEMOCRATICO,985,UDINE
AQUILEIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,376,UDINE
AQUILEIA,FORZA ITALIA,207,UDINE
AQUILEIA,L'ALTRA EUROPA CON TSIPRAS,119,UDINE
AQUILEIA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,119,UDINE
AQUILEIA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,74,UDINE
AQUILEIA,NUOVO CENTRO DESTRA - UDC,61,UDINE
AQUILEIA,VERDI EUROPEI-GREEN ITALIA,27,UDINE
AQUILEIA,SCELTA EUROPEA,10,UDINE
AQUILEIA,ITALIA DEI VALORI,8,UDINE
AQUILEIA,SVP,4,UDINE
AQUILEIA,IO CAMBIO - MAIE,2,UDINE
ARTA TERME,PARTITO DEMOCRATICO,359,UDINE
ARTA TERME,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,119,UDINE
ARTA TERME,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,108,UDINE
ARTA TERME,FORZA ITALIA,98,UDINE
ARTA TERME,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,93,UDINE
ARTA TERME,L'ALTRA EUROPA CON TSIPRAS,39,UDINE
ARTA TERME,NUOVO CENTRO DESTRA - UDC,21,UDINE
ARTA TERME,VERDI EUROPEI-GREEN ITALIA,7,UDINE
ARTA TERME,SCELTA EUROPEA,3,UDINE
ARTA TERME,SVP,2,UDINE
ARTA TERME,ITALIA DEI VALORI,2,UDINE
ARTA TERME,IO CAMBIO - MAIE,0,UDINE
ARTEGNA,PARTITO DEMOCRATICO,739,UDINE
ARTEGNA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,253,UDINE
ARTEGNA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,239,UDINE
ARTEGNA,FORZA ITALIA,236,UDINE
ARTEGNA,NUOVO CENTRO DESTRA - UDC,84,UDINE
ARTEGNA,L'ALTRA EUROPA CON TSIPRAS,70,UDINE
ARTEGNA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,64,UDINE
ARTEGNA,ITALIA DEI VALORI,15,UDINE
ARTEGNA,VERDI EUROPEI-GREEN ITALIA,11,UDINE
ARTEGNA,SCELTA EUROPEA,9,UDINE
ARTEGNA,IO CAMBIO - MAIE,3,UDINE
ARTEGNA,SVP,3,UDINE
ATTIMIS,PARTITO DEMOCRATICO,436,UDINE
ATTIMIS,FORZA ITALIA,201,UDINE
ATTIMIS,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,200,UDINE
ATTIMIS,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,157,UDINE
ATTIMIS,NUOVO CENTRO DESTRA - UDC,51,UDINE
ATTIMIS,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,29,UDINE
ATTIMIS,L'ALTRA EUROPA CON TSIPRAS,23,UDINE
ATTIMIS,SCELTA EUROPEA,10,UDINE
ATTIMIS,ITALIA DEI VALORI,3,UDINE
ATTIMIS,IO CAMBIO - MAIE,3,UDINE
ATTIMIS,VERDI EUROPEI-GREEN ITALIA,3,UDINE
ATTIMIS,SVP,3,UDINE
BAGNARIA ARSA,PARTITO DEMOCRATICO,834,UDINE
BAGNARIA ARSA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,376,UDINE
BAGNARIA ARSA,FORZA ITALIA,156,UDINE
BAGNARIA ARSA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,130,UDINE
BAGNARIA ARSA,NUOVO CENTRO DESTRA - UDC,88,UDINE
BAGNARIA ARSA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,41,UDINE
BAGNARIA ARSA,L'ALTRA EUROPA CON TSIPRAS,40,UDINE
BAGNARIA ARSA,VERDI EUROPEI-GREEN ITALIA,12,UDINE
BAGNARIA ARSA,ITALIA DEI VALORI,8,UDINE
BAGNARIA ARSA,SVP,8,UDINE
BAGNARIA ARSA,SCELTA EUROPEA,5,UDINE
BAGNARIA ARSA,IO CAMBIO - MAIE,2,UDINE
BASILIANO,PARTITO DEMOCRATICO,1214,UDINE
BASILIANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,630,UDINE
BASILIANO,FORZA ITALIA,436,UDINE
BASILIANO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,358,UDINE
BASILIANO,NUOVO CENTRO DESTRA - UDC,134,UDINE
BASILIANO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,119,UDINE
BASILIANO,L'ALTRA EUROPA CON TSIPRAS,62,UDINE
BASILIANO,VERDI EUROPEI-GREEN ITALIA,44,UDINE
BASILIANO,SCELTA EUROPEA,20,UDINE
BASILIANO,ITALIA DEI VALORI,9,UDINE
BASILIANO,SVP,8,UDINE
BASILIANO,IO CAMBIO - MAIE,3,UDINE
BERTIOLO,PARTITO DEMOCRATICO,515,UDINE
BERTIOLO,FORZA ITALIA,216,UDINE
BERTIOLO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,181,UDINE
BERTIOLO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,178,UDINE
BERTIOLO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,44,UDINE
BERTIOLO,NUOVO CENTRO DESTRA - UDC,32,UDINE
BERTIOLO,L'ALTRA EUROPA CON TSIPRAS,18,UDINE
BERTIOLO,VERDI EUROPEI-GREEN ITALIA,9,UDINE
BERTIOLO,SCELTA EUROPEA,6,UDINE
BERTIOLO,SVP,4,UDINE
BERTIOLO,IO CAMBIO - MAIE,4,UDINE
BERTIOLO,ITALIA DEI VALORI,3,UDINE
BICINICCO,PARTITO DEMOCRATICO,481,UDINE
BICINICCO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,198,UDINE
BICINICCO,FORZA ITALIA,172,UDINE
BICINICCO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,117,UDINE
BICINICCO,NUOVO CENTRO DESTRA - UDC,59,UDINE
BICINICCO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,34,UDINE
BICINICCO,VERDI EUROPEI-GREEN ITALIA,18,UDINE
BICINICCO,L'ALTRA EUROPA CON TSIPRAS,15,UDINE
BICINICCO,IO CAMBIO - MAIE,7,UDINE
BICINICCO,ITALIA DEI VALORI,5,UDINE
BICINICCO,SCELTA EUROPEA,3,UDINE
BICINICCO,SVP,3,UDINE
BORDANO,PARTITO DEMOCRATICO,125,UDINE
BORDANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,84,UDINE
BORDANO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,37,UDINE
BORDANO,FORZA ITALIA,29,UDINE
BORDANO,L'ALTRA EUROPA CON TSIPRAS,7,UDINE
BORDANO,NUOVO CENTRO DESTRA - UDC,6,UDINE
BORDANO,SVP,4,UDINE
BORDANO,VERDI EUROPEI-GREEN ITALIA,4,UDINE
BORDANO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,3,UDINE
BORDANO,SCELTA EUROPEA,2,UDINE
BORDANO,ITALIA DEI VALORI,0,UDINE
BORDANO,IO CAMBIO - MAIE,0,UDINE
BUJA,PARTITO DEMOCRATICO,1080,UDINE
BUJA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,476,UDINE
BUJA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,473,UDINE
BUJA,FORZA ITALIA,405,UDINE
BUJA,L'ALTRA EUROPA CON TSIPRAS,102,UDINE
BUJA,NUOVO CENTRO DESTRA - UDC,91,UDINE
BUJA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,91,UDINE
BUJA,SCELTA EUROPEA,15,UDINE
BUJA,VERDI EUROPEI-GREEN ITALIA,12,UDINE
BUJA,IO CAMBIO - MAIE,7,UDINE
BUJA,SVP,7,UDINE
BUJA,ITALIA DEI VALORI,2,UDINE
BUTTRIO,PARTITO DEMOCRATICO,1046,UDINE
BUTTRIO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,396,UDINE
BUTTRIO,FORZA ITALIA,260,UDINE
BUTTRIO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,202,UDINE
BUTTRIO,NUOVO CENTRO DESTRA - UDC,94,UDINE
BUTTRIO,L'ALTRA EUROPA CON TSIPRAS,67,UDINE
BUTTRIO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,64,UDINE
BUTTRIO,VERDI EUROPEI-GREEN ITALIA,25,UDINE
BUTTRIO,SCELTA EUROPEA,18,UDINE
BUTTRIO,ITALIA DEI VALORI,11,UDINE
BUTTRIO,SVP,8,UDINE
BUTTRIO,IO CAMBIO - MAIE,3,UDINE
CAMINO AL TAGLIAMENTO,PARTITO DEMOCRATICO,353,UDINE
CAMINO AL TAGLIAMENTO,FORZA ITALIA,235,UDINE
CAMINO AL TAGLIAMENTO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,182,UDINE
CAMINO AL TAGLIAMENTO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,165,UDINE
CAMINO AL TAGLIAMENTO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,48,UDINE
CAMINO AL TAGLIAMENTO,NUOVO CENTRO DESTRA - UDC,29,UDINE
CAMINO AL TAGLIAMENTO,L'ALTRA EUROPA CON TSIPRAS,15,UDINE
CAMINO AL TAGLIAMENTO,SCELTA EUROPEA,7,UDINE
CAMINO AL TAGLIAMENTO,VERDI EUROPEI-GREEN ITALIA,7,UDINE
CAMINO AL TAGLIAMENTO,ITALIA DEI VALORI,5,UDINE
CAMINO AL TAGLIAMENTO,IO CAMBIO - MAIE,3,UDINE
CAMINO AL TAGLIAMENTO,SVP,1,UDINE
