Ente,Liste/Gruppi,Voti,nomefile
AGAZZANO,PARTITO DEMOCRATICO,327,PIACENZA
AGAZZANO,FORZA ITALIA,209,PIACENZA
AGAZZANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,169,PIACENZA
AGAZZANO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,86,PIACENZA
AGAZZANO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,46,PIACENZA
AGAZZANO,L'ALTRA EUROPA CON TSIPRAS,21,PIACENZA
AGAZZANO,NUOVO CENTRO DESTRA - UDC,17,PIACENZA
AGAZZANO,SCELTA EUROPEA,9,PIACENZA
AGAZZANO,VERDI EUROPEI-GREEN ITALIA,6,PIACENZA
AGAZZANO,ITALIA DEI VALORI,5,PIACENZA
AGAZZANO,IO CAMBIO - MAIE,4,PIACENZA
AGAZZANO,SVP,2,PIACENZA
ALSENO,PARTITO DEMOCRATICO,1061,PIACENZA
ALSENO,FORZA ITALIA,585,PIACENZA
ALSENO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,514,PIACENZA
ALSENO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,332,PIACENZA
ALSENO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,121,PIACENZA
ALSENO,NUOVO CENTRO DESTRA - UDC,71,PIACENZA
ALSENO,L'ALTRA EUROPA CON TSIPRAS,48,PIACENZA
ALSENO,VERDI EUROPEI-GREEN ITALIA,26,PIACENZA
ALSENO,ITALIA DEI VALORI,12,PIACENZA
ALSENO,SCELTA EUROPEA,10,PIACENZA
ALSENO,IO CAMBIO - MAIE,10,PIACENZA
ALSENO,SVP,5,PIACENZA
BESENZONE,PARTITO DEMOCRATICO,153,PIACENZA
BESENZONE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,130,PIACENZA
BESENZONE,FORZA ITALIA,108,PIACENZA
BESENZONE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,85,PIACENZA
BESENZONE,NUOVO CENTRO DESTRA - UDC,22,PIACENZA
BESENZONE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,17,PIACENZA
BESENZONE,L'ALTRA EUROPA CON TSIPRAS,11,PIACENZA
BESENZONE,VERDI EUROPEI-GREEN ITALIA,7,PIACENZA
BESENZONE,ITALIA DEI VALORI,4,PIACENZA
BESENZONE,SCELTA EUROPEA,3,PIACENZA
BESENZONE,IO CAMBIO - MAIE,1,PIACENZA
BESENZONE,SVP,0,PIACENZA
BETTOLA,PARTITO DEMOCRATICO,406,PIACENZA
BETTOLA,FORZA ITALIA,295,PIACENZA
BETTOLA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,228,PIACENZA
BETTOLA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,131,PIACENZA
BETTOLA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,69,PIACENZA
BETTOLA,L'ALTRA EUROPA CON TSIPRAS,33,PIACENZA
BETTOLA,NUOVO CENTRO DESTRA - UDC,25,PIACENZA
BETTOLA,ITALIA DEI VALORI,10,PIACENZA
BETTOLA,VERDI EUROPEI-GREEN ITALIA,8,PIACENZA
BETTOLA,SCELTA EUROPEA,3,PIACENZA
BETTOLA,IO CAMBIO - MAIE,3,PIACENZA
BETTOLA,SVP,1,PIACENZA
BOBBIO,PARTITO DEMOCRATICO,914,PIACENZA
BOBBIO,FORZA ITALIA,464,PIACENZA
BOBBIO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,313,PIACENZA
BOBBIO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,269,PIACENZA
BOBBIO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,100,PIACENZA
BOBBIO,L'ALTRA EUROPA CON TSIPRAS,96,PIACENZA
BOBBIO,NUOVO CENTRO DESTRA - UDC,58,PIACENZA
BOBBIO,ITALIA DEI VALORI,20,PIACENZA
BOBBIO,VERDI EUROPEI-GREEN ITALIA,12,PIACENZA
BOBBIO,IO CAMBIO - MAIE,11,PIACENZA
BOBBIO,SVP,6,PIACENZA
BOBBIO,SCELTA EUROPEA,2,PIACENZA
BORGONOVO VAL TIDONE,PARTITO DEMOCRATICO,1314,PIACENZA
BORGONOVO VAL TIDONE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,582,PIACENZA
BORGONOVO VAL TIDONE,FORZA ITALIA,580,PIACENZA
BORGONOVO VAL TIDONE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,381,PIACENZA
BORGONOVO VAL TIDONE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,172,PIACENZA
BORGONOVO VAL TIDONE,NUOVO CENTRO DESTRA - UDC,77,PIACENZA
BORGONOVO VAL TIDONE,L'ALTRA EUROPA CON TSIPRAS,69,PIACENZA
BORGONOVO VAL TIDONE,SCELTA EUROPEA,22,PIACENZA
BORGONOVO VAL TIDONE,VERDI EUROPEI-GREEN ITALIA,14,PIACENZA
BORGONOVO VAL TIDONE,IO CAMBIO - MAIE,12,PIACENZA
BORGONOVO VAL TIDONE,ITALIA DEI VALORI,11,PIACENZA
BORGONOVO VAL TIDONE,SVP,6,PIACENZA
CADEO,PARTITO DEMOCRATICO,981,PIACENZA
CADEO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,605,PIACENZA
