Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
BAGNO A RIPOLI,20594,15119,155,413,FIRENZE
BARBERINO DI MUGELLO,8341,6042,69,240,FIRENZE
BARBERINO VAL D'ELSA,3373,2636,67,120,FIRENZE
BORGO SAN LORENZO,13985,10401,134,349,FIRENZE
CALENZANO,13771,10195,107,320,FIRENZE
CAMPI BISENZIO,31495,19539,106,531,FIRENZE
CAPRAIA E LIMITE,5872,4294,58,157,FIRENZE
CASTELFIORENTINO,13308,9538,112,278,FIRENZE
CERRETO GUIDI,8186,5917,68,172,FIRENZE
CERTALDO,12382,9362,95,240,FIRENZE
DICOMANO,4267,3323,61,125,FIRENZE
EMPOLI,35529,25892,318,798,FIRENZE
FIESOLE,11203,8441,95,232,FIRENZE
FIGLINE E INCISA VALDARNO,18217,13132,190,574,FIRENZE
FIRENZE,283651,194604,2187,5504,FIRENZE
FIRENZUOLA,3823,2943,101,199,FIRENZE
FUCECCHIO,16883,11465,187,422,FIRENZE
GAMBASSI TERME,3892,2959,45,85,FIRENZE
GREVE IN CHIANTI,10398,7408,93,246,FIRENZE
IMPRUNETA,11461,7829,45,193,FIRENZE
LASTRA A SIGNA,15108,10609,131,389,FIRENZE
LONDA,1435,1167,24,45,FIRENZE
MARRADI,2805,1795,11,52,FIRENZE
MONTAIONE,2927,2178,34,72,FIRENZE
MONTELUPO FIORENTINO,10714,7847,116,302,FIRENZE
MONTESPERTOLI,10366,7628,115,299,FIRENZE
PALAZZUOLO SUL SENIO,1102,745,19,53,FIRENZE
PELAGO,6142,4713,50,133,FIRENZE
PONTASSIEVE,16315,12314,110,327,FIRENZE
REGGELLO,13122,9066,62,251,FIRENZE
RIGNANO SULL'ARNO,6799,4750,25,107,FIRENZE
RUFINA,5940,4370,64,144,FIRENZE
SAN CASCIANO IN VAL DI PESA,13253,9858,105,296,FIRENZE
SAN GODENZO,993,800,35,57,FIRENZE
SCANDICCI,39289,28169,243,737,FIRENZE
SCARPERIA E SAN PIERO,9309,7087,108,269,FIRENZE
SESTO FIORENTINO,37843,28186,273,673,FIRENZE
SIGNA,13558,9544,146,423,FIRENZE
TAVARNELLE VAL DI PESA,5956,4433,43,145,FIRENZE
VAGLIA,4132,3136,54,122,FIRENZE
VICCHIO,6553,4482,49,139,FIRENZE
VINCI,11150,8144,97,255,FIRENZE
