Ente,Liste/Gruppi,Voti,nomefile
ALAGNA,PARTITO DEMOCRATICO,122,PAVIA
ALAGNA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,110,PAVIA
ALAGNA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,87,PAVIA
ALAGNA,FORZA ITALIA,81,PAVIA
ALAGNA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,10,PAVIA
ALAGNA,VERDI EUROPEI-GREEN ITALIA,7,PAVIA
ALAGNA,L'ALTRA EUROPA CON TSIPRAS,7,PAVIA
ALAGNA,SCELTA EUROPEA,3,PAVIA
ALAGNA,NUOVO CENTRO DESTRA - UDC,2,PAVIA
ALAGNA,IO CAMBIO - MAIE,2,PAVIA
ALAGNA,ITALIA DEI VALORI,1,PAVIA
ALBAREDO ARNABOLDI,PARTITO DEMOCRATICO,40,PAVIA
ALBAREDO ARNABOLDI,FORZA ITALIA,35,PAVIA
ALBAREDO ARNABOLDI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,15,PAVIA
ALBAREDO ARNABOLDI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,12,PAVIA
ALBAREDO ARNABOLDI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,7,PAVIA
ALBAREDO ARNABOLDI,L'ALTRA EUROPA CON TSIPRAS,4,PAVIA
ALBAREDO ARNABOLDI,NUOVO CENTRO DESTRA - UDC,2,PAVIA
ALBAREDO ARNABOLDI,ITALIA DEI VALORI,1,PAVIA
ALBAREDO ARNABOLDI,IO CAMBIO - MAIE,0,PAVIA
ALBAREDO ARNABOLDI,VERDI EUROPEI-GREEN ITALIA,0,PAVIA
ALBAREDO ARNABOLDI,SCELTA EUROPEA,0,PAVIA
ALBONESE,PARTITO DEMOCRATICO,92,PAVIA
ALBONESE,FORZA ITALIA,77,PAVIA
ALBONESE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,76,PAVIA
ALBONESE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,64,PAVIA
ALBONESE,NUOVO CENTRO DESTRA - UDC,12,PAVIA
ALBONESE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,11,PAVIA
ALBONESE,L'ALTRA EUROPA CON TSIPRAS,10,PAVIA
ALBONESE,ITALIA DEI VALORI,7,PAVIA
ALBONESE,SCELTA EUROPEA,5,PAVIA
ALBONESE,VERDI EUROPEI-GREEN ITALIA,2,PAVIA
ALBONESE,IO CAMBIO - MAIE,1,PAVIA
ALBUZZANO,PARTITO DEMOCRATICO,615,PAVIA
ALBUZZANO,FORZA ITALIA,362,PAVIA
ALBUZZANO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,346,PAVIA
ALBUZZANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,339,PAVIA
ALBUZZANO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,57,PAVIA
ALBUZZANO,L'ALTRA EUROPA CON TSIPRAS,39,PAVIA
ALBUZZANO,VERDI EUROPEI-GREEN ITALIA,25,PAVIA
ALBUZZANO,NUOVO CENTRO DESTRA - UDC,22,PAVIA
ALBUZZANO,ITALIA DEI VALORI,9,PAVIA
ALBUZZANO,SCELTA EUROPEA,6,PAVIA
ALBUZZANO,IO CAMBIO - MAIE,2,PAVIA
ARENA PO,PARTITO DEMOCRATICO,264,PAVIA
ARENA PO,FORZA ITALIA,220,PAVIA
ARENA PO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,164,PAVIA
ARENA PO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,149,PAVIA
ARENA PO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,59,PAVIA
ARENA PO,L'ALTRA EUROPA CON TSIPRAS,27,PAVIA
ARENA PO,NUOVO CENTRO DESTRA - UDC,20,PAVIA
ARENA PO,VERDI EUROPEI-GREEN ITALIA,12,PAVIA
ARENA PO,ITALIA DEI VALORI,6,PAVIA
ARENA PO,IO CAMBIO - MAIE,3,PAVIA
ARENA PO,SCELTA EUROPEA,3,PAVIA
BADIA PAVESE,PARTITO DEMOCRATICO,86,PAVIA
BADIA PAVESE,FORZA ITALIA,33,PAVIA
BADIA PAVESE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,31,PAVIA
BADIA PAVESE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,23,PAVIA
BADIA PAVESE,L'ALTRA EUROPA CON TSIPRAS,7,PAVIA
BADIA PAVESE,NUOVO CENTRO DESTRA - UDC,5,PAVIA
BADIA PAVESE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,3,PAVIA
BADIA PAVESE,VERDI EUROPEI-GREEN ITALIA,1,PAVIA
BADIA PAVESE,IO CAMBIO - MAIE,0,PAVIA
BADIA PAVESE,ITALIA DEI VALORI,0,PAVIA
BADIA PAVESE,SCELTA EUROPEA,0,PAVIA
BAGNARIA,PARTITO DEMOCRATICO,176,PAVIA
BAGNARIA,FORZA ITALIA,76,PAVIA
BAGNARIA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,63,PAVIA
BAGNARIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,59,PAVIA
BAGNARIA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,19,PAVIA
BAGNARIA,L'ALTRA EUROPA CON TSIPRAS,12,PAVIA
BAGNARIA,NUOVO CENTRO DESTRA - UDC,11,PAVIA
BAGNARIA,VERDI EUROPEI-GREEN ITALIA,2,PAVIA
BAGNARIA,SCELTA EUROPEA,2,PAVIA
BAGNARIA,ITALIA DEI VALORI,1,PAVIA
BAGNARIA,IO CAMBIO - MAIE,0,PAVIA
BARBIANELLO,PARTITO DEMOCRATICO,202,PAVIA
BARBIANELLO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,106,PAVIA
BARBIANELLO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,76,PAVIA
BARBIANELLO,FORZA ITALIA,67,PAVIA
BARBIANELLO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,14,PAVIA
BARBIANELLO,L'ALTRA EUROPA CON TSIPRAS,13,PAVIA
BARBIANELLO,NUOVO CENTRO DESTRA - UDC,8,PAVIA
