Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ACCETTURA,1939,1286,217,338,MATERA
ALIANO,1062,325,3,19,MATERA
BERNALDA,10047,6982,400,883,MATERA
CALCIANO,713,586,46,88,MATERA
CIRIGLIANO,349,228,27,52,MATERA
COLOBRARO,1393,528,13,41,MATERA
CRACO,642,481,37,74,MATERA
FERRANDINA,7760,3321,38,262,MATERA
GARAGUSO,949,754,91,139,MATERA
GORGOGLIONE,893,713,56,88,MATERA
GRASSANO,5100,1970,26,142,MATERA
GROTTOLE,2070,919,10,52,MATERA
IRSINA,4304,1713,13,113,MATERA
MATERA,48966,22659,177,1133,MATERA
MIGLIONICO,2276,1586,101,214,MATERA
MONTALBANO JONICO,6153,2589,42,252,MATERA
MONTESCAGLIOSO,8505,3044,33,217,MATERA
NOVA SIRI,5483,4390,345,682,MATERA
OLIVETO LUCANO,468,204,1,14,MATERA
PISTICCI,15211,5477,91,564,MATERA
POLICORO,13491,5321,66,355,MATERA
POMARICO,3718,2725,252,438,MATERA
ROTONDELLA,2546,1847,193,303,MATERA
SALANDRA,2493,1066,18,93,MATERA
SAN GIORGIO LUCANO,1289,888,98,142,MATERA
SAN MAURO FORTE,1521,537,7,53,MATERA
SCANZANO JONICO,5672,2288,35,165,MATERA
STIGLIANO,4343,1536,29,119,MATERA
TRICARICO,5512,1843,12,116,MATERA
TURSI,4219,1593,19,128,MATERA
VALSINNI,1500,1098,110,198,MATERA
