Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ABETONE,567,430,24,44,PISTOIA
AGLIANA,13396,9522,183,451,PISTOIA
BUGGIANO,7300,5212,138,295,PISTOIA
CHIESINA UZZANESE,3547,2704,70,170,PISTOIA
CUTIGLIANO,1357,1044,30,94,PISTOIA
LAMPORECCHIO,5954,4267,65,177,PISTOIA
LARCIANO,5211,3870,79,191,PISTOIA
MARLIANA,2705,1573,13,61,PISTOIA
MASSA E COZZILE,6376,4535,99,233,PISTOIA
MONSUMMANO TERME,17298,11825,255,679,PISTOIA
MONTALE,8715,6379,107,268,PISTOIA
MONTECATINI-TERME,15346,10588,215,466,PISTOIA
PESCIA,15731,10524,204,566,PISTOIA
PIEVE A NIEVOLE,7548,5055,94,266,PISTOIA
PISTOIA,72241,44814,292,1296,PISTOIA
PITEGLIO,1589,1124,36,82,PISTOIA
PONTE BUGGIANESE,7075,4280,39,149,PISTOIA
QUARRATA,19551,11914,89,382,PISTOIA
SAMBUCA PISTOIESE,1456,928,27,60,PISTOIA
SAN MARCELLO PISTOIESE,6171,3601,24,132,PISTOIA
SERRAVALLE PISTOIESE,9235,5741,47,197,PISTOIA
UZZANO,4466,2731,34,77,PISTOIA
