Ente,Liste/Gruppi,Voti,nomefile
BAGNO DI ROMAGNA,PARTITO DEMOCRATICO,1951,FORLI'-CESENA
BAGNO DI ROMAGNA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,692,FORLI'-CESENA
BAGNO DI ROMAGNA,FORZA ITALIA,547,FORLI'-CESENA
BAGNO DI ROMAGNA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,268,FORLI'-CESENA
BAGNO DI ROMAGNA,NUOVO CENTRO DESTRA - UDC,149,FORLI'-CESENA
BAGNO DI ROMAGNA,L'ALTRA EUROPA CON TSIPRAS,142,FORLI'-CESENA
BAGNO DI ROMAGNA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,119,FORLI'-CESENA
BAGNO DI ROMAGNA,SCELTA EUROPEA,33,FORLI'-CESENA
BAGNO DI ROMAGNA,ITALIA DEI VALORI,26,FORLI'-CESENA
BAGNO DI ROMAGNA,VERDI EUROPEI-GREEN ITALIA,21,FORLI'-CESENA
BAGNO DI ROMAGNA,IO CAMBIO - MAIE,10,FORLI'-CESENA
BAGNO DI ROMAGNA,SVP,6,FORLI'-CESENA
BERTINORO,PARTITO DEMOCRATICO,3423,FORLI'-CESENA
BERTINORO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1198,FORLI'-CESENA
BERTINORO,FORZA ITALIA,527,FORLI'-CESENA
BERTINORO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,210,FORLI'-CESENA
BERTINORO,L'ALTRA EUROPA CON TSIPRAS,153,FORLI'-CESENA
BERTINORO,NUOVO CENTRO DESTRA - UDC,133,FORLI'-CESENA
BERTINORO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,84,FORLI'-CESENA
BERTINORO,VERDI EUROPEI-GREEN ITALIA,58,FORLI'-CESENA
BERTINORO,SCELTA EUROPEA,41,FORLI'-CESENA
BERTINORO,ITALIA DEI VALORI,12,FORLI'-CESENA
BERTINORO,SVP,3,FORLI'-CESENA
BERTINORO,IO CAMBIO - MAIE,2,FORLI'-CESENA
BORGHI,PARTITO DEMOCRATICO,600,FORLI'-CESENA
BORGHI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,420,FORLI'-CESENA
BORGHI,FORZA ITALIA,239,FORLI'-CESENA
BORGHI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,73,FORLI'-CESENA
BORGHI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,66,FORLI'-CESENA
BORGHI,L'ALTRA EUROPA CON TSIPRAS,29,FORLI'-CESENA
BORGHI,NUOVO CENTRO DESTRA - UDC,17,FORLI'-CESENA
BORGHI,SCELTA EUROPEA,14,FORLI'-CESENA
BORGHI,ITALIA DEI VALORI,10,FORLI'-CESENA
BORGHI,IO CAMBIO - MAIE,5,FORLI'-CESENA
BORGHI,VERDI EUROPEI-GREEN ITALIA,3,FORLI'-CESENA
BORGHI,SVP,3,FORLI'-CESENA
CASTROCARO TERME E TERRA DEL SOLE,PARTITO DEMOCRATICO,1631,FORLI'-CESENA
CASTROCARO TERME E TERRA DEL SOLE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,457,FORLI'-CESENA
CASTROCARO TERME E TERRA DEL SOLE,FORZA ITALIA,416,FORLI'-CESENA
CASTROCARO TERME E TERRA DEL SOLE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,265,FORLI'-CESENA
CASTROCARO TERME E TERRA DEL SOLE,NUOVO CENTRO DESTRA - UDC,102,FORLI'-CESENA
CASTROCARO TERME E TERRA DEL SOLE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,67,FORLI'-CESENA
CASTROCARO TERME E TERRA DEL SOLE,L'ALTRA EUROPA CON TSIPRAS,62,FORLI'-CESENA
CASTROCARO TERME E TERRA DEL SOLE,VERDI EUROPEI-GREEN ITALIA,29,FORLI'-CESENA
CASTROCARO TERME E TERRA DEL SOLE,SCELTA EUROPEA,17,FORLI'-CESENA
CASTROCARO TERME E TERRA DEL SOLE,ITALIA DEI VALORI,12,FORLI'-CESENA
CASTROCARO TERME E TERRA DEL SOLE,IO CAMBIO - MAIE,4,FORLI'-CESENA
CASTROCARO TERME E TERRA DEL SOLE,SVP,2,FORLI'-CESENA
CESENA,PARTITO DEMOCRATICO,30728,FORLI'-CESENA
CESENA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,10713,FORLI'-CESENA
CESENA,FORZA ITALIA,4987,FORLI'-CESENA
CESENA,NUOVO CENTRO DESTRA - UDC,2021,FORLI'-CESENA
