Ente,Liste/Gruppi,Voti,nomefile
ADRIA,PARTITO DEMOCRATICO,4195,ROVIGO
ADRIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,2066,ROVIGO
ADRIA,FORZA ITALIA,1395,ROVIGO
ADRIA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,826,ROVIGO
ADRIA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,406,ROVIGO
ADRIA,NUOVO CENTRO DESTRA - UDC,323,ROVIGO
ADRIA,L'ALTRA EUROPA CON TSIPRAS,301,ROVIGO
ADRIA,VERDI EUROPEI-GREEN ITALIA,87,ROVIGO
ADRIA,ITALIA DEI VALORI,39,ROVIGO
ADRIA,SCELTA EUROPEA,37,ROVIGO
ADRIA,SVP,15,ROVIGO
ADRIA,IO CAMBIO - MAIE,12,ROVIGO
ARIANO NEL POLESINE,PARTITO DEMOCRATICO,986,ROVIGO
ARIANO NEL POLESINE,FORZA ITALIA,511,ROVIGO
ARIANO NEL POLESINE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,508,ROVIGO
ARIANO NEL POLESINE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,300,ROVIGO
ARIANO NEL POLESINE,NUOVO CENTRO DESTRA - UDC,95,ROVIGO
ARIANO NEL POLESINE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,84,ROVIGO
ARIANO NEL POLESINE,L'ALTRA EUROPA CON TSIPRAS,65,ROVIGO
ARIANO NEL POLESINE,VERDI EUROPEI-GREEN ITALIA,30,ROVIGO
ARIANO NEL POLESINE,SCELTA EUROPEA,20,ROVIGO
ARIANO NEL POLESINE,ITALIA DEI VALORI,11,ROVIGO
ARIANO NEL POLESINE,IO CAMBIO - MAIE,9,ROVIGO
ARIANO NEL POLESINE,SVP,0,ROVIGO
ARQUA' POLESINE,PARTITO DEMOCRATICO,694,ROVIGO
ARQUA' POLESINE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,335,ROVIGO
ARQUA' POLESINE,FORZA ITALIA,224,ROVIGO
ARQUA' POLESINE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,195,ROVIGO
ARQUA' POLESINE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,55,ROVIGO
ARQUA' POLESINE,NUOVO CENTRO DESTRA - UDC,51,ROVIGO
ARQUA' POLESINE,L'ALTRA EUROPA CON TSIPRAS,37,ROVIGO
ARQUA' POLESINE,VERDI EUROPEI-GREEN ITALIA,21,ROVIGO
ARQUA' POLESINE,SCELTA EUROPEA,10,ROVIGO
ARQUA' POLESINE,ITALIA DEI VALORI,8,ROVIGO
ARQUA' POLESINE,IO CAMBIO - MAIE,5,ROVIGO
ARQUA' POLESINE,SVP,4,ROVIGO
BADIA POLESINE,PARTITO DEMOCRATICO,1746,ROVIGO
BADIA POLESINE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,887,ROVIGO
BADIA POLESINE,FORZA ITALIA,708,ROVIGO
BADIA POLESINE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,480,ROVIGO
BADIA POLESINE,NUOVO CENTRO DESTRA - UDC,287,ROVIGO
BADIA POLESINE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,220,ROVIGO
BADIA POLESINE,L'ALTRA EUROPA CON TSIPRAS,113,ROVIGO
BADIA POLESINE,VERDI EUROPEI-GREEN ITALIA,40,ROVIGO
BADIA POLESINE,ITALIA DEI VALORI,15,ROVIGO
BADIA POLESINE,SCELTA EUROPEA,14,ROVIGO
BADIA POLESINE,IO CAMBIO - MAIE,13,ROVIGO
BADIA POLESINE,SVP,9,ROVIGO
BAGNOLO DI PO,PARTITO DEMOCRATICO,374,ROVIGO
BAGNOLO DI PO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,133,ROVIGO
BAGNOLO DI PO,FORZA ITALIA,90,ROVIGO
BAGNOLO DI PO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,53,ROVIGO
BAGNOLO DI PO,NUOVO CENTRO DESTRA - UDC,44,ROVIGO
BAGNOLO DI PO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,23,ROVIGO
BAGNOLO DI PO,L'ALTRA EUROPA CON TSIPRAS,20,ROVIGO
BAGNOLO DI PO,VERDI EUROPEI-GREEN ITALIA,13,ROVIGO
BAGNOLO DI PO,ITALIA DEI VALORI,5,ROVIGO
BAGNOLO DI PO,SCELTA EUROPEA,3,ROVIGO
BAGNOLO DI PO,IO CAMBIO - MAIE,1,ROVIGO
BAGNOLO DI PO,SVP,0,ROVIGO
BERGANTINO,PARTITO DEMOCRATICO,604,ROVIGO
BERGANTINO,FORZA ITALIA,355,ROVIGO
BERGANTINO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,207,ROVIGO
BERGANTINO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,194,ROVIGO
BERGANTINO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,43,ROVIGO
BERGANTINO,NUOVO CENTRO DESTRA - UDC,34,ROVIGO
BERGANTINO,VERDI EUROPEI-GREEN ITALIA,14,ROVIGO
BERGANTINO,ITALIA DEI VALORI,8,ROVIGO
BERGANTINO,L'ALTRA EUROPA CON TSIPRAS,7,ROVIGO
BERGANTINO,IO CAMBIO - MAIE,6,ROVIGO
BERGANTINO,SCELTA EUROPEA,5,ROVIGO
BERGANTINO,SVP,0,ROVIGO
BOSARO,PARTITO DEMOCRATICO,246,ROVIGO
BOSARO,FORZA ITALIA,147,ROVIGO
BOSARO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,144,ROVIGO
BOSARO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,117,ROVIGO
BOSARO,NUOVO CENTRO DESTRA - UDC,39,ROVIGO
BOSARO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,38,ROVIGO
BOSARO,L'ALTRA EUROPA CON TSIPRAS,20,ROVIGO
BOSARO,VERDI EUROPEI-GREEN ITALIA,11,ROVIGO
BOSARO,ITALIA DEI VALORI,10,ROVIGO
BOSARO,SCELTA EUROPEA,2,ROVIGO
BOSARO,IO CAMBIO - MAIE,2,ROVIGO
BOSARO,SVP,1,ROVIGO
CALTO,PARTITO DEMOCRATICO,138,ROVIGO
CALTO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,83,ROVIGO
CALTO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,77,ROVIGO
CALTO,FORZA ITALIA,71,ROVIGO
CALTO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,19,ROVIGO
CALTO,NUOVO CENTRO DESTRA - UDC,17,ROVIGO
CALTO,L'ALTRA EUROPA CON TSIPRAS,13,ROVIGO
CALTO,IO CAMBIO - MAIE,3,ROVIGO
CALTO,VERDI EUROPEI-GREEN ITALIA,3,ROVIGO
CALTO,SCELTA EUROPEA,2,ROVIGO
CALTO,SVP,1,ROVIGO
CALTO,ITALIA DEI VALORI,1,ROVIGO
CANARO,PARTITO DEMOCRATICO,730,ROVIGO
CANARO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,268,ROVIGO
CANARO,FORZA ITALIA,172,ROVIGO
CANARO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,113,ROVIGO
CANARO,NUOVO CENTRO DESTRA - UDC,53,ROVIGO
CANARO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,46,ROVIGO
CANARO,L'ALTRA EUROPA CON TSIPRAS,30,ROVIGO
CANARO,SCELTA EUROPEA,8,ROVIGO
CANARO,VERDI EUROPEI-GREEN ITALIA,7,ROVIGO
CANARO,ITALIA DEI VALORI,2,ROVIGO
CANARO,IO CAMBIO - MAIE,1,ROVIGO
CANARO,SVP,0,ROVIGO
CANDA,PARTITO DEMOCRATICO,191,ROVIGO
CANDA,FORZA ITALIA,118,ROVIGO
CANDA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,81,ROVIGO
CANDA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,72,ROVIGO
CANDA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,18,ROVIGO
CANDA,NUOVO CENTRO DESTRA - UDC,17,ROVIGO
CANDA,L'ALTRA EUROPA CON TSIPRAS,15,ROVIGO
CANDA,ITALIA DEI VALORI,5,ROVIGO
CANDA,VERDI EUROPEI-GREEN ITALIA,5,ROVIGO
