Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
BAGNO DI ROMAGNA,5183,4136,85,172,FORLI'-CESENA
BERTINORO,8810,6003,37,159,FORLI'-CESENA
BORGHI,2215,1560,39,81,FORLI'-CESENA
CASTROCARO TERME E TERRA DEL SOLE,4985,3164,13,100,FORLI'-CESENA
CESENA,76611,56137,604,1786,FORLI'-CESENA
CESENATICO,20367,13336,84,419,FORLI'-CESENA
CIVITELLA DI ROMAGNA,2770,2126,68,136,FORLI'-CESENA
DOVADOLA,1344,755,5,21,FORLI'-CESENA
FORLI',90168,64133,600,1774,FORLI'-CESENA
FORLIMPOPOLI,10154,7345,81,275,FORLI'-CESENA
GALEATA,1701,1126,10,46,FORLI'-CESENA
GAMBETTOLA,7914,5811,120,280,FORLI'-CESENA
GATTEO,6776,4406,32,149,FORLI'-CESENA
LONGIANO,5509,3845,28,95,FORLI'-CESENA
MELDOLA,7754,5917,127,303,FORLI'-CESENA
MERCATO SARACENO,5464,4001,78,175,FORLI'-CESENA
MODIGLIANA,3758,2859,69,143,FORLI'-CESENA
MONTIANO,1390,1103,27,55,FORLI'-CESENA
PORTICO E SAN BENEDETTO,670,486,17,31,FORLI'-CESENA
PREDAPPIO,5054,3777,53,194,FORLI'-CESENA
PREMILCUORE,635,541,11,26,FORLI'-CESENA
ROCCA SAN CASCIANO,1744,1363,43,94,FORLI'-CESENA
RONCOFREDDO,2647,2122,57,134,FORLI'-CESENA
SAN MAURO PASCOLI,8524,6064,118,258,FORLI'-CESENA
SANTA SOFIA,3201,2615,64,146,FORLI'-CESENA
SARSINA,2989,1919,9,63,FORLI'-CESENA
SAVIGNANO SUL RUBICONE,12802,9321,160,330,FORLI'-CESENA
SOGLIANO AL RUBICONE,2561,1696,8,64,FORLI'-CESENA
TREDOZIO,1124,834,23,41,FORLI'-CESENA
VERGHERETO,1595,943,10,40,FORLI'-CESENA
