Ente,Liste/Gruppi,Voti,nomefile
AILANO,FORZA ITALIA,289,CASERTA
AILANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,206,CASERTA
AILANO,PARTITO DEMOCRATICO,184,CASERTA
AILANO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,61,CASERTA
AILANO,L'ALTRA EUROPA CON TSIPRAS,36,CASERTA
AILANO,NUOVO CENTRO DESTRA - UDC,24,CASERTA
AILANO,ITALIA DEI VALORI,12,CASERTA
AILANO,SCELTA EUROPEA,9,CASERTA
AILANO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,4,CASERTA
AILANO,VERDI EUROPEI-GREEN ITALIA,3,CASERTA
AILANO,IO CAMBIO - MAIE,1,CASERTA
ALIFE,FORZA ITALIA,1080,CASERTA
ALIFE,PARTITO DEMOCRATICO,745,CASERTA
ALIFE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,669,CASERTA
ALIFE,L'ALTRA EUROPA CON TSIPRAS,78,CASERTA
ALIFE,NUOVO CENTRO DESTRA - UDC,70,CASERTA
ALIFE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,63,CASERTA
ALIFE,ITALIA DEI VALORI,23,CASERTA
ALIFE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,22,CASERTA
ALIFE,VERDI EUROPEI-GREEN ITALIA,16,CASERTA
ALIFE,SCELTA EUROPEA,8,CASERTA
ALIFE,IO CAMBIO - MAIE,5,CASERTA
ALVIGNANO,FORZA ITALIA,480,CASERTA
ALVIGNANO,PARTITO DEMOCRATICO,435,CASERTA
ALVIGNANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,339,CASERTA
ALVIGNANO,L'ALTRA EUROPA CON TSIPRAS,162,CASERTA
ALVIGNANO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,63,CASERTA
ALVIGNANO,SCELTA EUROPEA,36,CASERTA
ALVIGNANO,NUOVO CENTRO DESTRA - UDC,32,CASERTA
ALVIGNANO,ITALIA DEI VALORI,8,CASERTA
ALVIGNANO,VERDI EUROPEI-GREEN ITALIA,6,CASERTA
ALVIGNANO,IO CAMBIO - MAIE,4,CASERTA
ALVIGNANO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,4,CASERTA
ARIENZO,FORZA ITALIA,1130,CASERTA
