Ente,Liste/Gruppi,Voti,nomefile
ARGENTA,PARTITO DEMOCRATICO,7134,FERRARA
ARGENTA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,2187,FERRARA
ARGENTA,FORZA ITALIA,1602,FERRARA
ARGENTA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,575,FERRARA
ARGENTA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,530,FERRARA
ARGENTA,L'ALTRA EUROPA CON TSIPRAS,268,FERRARA
ARGENTA,NUOVO CENTRO DESTRA - UDC,207,FERRARA
ARGENTA,VERDI EUROPEI-GREEN ITALIA,123,FERRARA
ARGENTA,ITALIA DEI VALORI,57,FERRARA
ARGENTA,SCELTA EUROPEA,50,FERRARA
ARGENTA,IO CAMBIO - MAIE,19,FERRARA
ARGENTA,SVP,11,FERRARA
BERRA,PARTITO DEMOCRATICO,1389,FERRARA
BERRA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,529,FERRARA
BERRA,FORZA ITALIA,519,FERRARA
BERRA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,169,FERRARA
BERRA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,83,FERRARA
BERRA,NUOVO CENTRO DESTRA - UDC,75,FERRARA
BERRA,L'ALTRA EUROPA CON TSIPRAS,38,FERRARA
BERRA,VERDI EUROPEI-GREEN ITALIA,33,FERRARA
BERRA,ITALIA DEI VALORI,20,FERRARA
BERRA,SCELTA EUROPEA,10,FERRARA
BERRA,IO CAMBIO - MAIE,5,FERRARA
BERRA,SVP,4,FERRARA
BONDENO,PARTITO DEMOCRATICO,3952,FERRARA
BONDENO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,1399,FERRARA
BONDENO,FORZA ITALIA,1384,FERRARA
BONDENO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1317,FERRARA
BONDENO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,268,FERRARA
BONDENO,NUOVO CENTRO DESTRA - UDC,161,FERRARA
BONDENO,L'ALTRA EUROPA CON TSIPRAS,159,FERRARA
BONDENO,VERDI EUROPEI-GREEN ITALIA,85,FERRARA
BONDENO,SCELTA EUROPEA,37,FERRARA
BONDENO,ITALIA DEI VALORI,22,FERRARA
BONDENO,IO CAMBIO - MAIE,12,FERRARA
BONDENO,SVP,7,FERRARA
CENTO,PARTITO DEMOCRATICO,7493,FERRARA
CENTO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,3893,FERRARA
CENTO,FORZA ITALIA,2606,FERRARA
CENTO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,1534,FERRARA
CENTO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,712,FERRARA
CENTO,NUOVO CENTRO DESTRA - UDC,462,FERRARA
CENTO,L'ALTRA EUROPA CON TSIPRAS,393,FERRARA
CENTO,VERDI EUROPEI-GREEN ITALIA,152,FERRARA
CENTO,SCELTA EUROPEA,81,FERRARA
CENTO,ITALIA DEI VALORI,59,FERRARA
CENTO,IO CAMBIO - MAIE,32,FERRARA
CENTO,SVP,25,FERRARA
