Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ALBINEA,6895,5382,74,151,REGGIO NELL'EMILIA
BAGNOLO IN PIANO,7024,5368,68,179,REGGIO NELL'EMILIA
BAISO,2709,1963,62,107,REGGIO NELL'EMILIA
BIBBIANO,7693,5401,78,197,REGGIO NELL'EMILIA
BORETTO,4076,2821,87,185,REGGIO NELL'EMILIA
BRESCELLO,4399,2815,46,141,REGGIO NELL'EMILIA
BUSANA,1064,791,16,46,REGGIO NELL'EMILIA
CADELBOSCO DI SOPRA,7681,5604,67,195,REGGIO NELL'EMILIA
CAMPAGNOLA EMILIA,4028,3007,47,97,REGGIO NELL'EMILIA
CAMPEGINE,3802,2476,14,69,REGGIO NELL'EMILIA
CARPINETI,3322,2697,99,161,REGGIO NELL'EMILIA
CASALGRANDE,14296,10557,135,381,REGGIO NELL'EMILIA
CASINA,3663,2586,30,77,REGGIO NELL'EMILIA
CASTELLARANO,11555,7675,52,221,REGGIO NELL'EMILIA
CASTELNOVO DI SOTTO,6570,4325,30,118,REGGIO NELL'EMILIA
CASTELNOVO NE' MONTI,8283,6218,150,307,REGGIO NELL'EMILIA
CAVRIAGO,7596,5600,89,183,REGGIO NELL'EMILIA
CANOSSA,2998,1841,14,66,REGGIO NELL'EMILIA
COLLAGNA,846,491,6,20,REGGIO NELL'EMILIA
CORREGGIO,18588,14245,181,419,REGGIO NELL'EMILIA
FABBRICO,4642,3582,56,123,REGGIO NELL'EMILIA
GATTATICO,4595,3402,61,162,REGGIO NELL'EMILIA
GUALTIERI,5201,3656,51,151,REGGIO NELL'EMILIA
GUASTALLA,11262,8274,162,438,REGGIO NELL'EMILIA
LIGONCHIO,764,619,20,41,REGGIO NELL'EMILIA
LUZZARA,6497,4368,32,124,REGGIO NELL'EMILIA
MONTECCHIO EMILIA,8063,6162,104,251,REGGIO NELL'EMILIA
NOVELLARA,9870,7587,112,267,REGGIO NELL'EMILIA
POVIGLIO,5544,4003,76,187,REGGIO NELL'EMILIA
QUATTRO CASTELLA,10360,7929,115,282,REGGIO NELL'EMILIA
RAMISETO,1173,749,16,39,REGGIO NELL'EMILIA
REGGIOLO,6752,5199,100,215,REGGIO NELL'EMILIA
REGGIO NELL'EMILIA,119533,85896,926,2552,REGGIO NELL'EMILIA
RIO SALICETO,4451,3443,48,131,REGGIO NELL'EMILIA
ROLO,2876,2132,42,84,REGGIO NELL'EMILIA
RUBIERA,10964,8258,112,286,REGGIO NELL'EMILIA
SAN MARTINO IN RIO,5944,4240,36,128,REGGIO NELL'EMILIA
SAN POLO D'ENZA,4581,2992,20,74,REGGIO NELL'EMILIA
SANT'ILARIO D'ENZA,8505,6334,82,242,REGGIO NELL'EMILIA
SCANDIANO,19714,15012,192,437,REGGIO NELL'EMILIA
TOANO,3466,2550,68,137,REGGIO NELL'EMILIA
VETTO,1601,1314,67,96,REGGIO NELL'EMILIA
VEZZANO SUL CROSTOLO,3396,2672,47,102,REGGIO NELL'EMILIA
VIANO,2748,2112,67,126,REGGIO NELL'EMILIA
VILLA MINOZZO,3465,2460,71,142,REGGIO NELL'EMILIA
