Ente,Liste/Gruppi,Voti,nomefile
AGRIGENTO,PARTITO DEMOCRATICO,5749,AGRIGENTO
AGRIGENTO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,4777,AGRIGENTO
AGRIGENTO,FORZA ITALIA,3879,AGRIGENTO
AGRIGENTO,NUOVO CENTRO DESTRA - UDC,2659,AGRIGENTO
AGRIGENTO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,680,AGRIGENTO
AGRIGENTO,L'ALTRA EUROPA CON TSIPRAS,606,AGRIGENTO
AGRIGENTO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,173,AGRIGENTO
AGRIGENTO,VERDI EUROPEI-GREEN ITALIA,119,AGRIGENTO
AGRIGENTO,ITALIA DEI VALORI,43,AGRIGENTO
AGRIGENTO,SCELTA EUROPEA,36,AGRIGENTO
AGRIGENTO,IO CAMBIO - MAIE,23,AGRIGENTO
ALESSANDRIA DELLA ROCCA,PARTITO DEMOCRATICO,369,AGRIGENTO
ALESSANDRIA DELLA ROCCA,FORZA ITALIA,294,AGRIGENTO
ALESSANDRIA DELLA ROCCA,NUOVO CENTRO DESTRA - UDC,239,AGRIGENTO
ALESSANDRIA DELLA ROCCA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,113,AGRIGENTO
ALESSANDRIA DELLA ROCCA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,26,AGRIGENTO
ALESSANDRIA DELLA ROCCA,L'ALTRA EUROPA CON TSIPRAS,22,AGRIGENTO
ALESSANDRIA DELLA ROCCA,SCELTA EUROPEA,4,AGRIGENTO
ALESSANDRIA DELLA ROCCA,VERDI EUROPEI-GREEN ITALIA,2,AGRIGENTO
ALESSANDRIA DELLA ROCCA,ITALIA DEI VALORI,1,AGRIGENTO
ALESSANDRIA DELLA ROCCA,IO CAMBIO - MAIE,0,AGRIGENTO
ALESSANDRIA DELLA ROCCA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,0,AGRIGENTO
ARAGONA,PARTITO DEMOCRATICO,1319,AGRIGENTO
ARAGONA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,698,AGRIGENTO
ARAGONA,NUOVO CENTRO DESTRA - UDC,587,AGRIGENTO
ARAGONA,FORZA ITALIA,535,AGRIGENTO
ARAGONA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,343,AGRIGENTO
ARAGONA,L'ALTRA EUROPA CON TSIPRAS,43,AGRIGENTO
ARAGONA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,26,AGRIGENTO
ARAGONA,VERDI EUROPEI-GREEN ITALIA,10,AGRIGENTO
ARAGONA,SCELTA EUROPEA,8,AGRIGENTO
ARAGONA,IO CAMBIO - MAIE,4,AGRIGENTO
ARAGONA,ITALIA DEI VALORI,2,AGRIGENTO
BIVONA,PARTITO DEMOCRATICO,799,AGRIGENTO
BIVONA,FORZA ITALIA,485,AGRIGENTO
BIVONA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,269,AGRIGENTO
BIVONA,NUOVO CENTRO DESTRA - UDC,144,AGRIGENTO
BIVONA,L'ALTRA EUROPA CON TSIPRAS,56,AGRIGENTO
BIVONA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,16,AGRIGENTO
BIVONA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,8,AGRIGENTO
BIVONA,VERDI EUROPEI-GREEN ITALIA,4,AGRIGENTO
BIVONA,ITALIA DEI VALORI,4,AGRIGENTO
BIVONA,IO CAMBIO - MAIE,1,AGRIGENTO
BIVONA,SCELTA EUROPEA,1,AGRIGENTO
BURGIO,PARTITO DEMOCRATICO,522,AGRIGENTO
BURGIO,NUOVO CENTRO DESTRA - UDC,304,AGRIGENTO
BURGIO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,200,AGRIGENTO
BURGIO,FORZA ITALIA,141,AGRIGENTO
BURGIO,L'ALTRA EUROPA CON TSIPRAS,18,AGRIGENTO
BURGIO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,7,AGRIGENTO
BURGIO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,7,AGRIGENTO
BURGIO,IO CAMBIO - MAIE,2,AGRIGENTO
BURGIO,ITALIA DEI VALORI,2,AGRIGENTO
BURGIO,SCELTA EUROPEA,2,AGRIGENTO
BURGIO,VERDI EUROPEI-GREEN ITALIA,1,AGRIGENTO
CALAMONACI,PARTITO DEMOCRATICO,231,AGRIGENTO
CALAMONACI,NUOVO CENTRO DESTRA - UDC,103,AGRIGENTO
CALAMONACI,FORZA ITALIA,57,AGRIGENTO
CALAMONACI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,57,AGRIGENTO
CALAMONACI,L'ALTRA EUROPA CON TSIPRAS,12,AGRIGENTO
CALAMONACI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,4,AGRIGENTO
CALAMONACI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,2,AGRIGENTO
CALAMONACI,IO CAMBIO - MAIE,0,AGRIGENTO
CALAMONACI,VERDI EUROPEI-GREEN ITALIA,0,AGRIGENTO
CALAMONACI,ITALIA DEI VALORI,0,AGRIGENTO
CALAMONACI,SCELTA EUROPEA,0,AGRIGENTO
CALTABELLOTTA,FORZA ITALIA,624,AGRIGENTO
CALTABELLOTTA,PARTITO DEMOCRATICO,613,AGRIGENTO
CALTABELLOTTA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,613,AGRIGENTO
CALTABELLOTTA,NUOVO CENTRO DESTRA - UDC,228,AGRIGENTO
CALTABELLOTTA,L'ALTRA EUROPA CON TSIPRAS,52,AGRIGENTO
CALTABELLOTTA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,48,AGRIGENTO
CALTABELLOTTA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,27,AGRIGENTO
CALTABELLOTTA,SCELTA EUROPEA,23,AGRIGENTO
CALTABELLOTTA,ITALIA DEI VALORI,14,AGRIGENTO
CALTABELLOTTA,IO CAMBIO - MAIE,10,AGRIGENTO
CALTABELLOTTA,VERDI EUROPEI-GREEN ITALIA,10,AGRIGENTO
CAMASTRA,FORZA ITALIA,340,AGRIGENTO
CAMASTRA,PARTITO DEMOCRATICO,224,AGRIGENTO
