Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
OVINDOLI,1453,679,28,72,L'AQUILA
PACENTRO,1735,921,125,146,L'AQUILA
PERETO,611,396,17,43,L'AQUILA
PESCASSEROLI,1843,1105,29,109,L'AQUILA
PESCINA,3604,2475,130,293,L'AQUILA
PESCOCOSTANZO,1155,589,21,36,L'AQUILA
PETTORANO SUL GIZIO,1738,674,24,88,L'AQUILA
PIZZOLI,2918,1998,74,211,L'AQUILA
POGGIO PICENZE,772,523,13,43,L'AQUILA
PRATA D'ANSIDONIA,488,282,11,24,L'AQUILA
PRATOLA PELIGNA,7480,4212,145,350,L'AQUILA
PREZZA,1192,611,68,96,L'AQUILA
RAIANO,2741,1592,57,143,L'AQUILA
RIVISONDOLI,731,332,6,23,L'AQUILA
ROCCACASALE,791,350,15,17,L'AQUILA
ROCCA DI BOTTE,701,407,9,32,L'AQUILA
ROCCA DI CAMBIO,408,236,9,20,L'AQUILA
ROCCA DI MEZZO,1641,891,48,88,L'AQUILA
ROCCA PIA,351,107,7,9,L'AQUILA
ROCCARASO,1397,848,26,63,L'AQUILA
SAN BENEDETTO DEI MARSI,3268,2251,95,213,L'AQUILA
SAN BENEDETTO IN PERILLIS,222,61,6,11,L'AQUILA
SAN DEMETRIO NE' VESTINI,1597,896,24,56,L'AQUILA
SAN PIO DELLE CAMERE,571,360,25,42,L'AQUILA
SANTE MARIE,1102,732,58,85,L'AQUILA
SANT'EUSANIO FORCONESE,377,242,13,23,L'AQUILA
SANTO STEFANO DI SESSANIO,122,79,7,13,L'AQUILA
SAN VINCENZO VALLE ROVETO,2177,1374,59,198,L'AQUILA
SCANNO,1887,945,55,116,L'AQUILA
SCONTRONE,581,350,4,20,L'AQUILA
SCOPPITO,2766,1784,49,148,L'AQUILA
SCURCOLA MARSICANA,2703,1450,32,120,L'AQUILA
SECINARO,351,214,8,25,L'AQUILA
SULMONA,22184,12339,379,919,L'AQUILA
TAGLIACOZZO,5779,3503,128,323,L'AQUILA
TIONE DEGLI ABRUZZI,349,196,7,19,L'AQUILA
TORNIMPARTE,2525,1505,39,114,L'AQUILA
TRASACCO,4846,3463,215,492,L'AQUILA
VILLALAGO,725,321,12,24,L'AQUILA
VILLA SANTA LUCIA DEGLI ABRUZZI,202,64,0,3,L'AQUILA
VILLA SANT'ANGELO,460,223,8,19,L'AQUILA
VILLAVALLELONGA,976,663,54,103,L'AQUILA
VILLETTA BARREA,588,300,12,50,L'AQUILA
VITTORITO,905,589,27,63,L'AQUILA
