Ente,Liste/Gruppi,Voti,nomefile
BIENTINA,PARTITO DEMOCRATICO,2013,PISA
BIENTINA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,761,PISA
BIENTINA,FORZA ITALIA,473,PISA
BIENTINA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,125,PISA
BIENTINA,L'ALTRA EUROPA CON TSIPRAS,115,PISA
BIENTINA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,108,PISA
BIENTINA,NUOVO CENTRO DESTRA - UDC,69,PISA
BIENTINA,VERDI EUROPEI-GREEN ITALIA,17,PISA
BIENTINA,ITALIA DEI VALORI,14,PISA
BIENTINA,IO CAMBIO - MAIE,7,PISA
BIENTINA,SCELTA EUROPEA,6,PISA
BUTI,PARTITO DEMOCRATICO,1602,PISA
BUTI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,611,PISA
BUTI,FORZA ITALIA,273,PISA
BUTI,L'ALTRA EUROPA CON TSIPRAS,132,PISA
BUTI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,101,PISA
BUTI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,57,PISA
BUTI,NUOVO CENTRO DESTRA - UDC,53,PISA
BUTI,VERDI EUROPEI-GREEN ITALIA,22,PISA
BUTI,SCELTA EUROPEA,8,PISA
BUTI,ITALIA DEI VALORI,8,PISA
BUTI,IO CAMBIO - MAIE,7,PISA
CALCI,PARTITO DEMOCRATICO,1925,PISA
CALCI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,646,PISA
CALCI,FORZA ITALIA,356,PISA
CALCI,L'ALTRA EUROPA CON TSIPRAS,340,PISA
CALCI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,126,PISA
CALCI,NUOVO CENTRO DESTRA - UDC,119,PISA
CALCI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,109,PISA
CALCI,VERDI EUROPEI-GREEN ITALIA,55,PISA
CALCI,IO CAMBIO - MAIE,24,PISA
CALCI,ITALIA DEI VALORI,22,PISA
CALCI,SCELTA EUROPEA,15,PISA
CALCINAIA,PARTITO DEMOCRATICO,3670,PISA
CALCINAIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1295,PISA
CALCINAIA,FORZA ITALIA,681,PISA
CALCINAIA,L'ALTRA EUROPA CON TSIPRAS,214,PISA
CALCINAIA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,182,PISA
CALCINAIA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,155,PISA
CALCINAIA,NUOVO CENTRO DESTRA - UDC,121,PISA
CALCINAIA,VERDI EUROPEI-GREEN ITALIA,55,PISA
CALCINAIA,ITALIA DEI VALORI,44,PISA
CALCINAIA,SCELTA EUROPEA,23,PISA
CALCINAIA,IO CAMBIO - MAIE,5,PISA
CAPANNOLI,PARTITO DEMOCRATICO,1963,PISA
CAPANNOLI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,660,PISA
CAPANNOLI,FORZA ITALIA,385,PISA
CAPANNOLI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,123,PISA
CAPANNOLI,L'ALTRA EUROPA CON TSIPRAS,98,PISA
CAPANNOLI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,85,PISA
CAPANNOLI,NUOVO CENTRO DESTRA - UDC,72,PISA
CAPANNOLI,VERDI EUROPEI-GREEN ITALIA,28,PISA
CAPANNOLI,ITALIA DEI VALORI,15,PISA
CAPANNOLI,SCELTA EUROPEA,8,PISA
CAPANNOLI,IO CAMBIO - MAIE,5,PISA
CASALE MARITTIMO,PARTITO DEMOCRATICO,313,PISA
CASALE MARITTIMO,FORZA ITALIA,114,PISA
CASALE MARITTIMO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,92,PISA
CASALE MARITTIMO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,46,PISA
CASALE MARITTIMO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,30,PISA
CASALE MARITTIMO,L'ALTRA EUROPA CON TSIPRAS,23,PISA
CASALE MARITTIMO,NUOVO CENTRO DESTRA - UDC,21,PISA
CASALE MARITTIMO,VERDI EUROPEI-GREEN ITALIA,10,PISA
CASALE MARITTIMO,ITALIA DEI VALORI,6,PISA
CASALE MARITTIMO,SCELTA EUROPEA,2,PISA
CASALE MARITTIMO,IO CAMBIO - MAIE,0,PISA
CASCIANA TERME LARI,PARTITO DEMOCRATICO,3868,PISA
CASCIANA TERME LARI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1255,PISA
CASCIANA TERME LARI,FORZA ITALIA,810,PISA
CASCIANA TERME LARI,L'ALTRA EUROPA CON TSIPRAS,288,PISA
CASCIANA TERME LARI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,251,PISA
CASCIANA TERME LARI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,179,PISA
CASCIANA TERME LARI,NUOVO CENTRO DESTRA - UDC,148,PISA
CASCIANA TERME LARI,VERDI EUROPEI-GREEN ITALIA,57,PISA
CASCIANA TERME LARI,ITALIA DEI VALORI,49,PISA
CASCIANA TERME LARI,SCELTA EUROPEA,30,PISA
CASCIANA TERME LARI,IO CAMBIO - MAIE,16,PISA
CASCINA,PARTITO DEMOCRATICO,12426,PISA
CASCINA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,4119,PISA
CASCINA,FORZA ITALIA,1908,PISA
CASCINA,L'ALTRA EUROPA CON TSIPRAS,1019,PISA
CASCINA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,601,PISA
CASCINA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,516,PISA
CASCINA,NUOVO CENTRO DESTRA - UDC,438,PISA
CASCINA,VERDI EUROPEI-GREEN ITALIA,168,PISA
CASCINA,ITALIA DEI VALORI,106,PISA
CASCINA,SCELTA EUROPEA,62,PISA
CASCINA,IO CAMBIO - MAIE,38,PISA
CASTELFRANCO DI SOTTO,PARTITO DEMOCRATICO,3223,PISA
CASTELFRANCO DI SOTTO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1261,PISA
CASTELFRANCO DI SOTTO,FORZA ITALIA,1172,PISA
CASTELFRANCO DI SOTTO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,242,PISA
CASTELFRANCO DI SOTTO,NUOVO CENTRO DESTRA - UDC,238,PISA
CASTELFRANCO DI SOTTO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,220,PISA
CASTELFRANCO DI SOTTO,L'ALTRA EUROPA CON TSIPRAS,146,PISA
CASTELFRANCO DI SOTTO,VERDI EUROPEI-GREEN ITALIA,43,PISA
CASTELFRANCO DI SOTTO,ITALIA DEI VALORI,42,PISA
CASTELFRANCO DI SOTTO,SCELTA EUROPEA,27,PISA
CASTELFRANCO DI SOTTO,IO CAMBIO - MAIE,11,PISA
CASTELLINA MARITTIMA,PARTITO DEMOCRATICO,559,PISA
CASTELLINA MARITTIMA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,229,PISA
CASTELLINA MARITTIMA,FORZA ITALIA,126,PISA
CASTELLINA MARITTIMA,L'ALTRA EUROPA CON TSIPRAS,62,PISA
CASTELLINA MARITTIMA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,30,PISA
CASTELLINA MARITTIMA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,19,PISA
CASTELLINA MARITTIMA,NUOVO CENTRO DESTRA - UDC,18,PISA
CASTELLINA MARITTIMA,VERDI EUROPEI-GREEN ITALIA,10,PISA
CASTELLINA MARITTIMA,ITALIA DEI VALORI,5,PISA
CASTELLINA MARITTIMA,IO CAMBIO - MAIE,2,PISA
CASTELLINA MARITTIMA,SCELTA EUROPEA,1,PISA
CASTELNUOVO DI VAL DI CECINA,PARTITO DEMOCRATICO,650,PISA
CASTELNUOVO DI VAL DI CECINA,FORZA ITALIA,200,PISA
CASTELNUOVO DI VAL DI CECINA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,189,PISA
CASTELNUOVO DI VAL DI CECINA,L'ALTRA EUROPA CON TSIPRAS,97,PISA
CASTELNUOVO DI VAL DI CECINA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,57,PISA
CASTELNUOVO DI VAL DI CECINA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,54,PISA
CASTELNUOVO DI VAL DI CECINA,NUOVO CENTRO DESTRA - UDC,26,PISA
CASTELNUOVO DI VAL DI CECINA,VERDI EUROPEI-GREEN ITALIA,18,PISA
CASTELNUOVO DI VAL DI CECINA,ITALIA DEI VALORI,5,PISA
CASTELNUOVO DI VAL DI CECINA,SCELTA EUROPEA,4,PISA
CASTELNUOVO DI VAL DI CECINA,IO CAMBIO - MAIE,2,PISA
CHIANNI,PARTITO DEMOCRATICO,491,PISA
CHIANNI,FORZA ITALIA,131,PISA
CHIANNI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,129,PISA
CHIANNI,L'ALTRA EUROPA CON TSIPRAS,29,PISA
CHIANNI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,20,PISA
CHIANNI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,17,PISA
CHIANNI,NUOVO CENTRO DESTRA - UDC,15,PISA
CHIANNI,VERDI EUROPEI-GREEN ITALIA,5,PISA
CHIANNI,SCELTA EUROPEA,3,PISA
CHIANNI,IO CAMBIO - MAIE,1,PISA
CHIANNI,ITALIA DEI VALORI,1,PISA
CRESPINA LORENZANA,PARTITO DEMOCRATICO,1517,PISA
CRESPINA LORENZANA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,565,PISA
CRESPINA LORENZANA,FORZA ITALIA,354,PISA
CRESPINA LORENZANA,L'ALTRA EUROPA CON TSIPRAS,149,PISA
CRESPINA LORENZANA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,89,PISA
CRESPINA LORENZANA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,75,PISA
CRESPINA LORENZANA,NUOVO CENTRO DESTRA - UDC,49,PISA
CRESPINA LORENZANA,VERDI EUROPEI-GREEN ITALIA,33,PISA
CRESPINA LORENZANA,ITALIA DEI VALORI,24,PISA
CRESPINA LORENZANA,SCELTA EUROPEA,9,PISA
CRESPINA LORENZANA,IO CAMBIO - MAIE,5,PISA
FAUGLIA,PARTITO DEMOCRATICO,1090,PISA
FAUGLIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,516,PISA
FAUGLIA,FORZA ITALIA,256,PISA
FAUGLIA,L'ALTRA EUROPA CON TSIPRAS,90,PISA
FAUGLIA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,62,PISA
FAUGLIA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,61,PISA
FAUGLIA,NUOVO CENTRO DESTRA - UDC,19,PISA
FAUGLIA,VERDI EUROPEI-GREEN ITALIA,18,PISA
FAUGLIA,ITALIA DEI VALORI,12,PISA
FAUGLIA,SCELTA EUROPEA,6,PISA
FAUGLIA,IO CAMBIO - MAIE,4,PISA
GUARDISTALLO,PARTITO DEMOCRATICO,400,PISA
GUARDISTALLO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,139,PISA
GUARDISTALLO,FORZA ITALIA,81,PISA
GUARDISTALLO,NUOVO CENTRO DESTRA - UDC,48,PISA
GUARDISTALLO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,37,PISA
GUARDISTALLO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,24,PISA
GUARDISTALLO,L'ALTRA EUROPA CON TSIPRAS,24,PISA
GUARDISTALLO,VERDI EUROPEI-GREEN ITALIA,10,PISA
GUARDISTALLO,ITALIA DEI VALORI,2,PISA
GUARDISTALLO,IO CAMBIO - MAIE,2,PISA
GUARDISTALLO,SCELTA EUROPEA,1,PISA
LAJATICO,PARTITO DEMOCRATICO,536,PISA
LAJATICO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,106,PISA
LAJATICO,FORZA ITALIA,76,PISA
LAJATICO,L'ALTRA EUROPA CON TSIPRAS,34,PISA
LAJATICO,NUOVO CENTRO DESTRA - UDC,26,PISA
LAJATICO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,24,PISA
LAJATICO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,18,PISA
LAJATICO,VERDI EUROPEI-GREEN ITALIA,9,PISA
LAJATICO,ITALIA DEI VALORI,7,PISA
LAJATICO,SCELTA EUROPEA,2,PISA
LAJATICO,IO CAMBIO - MAIE,0,PISA
MONTECATINI VAL DI CECINA,PARTITO DEMOCRATICO,529,PISA
MONTECATINI VAL DI CECINA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,175,PISA
MONTECATINI VAL DI CECINA,FORZA ITALIA,126,PISA
MONTECATINI VAL DI CECINA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,41,PISA
MONTECATINI VAL DI CECINA,L'ALTRA EUROPA CON TSIPRAS,24,PISA
MONTECATINI VAL DI CECINA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,20,PISA
MONTECATINI VAL DI CECINA,NUOVO CENTRO DESTRA - UDC,12,PISA
MONTECATINI VAL DI CECINA,VERDI EUROPEI-GREEN ITALIA,7,PISA
MONTECATINI VAL DI CECINA,SCELTA EUROPEA,4,PISA
MONTECATINI VAL DI CECINA,ITALIA DEI VALORI,4,PISA
MONTECATINI VAL DI CECINA,IO CAMBIO - MAIE,1,PISA
MONTESCUDAIO,PARTITO DEMOCRATICO,633,PISA
MONTESCUDAIO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,252,PISA
MONTESCUDAIO,FORZA ITALIA,137,PISA
MONTESCUDAIO,L'ALTRA EUROPA CON TSIPRAS,52,PISA
MONTESCUDAIO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,47,PISA
MONTESCUDAIO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,46,PISA
MONTESCUDAIO,NUOVO CENTRO DESTRA - UDC,24,PISA
MONTESCUDAIO,VERDI EUROPEI-GREEN ITALIA,11,PISA
MONTESCUDAIO,ITALIA DEI VALORI,3,PISA
MONTESCUDAIO,IO CAMBIO - MAIE,2,PISA
MONTESCUDAIO,SCELTA EUROPEA,2,PISA
MONTEVERDI MARITTIMO,PARTITO DEMOCRATICO,202,PISA
MONTEVERDI MARITTIMO,FORZA ITALIA,96,PISA
MONTEVERDI MARITTIMO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,80,PISA
MONTEVERDI MARITTIMO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,17,PISA
MONTEVERDI MARITTIMO,L'ALTRA EUROPA CON TSIPRAS,14,PISA
MONTEVERDI MARITTIMO,NUOVO CENTRO DESTRA - UDC,11,PISA
MONTEVERDI MARITTIMO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,11,PISA
MONTEVERDI MARITTIMO,ITALIA DEI VALORI,7,PISA
MONTEVERDI MARITTIMO,VERDI EUROPEI-GREEN ITALIA,6,PISA
MONTEVERDI MARITTIMO,SCELTA EUROPEA,1,PISA
MONTEVERDI MARITTIMO,IO CAMBIO - MAIE,0,PISA
MONTOPOLI IN VAL D'ARNO,PARTITO DEMOCRATICO,3325,PISA
MONTOPOLI IN VAL D'ARNO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1140,PISA
MONTOPOLI IN VAL D'ARNO,FORZA ITALIA,781,PISA
MONTOPOLI IN VAL D'ARNO,L'ALTRA EUROPA CON TSIPRAS,159,PISA
MONTOPOLI IN VAL D'ARNO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,157,PISA
MONTOPOLI IN VAL D'ARNO,NUOVO CENTRO DESTRA - UDC,148,PISA
MONTOPOLI IN VAL D'ARNO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,142,PISA
MONTOPOLI IN VAL D'ARNO,ITALIA DEI VALORI,37,PISA
MONTOPOLI IN VAL D'ARNO,VERDI EUROPEI-GREEN ITALIA,36,PISA
MONTOPOLI IN VAL D'ARNO,SCELTA EUROPEA,21,PISA
MONTOPOLI IN VAL D'ARNO,IO CAMBIO - MAIE,14,PISA
ORCIANO PISANO,PARTITO DEMOCRATICO,130,PISA
ORCIANO PISANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,68,PISA
ORCIANO PISANO,FORZA ITALIA,47,PISA
ORCIANO PISANO,L'ALTRA EUROPA CON TSIPRAS,19,PISA
ORCIANO PISANO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,13,PISA
ORCIANO PISANO,NUOVO CENTRO DESTRA - UDC,11,PISA
ORCIANO PISANO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,7,PISA
ORCIANO PISANO,VERDI EUROPEI-GREEN ITALIA,3,PISA
ORCIANO PISANO,ITALIA DEI VALORI,2,PISA
ORCIANO PISANO,IO CAMBIO - MAIE,2,PISA
ORCIANO PISANO,SCELTA EUROPEA,0,PISA
PALAIA,PARTITO DEMOCRATICO,1346,PISA
PALAIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,465,PISA
PALAIA,FORZA ITALIA,310,PISA
PALAIA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,116,PISA
PALAIA,L'ALTRA EUROPA CON TSIPRAS,111,PISA
PALAIA,NUOVO CENTRO DESTRA - UDC,60,PISA
PALAIA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,52,PISA
PALAIA,VERDI EUROPEI-GREEN ITALIA,27,PISA
PALAIA,ITALIA DEI VALORI,13,PISA
PALAIA,SCELTA EUROPEA,6,PISA
PALAIA,IO CAMBIO - MAIE,4,PISA
PECCIOLI,PARTITO DEMOCRATICO,1809,PISA
PECCIOLI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,502,PISA
