Ente,Liste/Gruppi,Voti,nomefile
ALCAMO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,6146,TRAPANI
ALCAMO,PARTITO DEMOCRATICO,4904,TRAPANI
ALCAMO,FORZA ITALIA,3021,TRAPANI
ALCAMO,NUOVO CENTRO DESTRA - UDC,1282,TRAPANI
ALCAMO,L'ALTRA EUROPA CON TSIPRAS,340,TRAPANI
ALCAMO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,237,TRAPANI
ALCAMO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,108,TRAPANI
ALCAMO,VERDI EUROPEI-GREEN ITALIA,64,TRAPANI
ALCAMO,ITALIA DEI VALORI,63,TRAPANI
ALCAMO,SCELTA EUROPEA,42,TRAPANI
ALCAMO,IO CAMBIO - MAIE,23,TRAPANI
BUSETO PALIZZOLO,PARTITO DEMOCRATICO,383,TRAPANI
BUSETO PALIZZOLO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,215,TRAPANI
BUSETO PALIZZOLO,FORZA ITALIA,124,TRAPANI
BUSETO PALIZZOLO,NUOVO CENTRO DESTRA - UDC,55,TRAPANI
BUSETO PALIZZOLO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,23,TRAPANI
BUSETO PALIZZOLO,L'ALTRA EUROPA CON TSIPRAS,6,TRAPANI
BUSETO PALIZZOLO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,5,TRAPANI
BUSETO PALIZZOLO,ITALIA DEI VALORI,4,TRAPANI
BUSETO PALIZZOLO,IO CAMBIO - MAIE,3,TRAPANI
BUSETO PALIZZOLO,VERDI EUROPEI-GREEN ITALIA,3,TRAPANI
BUSETO PALIZZOLO,SCELTA EUROPEA,1,TRAPANI
CALATAFIMI SEGESTA,PARTITO DEMOCRATICO,1064,TRAPANI
CALATAFIMI SEGESTA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1016,TRAPANI
CALATAFIMI SEGESTA,FORZA ITALIA,613,TRAPANI
CALATAFIMI SEGESTA,NUOVO CENTRO DESTRA - UDC,404,TRAPANI
CALATAFIMI SEGESTA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,172,TRAPANI
CALATAFIMI SEGESTA,L'ALTRA EUROPA CON TSIPRAS,120,TRAPANI
CALATAFIMI SEGESTA,ITALIA DEI VALORI,56,TRAPANI
CALATAFIMI SEGESTA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,35,TRAPANI
CALATAFIMI SEGESTA,SCELTA EUROPEA,19,TRAPANI
CALATAFIMI SEGESTA,VERDI EUROPEI-GREEN ITALIA,15,TRAPANI
CALATAFIMI SEGESTA,IO CAMBIO - MAIE,12,TRAPANI
CAMPOBELLO DI MAZARA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1135,TRAPANI
CAMPOBELLO DI MAZARA,PARTITO DEMOCRATICO,1086,TRAPANI
CAMPOBELLO DI MAZARA,FORZA ITALIA,696,TRAPANI
CAMPOBELLO DI MAZARA,NUOVO CENTRO DESTRA - UDC,388,TRAPANI
CAMPOBELLO DI MAZARA,L'ALTRA EUROPA CON TSIPRAS,142,TRAPANI
CAMPOBELLO DI MAZARA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,77,TRAPANI
CAMPOBELLO DI MAZARA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,22,TRAPANI
CAMPOBELLO DI MAZARA,ITALIA DEI VALORI,21,TRAPANI
CAMPOBELLO DI MAZARA,SCELTA EUROPEA,20,TRAPANI
CAMPOBELLO DI MAZARA,VERDI EUROPEI-GREEN ITALIA,8,TRAPANI
CAMPOBELLO DI MAZARA,IO CAMBIO - MAIE,4,TRAPANI
CASTELLAMMARE DEL GOLFO,PARTITO DEMOCRATICO,1461,TRAPANI
CASTELLAMMARE DEL GOLFO,FORZA ITALIA,1245,TRAPANI
CASTELLAMMARE DEL GOLFO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1053,TRAPANI
CASTELLAMMARE DEL GOLFO,NUOVO CENTRO DESTRA - UDC,435,TRAPANI
CASTELLAMMARE DEL GOLFO,L'ALTRA EUROPA CON TSIPRAS,236,TRAPANI
CASTELLAMMARE DEL GOLFO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,79,TRAPANI
CASTELLAMMARE DEL GOLFO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,27,TRAPANI
CASTELLAMMARE DEL GOLFO,SCELTA EUROPEA,22,TRAPANI
CASTELLAMMARE DEL GOLFO,IO CAMBIO - MAIE,13,TRAPANI
CASTELLAMMARE DEL GOLFO,VERDI EUROPEI-GREEN ITALIA,13,TRAPANI
CASTELLAMMARE DEL GOLFO,ITALIA DEI VALORI,12,TRAPANI
CASTELVETRANO,PARTITO DEMOCRATICO,3363,TRAPANI
CASTELVETRANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,2977,TRAPANI
CASTELVETRANO,FORZA ITALIA,2021,TRAPANI
CASTELVETRANO,NUOVO CENTRO DESTRA - UDC,1545,TRAPANI
CASTELVETRANO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,230,TRAPANI
CASTELVETRANO,L'ALTRA EUROPA CON TSIPRAS,186,TRAPANI
CASTELVETRANO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,93,TRAPANI
CASTELVETRANO,VERDI EUROPEI-GREEN ITALIA,43,TRAPANI
CASTELVETRANO,SCELTA EUROPEA,22,TRAPANI
CASTELVETRANO,ITALIA DEI VALORI,21,TRAPANI
CASTELVETRANO,IO CAMBIO - MAIE,19,TRAPANI
CUSTONACI,PARTITO DEMOCRATICO,656,TRAPANI
CUSTONACI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,417,TRAPANI
CUSTONACI,FORZA ITALIA,256,TRAPANI
