Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ACQUAFONDATA,262,148,5,11,FROSINONE
ACUTO,1627,1391,73,143,FROSINONE
ALATRI,22703,12172,150,871,FROSINONE
ALVITO,2709,1211,27,84,FROSINONE
AMASENO,3615,1701,35,131,FROSINONE
ANAGNI,17636,14319,704,1493,FROSINONE
AQUINO,4334,2299,33,129,FROSINONE
ARCE,4967,4083,240,394,FROSINONE
ARNARA,2116,1722,129,245,FROSINONE
ARPINO,6771,3486,48,270,FROSINONE
ATINA,4029,1858,23,92,FROSINONE
AUSONIA,2690,1862,180,254,FROSINONE
BELMONTE CASTELLO,763,292,3,13,FROSINONE
BOVILLE ERNICA,7414,3942,55,208,FROSINONE
BROCCOSTELLA,2641,1859,119,281,FROSINONE
CAMPOLI APPENNINO,1565,724,13,58,FROSINONE
CASALATTICO,583,172,3,7,FROSINONE
CASALVIERI,2853,1752,119,251,FROSINONE
CASSINO,30009,14775,163,659,FROSINONE
CASTELLIRI,3058,2517,134,269,FROSINONE
CASTELNUOVO PARANO,828,482,6,25,FROSINONE
CASTROCIELO,3261,1981,67,155,FROSINONE
CASTRO DEI VOLSCI,4194,2352,23,122,FROSINONE
CECCANO,19631,9644,121,659,FROSINONE
CEPRANO,7273,5762,260,540,FROSINONE
CERVARO,7031,3297,47,187,FROSINONE
COLFELICE,1608,1323,81,157,FROSINONE
COLLEPARDO,836,498,10,38,FROSINONE
COLLE SAN MAGNO,711,549,52,80,FROSINONE
CORENO AUSONIO,1623,1224,120,172,FROSINONE
ESPERIA,3528,1839,38,128,FROSINONE
FALVATERRA,499,416,31,63,FROSINONE
FERENTINO,17512,9082,77,484,FROSINONE
FILETTINO,521,298,2,10,FROSINONE
FIUGGI,8259,4157,31,177,FROSINONE
FONTANA LIRI,2549,1560,19,67,FROSINONE
FONTECHIARI,1350,953,64,112,FROSINONE
FROSINONE,38022,18878,152,976,FROSINONE
FUMONE,1804,1052,16,103,FROSINONE
GALLINARO,1223,866,52,91,FROSINONE
GIULIANO DI ROMA,2152,1752,118,218,FROSINONE
GUARCINO,1368,755,13,54,FROSINONE
ISOLA DEL LIRI,10474,7899,284,642,FROSINONE
MONTE SAN GIOVANNI CAMPANO,11198,6340,72,377,FROSINONE
MOROLO,2688,2104,163,317,FROSINONE
PALIANO,6723,5554,192,459,FROSINONE
PASTENA,1392,691,4,40,FROSINONE
PATRICA,2834,1518,15,84,FROSINONE
PESCOSOLIDO,1697,1184,67,131,FROSINONE
PICINISCO,1178,446,11,29,FROSINONE
PICO,2649,1381,19,67,FROSINONE
PIEDIMONTE SAN GERMANO,4968,2522,29,141,FROSINONE
PIGLIO,3967,3328,163,314,FROSINONE
PIGNATARO INTERAMNA,2540,1022,14,39,FROSINONE
POFI,4063,1871,38,157,FROSINONE
PONTECORVO,11529,5858,71,356,FROSINONE
POSTA FIBRENO,1079,912,61,104,FROSINONE
RIPI,5111,3572,257,476,FROSINONE
ROCCA D'ARCE,895,733,54,90,FROSINONE
ROCCASECCA,6508,3156,52,188,FROSINONE
SAN BIAGIO SARACINISCO,368,167,1,7,FROSINONE
SAN DONATO VAL DI COMINO,2287,1480,65,142,FROSINONE
SAN GIORGIO A LIRI,2987,2189,152,254,FROSINONE
SAN GIOVANNI INCARICO,2987,1839,28,145,FROSINONE
SANT'AMBROGIO SUL GARIGLIANO,1108,812,62,104,FROSINONE
SANT'ANDREA DEL GARIGLIANO,1495,1159,120,188,FROSINONE
SANT'APOLLINARE,1904,1381,145,220,FROSINONE
SANT'ELIA FIUMERAPIDO,5774,4362,329,597,FROSINONE
SANTOPADRE,1302,1019,89,124,FROSINONE
SAN VITTORE DEL LAZIO,2249,1916,124,194,FROSINONE
SERRONE,2528,1512,20,71,FROSINONE
SETTEFRATI,997,534,41,70,FROSINONE
SGURGOLA,1952,1148,7,55,FROSINONE
SORA,23706,11923,88,699,FROSINONE
STRANGOLAGALLI,2323,1741,79,127,FROSINONE
SUPINO,4475,2100,19,123,FROSINONE
TERELLE,470,203,15,20,FROSINONE
TORRE CAJETANI,1165,603,3,36,FROSINONE
TORRICE,4154,2083,17,99,FROSINONE
TREVI NEL LAZIO,1612,896,8,44,FROSINONE
TRIVIGLIANO,1348,860,11,43,FROSINONE
VALLECORSA,2359,1061,12,62,FROSINONE
VALLEMAIO,949,717,64,93,FROSINONE
VALLEROTONDA,1460,1211,105,168,FROSINONE
VEROLI,17746,13729,885,1572,FROSINONE
VICALVI,767,356,12,18,FROSINONE
VICO NEL LAZIO,1833,1568,72,184,FROSINONE
VILLA LATINA,1078,874,78,122,FROSINONE
VILLA SANTA LUCIA,2233,1109,27,67,FROSINONE
VILLA SANTO STEFANO,1476,1216,84,151,FROSINONE
VITICUSO,350,137,5,9,FROSINONE
