Ente,Liste/Gruppi,Voti,nomefile
ALBI,PARTITO DEMOCRATICO,191,CATANZARO
ALBI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,154,CATANZARO
ALBI,NUOVO CENTRO DESTRA - UDC,52,CATANZARO
ALBI,FORZA ITALIA,39,CATANZARO
ALBI,L'ALTRA EUROPA CON TSIPRAS,26,CATANZARO
ALBI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,11,CATANZARO
ALBI,SCELTA EUROPEA,5,CATANZARO
ALBI,IO CAMBIO - MAIE,2,CATANZARO
ALBI,ITALIA DEI VALORI,1,CATANZARO
ALBI,VERDI EUROPEI-GREEN ITALIA,0,CATANZARO
ALBI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,0,CATANZARO
AMARONI,PARTITO DEMOCRATICO,385,CATANZARO
AMARONI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,205,CATANZARO
AMARONI,FORZA ITALIA,188,CATANZARO
AMARONI,NUOVO CENTRO DESTRA - UDC,79,CATANZARO
AMARONI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,35,CATANZARO
AMARONI,L'ALTRA EUROPA CON TSIPRAS,35,CATANZARO
AMARONI,SCELTA EUROPEA,21,CATANZARO
AMARONI,ITALIA DEI VALORI,7,CATANZARO
AMARONI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,4,CATANZARO
AMARONI,IO CAMBIO - MAIE,2,CATANZARO
AMARONI,VERDI EUROPEI-GREEN ITALIA,1,CATANZARO
AMATO,PARTITO DEMOCRATICO,132,CATANZARO
AMATO,FORZA ITALIA,123,CATANZARO
AMATO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,101,CATANZARO
AMATO,NUOVO CENTRO DESTRA - UDC,51,CATANZARO
AMATO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,13,CATANZARO
AMATO,L'ALTRA EUROPA CON TSIPRAS,9,CATANZARO
AMATO,VERDI EUROPEI-GREEN ITALIA,7,CATANZARO
AMATO,SCELTA EUROPEA,6,CATANZARO
AMATO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,5,CATANZARO
AMATO,IO CAMBIO - MAIE,2,CATANZARO
AMATO,ITALIA DEI VALORI,2,CATANZARO
ANDALI,PARTITO DEMOCRATICO,76,CATANZARO
ANDALI,FORZA ITALIA,38,CATANZARO
ANDALI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,34,CATANZARO
ANDALI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,25,CATANZARO
ANDALI,NUOVO CENTRO DESTRA - UDC,12,CATANZARO
ANDALI,SCELTA EUROPEA,7,CATANZARO
ANDALI,ITALIA DEI VALORI,4,CATANZARO
ANDALI,L'ALTRA EUROPA CON TSIPRAS,2,CATANZARO
ANDALI,VERDI EUROPEI-GREEN ITALIA,1,CATANZARO
ANDALI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,1,CATANZARO
ANDALI,IO CAMBIO - MAIE,0,CATANZARO
ARGUSTO,PARTITO DEMOCRATICO,107,CATANZARO
ARGUSTO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,23,CATANZARO
ARGUSTO,FORZA ITALIA,20,CATANZARO
ARGUSTO,NUOVO CENTRO DESTRA - UDC,3,CATANZARO
ARGUSTO,L'ALTRA EUROPA CON TSIPRAS,3,CATANZARO
ARGUSTO,VERDI EUROPEI-GREEN ITALIA,2,CATANZARO
ARGUSTO,SCELTA EUROPEA,2,CATANZARO
ARGUSTO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,1,CATANZARO
ARGUSTO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,1,CATANZARO
ARGUSTO,IO CAMBIO - MAIE,1,CATANZARO
ARGUSTO,ITALIA DEI VALORI,0,CATANZARO
BADOLATO,PARTITO DEMOCRATICO,436,CATANZARO
BADOLATO,FORZA ITALIA,303,CATANZARO
BADOLATO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,210,CATANZARO
BADOLATO,NUOVO CENTRO DESTRA - UDC,150,CATANZARO
BADOLATO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,81,CATANZARO
BADOLATO,L'ALTRA EUROPA CON TSIPRAS,41,CATANZARO
BADOLATO,VERDI EUROPEI-GREEN ITALIA,8,CATANZARO
BADOLATO,ITALIA DEI VALORI,3,CATANZARO
BADOLATO,SCELTA EUROPEA,2,CATANZARO
BADOLATO,IO CAMBIO - MAIE,1,CATANZARO
BADOLATO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,1,CATANZARO
BELCASTRO,PARTITO DEMOCRATICO,154,CATANZARO
