Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ALCAMO,38024,17723,282,1493,TRAPANI
BUSETO PALIZZOLO,2856,901,32,79,TRAPANI
CALATAFIMI SEGESTA,6444,4277,386,751,TRAPANI
CAMPOBELLO DI MAZARA,10999,3778,42,179,TRAPANI
CASTELLAMMARE DEL GOLFO,14277,4900,69,304,TRAPANI
CASTELVETRANO,26588,11177,117,657,TRAPANI
CUSTONACI,4620,1635,38,140,TRAPANI
ERICE,23946,9054,130,657,TRAPANI
FAVIGNANA,3880,1198,23,78,TRAPANI
GIBELLINA,3976,1658,21,94,TRAPANI
MARSALA,68654,26634,645,2276,TRAPANI
MAZARA DEL VALLO,41576,31389,2849,4154,TRAPANI
PACECO,9675,3668,58,270,TRAPANI
PANTELLERIA,6184,1908,38,96,TRAPANI
PARTANNA,9959,4139,50,223,TRAPANI
PETROSINO,6411,2559,74,254,TRAPANI
POGGIOREALE,1581,678,11,23,TRAPANI
SALAPARUTA,1742,1140,136,201,TRAPANI
SALEMI,9858,7162,527,1107,TRAPANI
SANTA NINFA,4863,2113,27,138,TRAPANI
SAN VITO LO CAPO,4144,1253,18,74,TRAPANI
TRAPANI,57243,20684,291,1512,TRAPANI
VALDERICE,10423,4062,69,294,TRAPANI
VITA,2026,807,22,75,TRAPANI
